Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100316,2010-03-16,132741,CME,0,132,7208591,1173451,452552,1022093,4232996,4845678,6428540,6320323,780051,888268,7208591,1173451,452552,1022093,4232996,4845678,6428540,6320323,780051,888268,0,0,0,0,0,0,0,0,0,0,-910662.0,-206987.0,-162910.0,-14457.0,-694947.0,-746335.0,-916391.0,-923702.0,5729.0,13040.0,100,16.3,6.3,14.2,58.7,67.2,89.2,87.7,10.8,12.3,100,16.3,6.3,14.2,58.7,67.2,89.2,87.7,10.8,12.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,65,57,94,120,125,243,231,271,65,57,94,120,125,243,231,0,0,0,0,0,0,0,0,30.7,28.7,40.3,38.2,30.4,25.1,36.5,30.1,30.7,28.7,40.3,38.2,30.4,25.1,36.5,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)"
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100323,2010-03-23,132741,CME,0,132,7351430,1224542,484252,1032502,4363918,4930621,6620962,6447375,730468,904055,7351430,1224542,484252,1032502,4363918,4930621,6620962,6447375,730468,904055,0,0,0,0,0,0,0,0,0,0,142839.0,51091.0,31700.0,10409.0,130922.0,84943.0,192422.0,127052.0,-49583.0,15787.0,100,16.7,6.6,14.0,59.4,67.1,90.1,87.7,9.9,12.3,100,16.7,6.6,14.0,59.4,67.1,90.1,87.7,9.9,12.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,70,58,94,125,130,246,243,280,70,58,94,125,130,246,243,0,0,0,0,0,0,0,0,31.3,27.2,41.5,37.4,31.0,23.2,37.6,28.8,31.3,27.2,41.5,37.4,31.0,23.2,37.6,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)"
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100330,2010-03-30,132741,CME,0,132,7333532,1123169,423786,994096,4488401,5026612,6605666,6444494,727866,889038,7333532,1123169,423786,994096,4488401,5026612,6605666,6444494,727866,889038,0,0,0,0,0,0,0,0,0,0,-17898.0,-101373.0,-60466.0,-38406.0,124483.0,95991.0,-15296.0,-2881.0,-2602.0,-15017.0,100,15.3,5.8,13.6,61.2,68.5,90.1,87.9,9.9,12.1,100,15.3,5.8,13.6,61.2,68.5,90.1,87.9,9.9,12.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,64,57,91,123,134,241,239,278,64,57,91,123,134,241,239,0,0,0,0,0,0,0,0,30.9,27.4,41.3,37.4,30.7,22.9,37.3,28.7,30.9,27.4,41.3,37.4,30.7,22.9,37.3,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)"
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100406,2010-04-06,132741,CME,0,132,7525907,1140624,415907,978210,4645499,5077222,6764333,6471339,761574,1054568,7525907,1140624,415907,978210,4645499,5077222,6764333,6471339,761574,1054568,0,0,0,0,0,0,0,0,0,0,192375.0,17455.0,-7879.0,-15886.0,157098.0,50610.0,158667.0,26845.0,33708.0,165530.0,100,15.2,5.5,13.0,61.7,67.5,89.9,86.0,10.1,14.0,100,15.2,5.5,13.0,61.7,67.5,89.9,86.0,10.1,14.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,65,54,91,123,136,242,239,276,65,54,91,123,136,242,239,0,0,0,0,0,0,0,0,29.9,26.9,40.1,37.3,29.4,22.4,35.8,28.5,29.9,26.9,40.1,37.3,29.4,22.4,35.8,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)"
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100413,2010-04-13,132741,CME,0,132,7899735,1429338,468205,1046234,4677580,5398341,7153152,6912780,746583,986955,7899735,1429338,468205,1046234,4677580,5398341,7153152,6912780,746583,986955,0,0,0,0,0,0,0,0,0,0,373828.0,288714.0,52298.0,68024.0,32081.0,321119.0,388819.0,441441.0,-14991.0,-67613.0,100,18.1,5.9,13.2,59.2,68.3,90.5,87.5,9.5,12.5,100,18.1,5.9,13.2,59.2,68.3,90.5,87.5,9.5,12.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,67,58,93,126,140,247,246,283,67,58,93,126,140,247,246,0,0,0,0,0,0,0,0,29.3,26.0,40.5,36.6,28.6,21.7,36.4,27.8,29.3,26.0,40.5,36.6,28.6,21.7,36.4,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)"
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100420,2010-04-20,132741,CME,0,132,7997854,1636460,391799,1028662,4543831,5564618,7208953,6985079,788901,1012775,7997854,1636460,391799,1028662,4543831,5564618,7208953,6985079,788901,1012775,0,0,0,0,0,0,0,0,0,0,98119.0,207122.0,-76406.0,-17572.0,-133749.0,166277.0,55801.0,72299.0,42318.0,25820.0,100,20.5,4.9,12.9,56.8,69.6,90.1,87.3,9.9,12.7,100,20.5,4.9,12.9,56.8,69.6,90.1,87.3,9.9,12.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,74,57,93,124,143,250,247,286,74,57,93,124,143,250,247,0,0,0,0,0,0,0,0,30.1,27.0,40.8,37.8,29.6,23.0,37.4,29.5,30.1,27.0,40.8,37.8,29.6,23.0,37.4,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)"
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100427,2010-04-27,132741,CME,0,132,7927905,1366237,458364,989446,4775005,5469773,7130688,6917583,797217,1010322,7927905,1366237,458364,989446,4775005,5469773,7130688,6917583,797217,1010322,0,0,0,0,0,0,0,0,0,0,-69949.0,-270223.0,66565.0,-39216.0,231174.0,-94845.0,-78265.0,-67496.0,8316.0,-2453.0,100,17.2,5.8,12.5,60.2,69.0,89.9,87.3,10.1,12.7,100,17.2,5.8,12.5,60.2,69.0,89.9,87.3,10.1,12.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,64,59,83,130,147,243,244,280,64,59,83,130,147,243,244,0,0,0,0,0,0,0,0,29.8,27.6,40.3,38.2,28.8,23.3,37.0,30.3,29.8,27.6,40.3,38.2,28.8,23.3,37.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)"
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100504,2010-05-04,132741,CME,0,132,7898046,1190042,504678,1016900,4906504,5380353,7113446,6901931,784600,996115,7898046,1190042,504678,1016900,4906504,5380353,7113446,6901931,784600,996115,0,0,0,0,0,0,0,0,0,0,-29859.0,-176195.0,46314.0,27454.0,131499.0,-89420.0,-17242.0,-15652.0,-12617.0,-14207.0,100,15.1,6.4,12.9,62.1,68.1,90.1,87.4,9.9,12.6,100,15.1,6.4,12.9,62.1,68.1,90.1,87.4,9.9,12.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,49,64,93,135,149,245,254,277,49,64,93,135,149,245,254,0,0,0,0,0,0,0,0,31.2,28.2,41.6,37.5,30.1,23.5,37.3,30.3,31.2,28.2,41.6,37.5,30.1,23.5,37.3,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)"
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100511,2010-05-11,132741,CME,0,132,7712085,1087796,521255,967102,4859300,5225200,6914198,6713557,797887,998528,7712085,1087796,521255,967102,4859300,5225200,6914198,6713557,797887,998528,0,0,0,0,0,0,0,0,0,0,-185961.0,-102246.0,16577.0,-49798.0,-47204.0,-155153.0,-199248.0,-188374.0,13287.0,2413.0,100,14.1,6.8,12.5,63.0,67.8,89.7,87.1,10.3,12.9,100,14.1,6.8,12.5,63.0,67.8,89.7,87.1,10.3,12.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,55,50,85,135,152,242,248,276,55,50,85,135,152,242,248,0,0,0,0,0,0,0,0,32.1,29.3,43.1,38.0,31.3,24.6,40.3,31.3,32.1,29.3,43.1,38.0,31.3,24.6,40.3,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)"
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100518,2010-05-18,132741,CME,0,132,7622681,997827,523195,905746,4919524,5223289,6823097,6652230,799584,970451,7622681,997827,523195,905746,4919524,5223289,6823097,6652230,799584,970451,0,0,0,0,0,0,0,0,0,0,-89404.0,-89969.0,1940.0,-61356.0,60224.0,-1911.0,-91101.0,-61327.0,1697.0,-28077.0,100,13.1,6.9,11.9,64.5,68.5,89.5,87.3,10.5,12.7,100,13.1,6.9,11.9,64.5,68.5,89.5,87.3,10.5,12.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,55,55,83,128,146,238,241,274,55,55,83,128,146,238,241,0,0,0,0,0,0,0,0,34.0,29.2,45.6,37.9,33.4,24.6,41.4,31.7,34.0,29.2,45.6,37.9,33.4,24.6,41.4,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)"
