Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100928,2010-09-28,13874A,CME,0,138,2570715,127772,629148,102992,1400566,527851,232673,333423,741883,35666,31884,68065,3779,2268755,2342057,301960,228658,90254.0,27228.0,82680.0,8303.0,-4183.0,-20908.0,-10521.0,55773.0,38355.0,12869.0,1929.0,3918.0,-1151.0,90247.0,113545.0,7.0,-23291.0,100,5.0,24.5,4.0,54.5,20.5,9.1,13.0,28.9,1.4,1.2,2.6,0.1,88.3,91.1,11.7,8.9,479,26.0,48.0,9.0,88.0,56.0,52.0,101.0,122.0,41.0,16.0,22.0,,280,304,20.7,13.6,32.6,22.8,19.1,11.9,28.8,19.2,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101005,2010-10-05,13874A,CME,0,138,2643979,136727,630357,112763,1375415,529623,242434,364543,778520,36921,40827,83923,4080,2313710,2418621,330269,225358,73264.0,8955.0,1209.0,9771.0,-25151.0,1772.0,9761.0,31120.0,36637.0,1255.0,8943.0,15858.0,301.0,44955.0,76564.0,28309.0,-3300.0,100,5.2,23.8,4.3,52.0,20.0,9.2,13.8,29.4,1.4,1.5,3.2,0.2,87.5,91.5,12.5,8.5,483,25.0,47.0,10.0,90.0,58.0,52.0,99.0,122.0,45.0,19.0,23.0,4.0,288,306,20.4,14.2,31.4,23.0,18.0,12.6,26.9,19.9,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101012,2010-10-12,13874A,CME,0,138,2687051,151683,698446,113982,1400208,501362,243961,364726,786896,35436,46731,74753,3250,2359977,2458086,327074,228965,43072.0,14956.0,68089.0,1219.0,24793.0,-28261.0,1527.0,183.0,8376.0,-1485.0,5904.0,-9170.0,-830.0,46267.0,39465.0,-3195.0,3607.0,100,5.6,26.0,4.2,52.1,18.7,9.1,13.6,29.3,1.3,1.7,2.8,0.1,87.8,91.5,12.2,8.5,476,25.0,41.0,12.0,92.0,54.0,48.0,102.0,122.0,41.0,21.0,19.0,,289,290,21.5,14.8,32.3,23.9,19.0,13.3,27.7,20.7,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101019,2010-10-19,13874A,CME,0,138,2689641,143419,662850,110284,1413053,495082,256922,375512,797217,52711,44871,74771,3824,2400596,2453661,289045,235980,2590.0,-8264.0,-35596.0,-3698.0,12845.0,-6280.0,12961.0,10786.0,10321.0,17275.0,-1860.0,18.0,574.0,40619.0,-4425.0,-38029.0,7015.0,100,5.3,24.6,4.1,52.5,18.4,9.6,14.0,29.6,2.0,1.7,2.8,0.1,89.3,91.2,10.7,8.8,478,23.0,50.0,10.0,95.0,53.0,50.0,104.0,116.0,47.0,18.0,19.0,5.0,285,305,19.9,15.3,30.8,24.7,17.6,13.8,26.3,21.6,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101026,2010-10-26,13874A,CME,0,138,2696003,123437,722058,116022,1410832,471358,255336,423970,768377,38698,41378,93085,4351,2414024,2469285,281979,226718,6362.0,-19982.0,59208.0,5738.0,-2221.0,-23724.0,-1586.0,48458.0,-28840.0,-14013.0,-3493.0,18314.0,527.0,13428.0,15624.0,-7066.0,-9262.0,100,4.6,26.8,4.3,52.3,17.5,9.5,15.7,28.5,1.4,1.5,3.5,0.2,89.5,91.6,10.5,8.4,487,25.0,50.0,11.0,98.0,53.0,53.0,105.0,120.0,43.0,17.0,19.0,5.0,294,305,20.0,17.3,30.5,26.3,17.6,15.5,25.9,23.5,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101102,2010-11-02,13874A,CME,0,138,2709889,139057,728884,124307,1376653,470076,265093,464845,769856,34683,52073,95755,4235,2460946,2492889,248943,217000,13886.0,15620.0,6826.0,8285.0,-34179.0,-1282.0,9757.0,40875.0,1479.0,-4015.0,10695.0,2670.0,-116.0,46922.0,23604.0,-33036.0,-9718.0,100,5.1,26.9,4.6,50.8,17.3,9.8,17.2,28.4,1.3,1.9,3.5,0.2,90.8,92.0,9.2,8.0,484,25.0,47.0,10.0,100.0,56.0,55.0,102.0,112.0,45.0,20.0,22.0,5.0,298,301,19.4,18.5,29.4,27.9,16.6,16.4,24.5,24.6,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101109,2010-11-09,13874A,CME,0,138,2801910,163716,765627,130804,1410810,434397,266294,468349,835094,43110,60304,90093,9227,2552614,2574646,249296,227264,92021.0,24659.0,36743.0,6497.0,34157.0,-35679.0,1201.0,3504.0,65238.0,8427.0,8231.0,-5662.0,4992.0,91668.0,81757.0,353.0,10264.0,100,5.8,27.3,4.7,50.4,15.5,9.5,16.7,29.8,1.5,2.2,3.2,0.3,91.1,91.9,8.9,8.1,501,27.0,50.0,10.0,105.0,52.0,57.0,111.0,112.0,46.0,23.0,21.0,5.0,313,306,18.7,19.3,28.4,28.4,16.0,16.9,23.9,24.6,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101116,2010-11-16,13874A,CME,0,138,2859310,177664,659873,136447,1399536,486128,265365,455002,848365,67874,57751,84404,2651,2562290,2551107,297020,308203,57400.0,13948.0,-105754.0,5643.0,-11274.0,51731.0,-929.0,-13347.0,13271.0,24764.0,-2553.0,-5689.0,-6576.0,9676.0,-23539.0,47724.0,80939.0,100,6.2,23.1,4.8,48.9,17.0,9.3,15.9,29.7,2.4,2.0,3.0,0.1,89.6,89.2,10.4,10.8,494,30.0,43.0,13.0,101.0,55.0,54.0,101.0,119.0,44.0,25.0,20.0,,306,302,18.4,17.8,28.0,27.1,15.6,15.5,23.8,23.1,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101123,2010-11-23,13874A,CME,0,138,2836389,191350,652813,137650,1413649,481576,259884,484838,875959,42985,54023,91416,1852,2586231,2544135,250158,292254,-22921.0,13686.0,-7060.0,1203.0,14113.0,-4552.0,-5481.0,29836.0,27594.0,-24889.0,-3728.0,7012.0,-799.0,23941.0,-6972.0,-46862.0,-15949.0,100,6.7,23.0,4.9,49.8,17.0,9.2,17.1,30.9,1.5,1.9,3.2,0.1,91.2,89.7,8.8,10.3,492,29.0,43.0,10.0,98.0,59.0,58.0,104.0,123.0,46.0,21.0,15.0,,303,306,18.2,18.0,28.1,27.5,15.6,15.3,24.3,23.0,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101130,2010-11-30,13874A,CME,0,138,2882495,184781,673180,165591,1424205,500899,264841,484593,817661,47868,52394,87154,3140,2627413,2560334,255082,322161,46106.0,-6569.0,20367.0,27941.0,10556.0,19323.0,4957.0,-245.0,-58298.0,4883.0,-1629.0,-4262.0,1288.0,41182.0,16199.0,4924.0,29907.0,100,6.4,23.4,5.7,49.4,17.4,9.2,16.8,28.4,1.7,1.8,3.0,0.1,91.2,88.8,8.8,11.2,491,30.0,42.0,11.0,102.0,57.0,55.0,106.0,118.0,46.0,21.0,15.0,5.0,309,299,18.3,17.8,28.6,27.0,16.0,14.4,24.6,22.3,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101207,2010-12-07,13874A,CME,0,138,2979326,208741,727705,177012,1417364,440981,253169,503360,888275,64826,59928,104860,5672,2690072,2662500,289254,316826,96831.0,23960.0,54525.0,11421.0,-6841.0,-59918.0,-11672.0,18767.0,70614.0,16958.0,7534.0,17706.0,2532.0,62659.0,102166.0,34172.0,-5335.0,100,7.0,24.4,5.9,47.6,14.8,8.5,16.9,29.8,2.2,2.0,3.5,0.2,90.3,89.4,9.7,10.6,503,35.0,41.0,16.0,100.0,52.0,57.0,108.0,129.0,56.0,23.0,15.0,5.0,325,312,18.4,19.4,28.1,28.5,15.5,15.7,23.5,24.0,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101214,2010-12-14,13874A,CME,0,138,3391166,205106,789532,468022,1437981,432093,259562,524926,883041,83763,65110,115986,14059,3058529,3046058,332637,345108,411840.0,-3635.0,61827.0,291010.0,20617.0,-8888.0,6393.0,21566.0,-5234.0,18937.0,5182.0,11126.0,8387.0,368457.0,383558.0,43383.0,28282.0,100,6.0,23.3,13.8,42.4,12.7,7.7,15.5,26.0,2.5,1.9,3.4,0.4,90.2,89.8,9.8,10.2,500,35.0,41.0,32.0,106.0,49.0,59.0,101.0,124.0,75.0,25.0,15.0,9.0,344,331,18.0,20.8,26.7,30.3,13.5,15.4,20.8,22.9,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101221,2010-12-21,13874A,CME,0,138,2435858,157503,785235,72083,1349160,434975,233459,326030,581587,24255,56709,67537,791,2219990,2199922,215868,235936,-955308.0,-47603.0,-4297.0,-395939.0,-88821.0,2882.0,-26103.0,-198896.0,-301454.0,-59508.0,-8401.0,-48449.0,-13268.0,-838539.0,-846136.0,-116769.0,-109172.0,100,6.5,32.2,3.0,55.4,17.9,9.6,13.4,23.9,1.0,2.3,2.8,0.0,91.1,90.3,8.9,9.7,451,31.0,45.0,11.0,94.0,49.0,51.0,80.0,120.0,32.0,17.0,15.0,,262,286,22.1,20.7,32.8,29.6,20.8,18.5,29.8,26.9,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,101228,2010-12-28,13874A,CME,0,138,2479708,165474,784073,72956,1376562,418507,240186,319756,603469,34188,57849,74065,1548,2268519,2228992,211189,250716,43850.0,7971.0,-1162.0,873.0,27402.0,-16468.0,6727.0,-6274.0,21882.0,9933.0,1140.0,6528.0,757.0,48529.0,29070.0,-4679.0,14780.0,100,6.7,31.6,2.9,55.5,16.9,9.7,12.9,24.3,1.4,2.3,3.0,0.1,91.5,89.9,8.5,10.1,459,31.0,44.0,15.0,99.0,49.0,52.0,80.0,121.0,40.0,18.0,17.0,6.0,282,290,22.0,20.2,32.7,28.9,20.5,17.9,29.7,26.2,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,110104,2011-01-04,13874A,CME,0,138,2499724,188216,770211,93130,1341274,444062,240245,328709,592851,34707,60082,92376,1426,2287789,2269008,211935,230716,20016.0,22742.0,-13862.0,20174.0,-35288.0,25555.0,59.0,8953.0,-10618.0,519.0,2233.0,18311.0,-122.0,19270.0,40016.0,746.0,-20000.0,100,7.5,30.8,3.7,53.7,17.8,9.6,13.1,23.7,1.4,2.4,3.7,0.1,91.5,90.8,8.5,9.2,471,34.0,44.0,17.0,99.0,50.0,55.0,82.0,123.0,36.0,22.0,17.0,6.0,288,297,21.5,20.3,32.5,28.7,20.2,17.4,28.8,25.3,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,110111,2011-01-11,13874A,CME,0,138,2533574,181487,788182,93604,1317145,461428,235133,386307,615858,35511,60563,86313,1764,2311514,2317793,222060,215781,33850.0,-6729.0,17971.0,474.0,-24129.0,17366.0,-5112.0,57598.0,23007.0,804.0,481.0,-6063.0,338.0,23725.0,48785.0,10125.0,-14935.0,100,7.2,31.1,3.7,52.0,18.2,9.3,15.2,24.3,1.4,2.4,3.4,0.1,91.2,91.5,8.8,8.5,490,31.0,48.0,18.0,97.0,55.0,53.0,99.0,121.0,48.0,21.0,18.0,6.0,310,305,19.9,20.5,30.1,28.9,18.8,17.6,26.8,25.3,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,110118,2011-01-18,13874A,CME,0,138,2575471,207757,751841,103160,1335874,440665,233922,367902,661737,42487,70043,85901,2086,2363231,2321799,212240,253672,41897.0,26270.0,-36341.0,9556.0,18729.0,-20763.0,-1211.0,-18405.0,45879.0,6976.0,9480.0,-412.0,322.0,51717.0,4006.0,-9820.0,37891.0,100,8.1,29.2,4.0,51.9,17.1,9.1,14.3,25.7,1.6,2.7,3.3,0.1,91.8,90.2,8.2,9.8,494,37.0,49.0,17.0,97.0,53.0,55.0,94.0,119.0,45.0,26.0,19.0,6.0,315,302,20.0,19.8,30.4,27.8,18.5,16.5,26.9,24.2,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,110125,2011-01-25,13874A,CME,0,138,2649692,205988,761966,111567,1384827,457426,237745,391276,681706,31080,71945,110718,2551,2436979,2394759,212713,254933,74221.0,-1769.0,10125.0,8407.0,48953.0,16761.0,3823.0,23374.0,19969.0,-11407.0,1902.0,24817.0,465.0,73748.0,72960.0,473.0,1261.0,100,7.8,28.8,4.2,52.3,17.3,9.0,14.8,25.7,1.2,2.7,4.2,0.1,92.0,90.4,8.0,9.6,492,36.0,47.0,17.0,98.0,55.0,53.0,87.0,122.0,48.0,24.0,23.0,8.0,304,314,19.9,19.6,30.4,27.8,18.1,16.1,26.5,24.1,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,110201,2011-02-01,13874A,CME,0,138,2707779,206227,755336,122034,1361146,485819,234414,409398,699289,52487,74247,118592,2130,2462083,2470101,245696,237678,58087.0,239.0,-6630.0,10467.0,-23681.0,28393.0,-3331.0,18122.0,17583.0,21407.0,2302.0,7874.0,-421.0,25104.0,75342.0,32983.0,-17255.0,100,7.6,27.9,4.5,50.3,17.9,8.7,15.1,25.8,1.9,2.7,4.4,0.1,90.9,91.2,9.1,8.8,496,35.0,49.0,18.0,97.0,53.0,52.0,94.0,121.0,59.0,25.0,22.0,5.0,314,316,19.7,19.1,29.7,26.9,17.4,15.3,25.8,22.9,($50 X S&P 500 INDEX),F20,FutOnly
