Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,100928,2010-09-28,132741,CME,0,132,7667541,1651407,3050759,1435098,811658,162681,210098,1420835,540295,1001239,195467,307969,57163,6782965,6765302,884576,902239,318298.0,-3891.0,171369.0,93116.0,36711.0,-55710.0,42281.0,61617.0,-9845.0,55162.0,7844.0,4952.0,1096.0,293936.0,302421.0,24362.0,15877.0,100,21.5,39.8,18.7,10.6,2.1,2.7,18.5,7.0,13.1,2.5,4.0,0.7,88.5,88.2,11.5,11.8,245,29.0,57.0,79.0,10.0,11.0,14.0,60.0,46.0,76.0,6.0,12.0,11.0,220,205,30.7,28.9,42.0,39.8,28.6,24.2,35.9,32.2,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101005,2010-10-05,132741,CME,0,132,7769907,1609456,3110854,1416662,867418,201331,120888,1534375,550033,1009410,183909,336774,106980,6849098,6852932,920809,916975,102366.0,-41951.0,60095.0,-18436.0,55760.0,38650.0,-89210.0,113540.0,9738.0,8171.0,-11558.0,28805.0,49817.0,66133.0,87630.0,36233.0,14736.0,100,20.7,40.0,18.2,11.2,2.6,1.6,19.7,7.1,13.0,2.4,4.3,1.4,88.1,88.2,11.9,11.8,246,32.0,55.0,83.0,9.0,11.0,13.0,60.0,49.0,79.0,7.0,13.0,12.0,220,213,31.0,28.8,41.8,40.2,28.9,24.1,35.6,32.9,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101012,2010-10-12,132741,CME,0,132,7781612,1622190,3041241,1416484,885178,249374,114456,1504412,563097,991294,196697,391765,103720,6834431,6871431,947181,910181,11705.0,12734.0,-69613.0,-178.0,17760.0,48043.0,-6432.0,-29963.0,13064.0,-18116.0,12788.0,54991.0,-3260.0,-14667.0,18499.0,26372.0,-6794.0,100,20.8,39.1,18.2,11.4,3.2,1.5,19.3,7.2,12.7,2.5,5.0,1.3,87.8,88.3,12.2,11.7,251,33.0,56.0,84.0,11.0,10.0,13.0,65.0,47.0,81.0,7.0,12.0,14.0,225,218,30.3,28.0,41.6,39.6,28.2,23.2,35.3,32.8,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101019,2010-10-19,132741,CME,0,132,7980361,1749369,2844336,1518407,919926,446527,92840,1428074,549622,1043441,210054,457787,96594,7058705,7049554,921656,930807,198749.0,127179.0,-196905.0,101923.0,34748.0,197153.0,-21616.0,-76338.0,-13475.0,52147.0,13357.0,66022.0,-7126.0,224274.0,178123.0,-25525.0,20626.0,100,21.9,35.6,19.0,11.5,5.6,1.2,17.9,6.9,13.1,2.6,5.7,1.2,88.5,88.3,11.5,11.7,258,37.0,54.0,83.0,10.0,11.0,13.0,63.0,50.0,84.0,7.0,14.0,16.0,230,224,28.7,27.5,39.3,40.5,26.6,23.4,33.4,33.5,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101026,2010-10-26,132741,CME,0,132,8167894,1727744,2873861,1597322,1015017,502100,55214,1379467,551350,1047274,217652,435689,158116,7197806,7220926,970088,946968,187533.0,-21625.0,29525.0,78915.0,95091.0,55573.0,-37626.0,-48607.0,1728.0,3833.0,7598.0,-22098.0,61522.0,139101.0,171372.0,48432.0,16161.0,100,21.2,35.2,19.6,12.4,6.1,0.7,16.9,6.8,12.8,2.7,5.3,1.9,88.1,88.4,11.9,11.6,251,37.0,54.0,83.0,10.0,8.0,12.0,58.0,49.0,82.0,9.0,14.0,18.0,225,221,29.9,28.2,40.7,41.2,27.8,23.9,34.8,33.5,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101102,2010-11-02,132741,CME,0,132,8388202,1711213,2999929,1622537,1115463,514505,49396,1501993,567738,1066056,219065,471745,160122,7445845,7452028,942357,936174,220308.0,-16531.0,126068.0,25215.0,100446.0,12405.0,-5818.0,122526.0,16388.0,18782.0,1413.0,36056.0,2006.0,248039.0,231102.0,-27731.0,-10794.0,100,20.4,35.8,19.3,13.3,6.1,0.6,17.9,6.8,12.7,2.6,5.6,1.9,88.8,88.8,11.2,11.2,254,36.0,56.0,85.0,11.0,8.0,12.0,59.0,52.0,82.0,9.0,14.0,14.0,227,220,31.1,28.6,41.7,42.3,28.9,24.2,36.0,34.6,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101109,2010-11-09,132741,CME,0,132,8448168,1986147,2780864,1712209,1176164,557638,82667,1084122,567685,1157770,196490,473327,126799,7522368,7458959,925800,989209,59966.0,274934.0,-219065.0,89672.0,60701.0,43133.0,33271.0,-417871.0,-53.0,91714.0,-22575.0,1582.0,-33323.0,76523.0,6931.0,-16557.0,53035.0,100,23.5,32.9,20.3,13.9,6.6,1.0,12.8,6.7,13.7,2.3,5.6,1.5,89.0,88.3,11.0,11.7,256,45.0,52.0,92.0,9.0,9.0,11.0,55.0,58.0,79.0,9.0,13.0,14.0,225,227,29.8,27.6,39.2,41.2,25.8,22.4,32.7,33.0,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101116,2010-11-16,132741,CME,0,132,8072688,2028792,2598145,1701091,1207865,580180,103968,761638,506907,1099974,205962,479028,111208,7220498,7180501,852190,892187,-375480.0,42645.0,-182719.0,-11118.0,31701.0,22542.0,21301.0,-322484.0,-60778.0,-57796.0,9472.0,5701.0,-15591.0,-301870.0,-278458.0,-73610.0,-97022.0,100,25.1,32.2,21.1,15.0,7.2,1.3,9.4,6.3,13.6,2.6,5.9,1.4,89.4,88.9,10.6,11.1,250,47.0,45.0,87.0,8.0,10.0,12.0,61.0,47.0,87.0,9.0,12.0,15.0,226,225,31.1,29.0,40.6,42.9,27.6,23.0,33.9,34.4,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101123,2010-11-23,132741,CME,0,132,8204151,1994424,2816153,1686048,1267183,529204,108581,839694,541902,1059786,216605,414518,135092,7307413,7291284,896738,912867,131463.0,-34368.0,218008.0,-15043.0,59318.0,-50976.0,4613.0,78056.0,34995.0,-40188.0,10643.0,-64510.0,23884.0,86915.0,110783.0,44548.0,20680.0,100,24.3,34.3,20.6,15.4,6.5,1.3,10.2,6.6,12.9,2.6,5.1,1.6,89.1,88.9,10.9,11.1,246,46.0,46.0,84.0,9.0,10.0,13.0,54.0,49.0,82.0,10.0,12.0,15.0,221,219,31.6,29.8,41.4,43.3,27.5,24.1,34.0,35.1,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101130,2010-11-30,132741,CME,0,132,8083590,2175969,2795109,1608866,1296878,448411,69409,633817,648235,1101109,239208,400602,124450,7249706,7196191,833884,887399,-120561.0,181545.0,-21044.0,-77182.0,29695.0,-80793.0,-39172.0,-205877.0,106333.0,41323.0,22603.0,-13916.0,-10642.0,-57707.0,-95093.0,-62854.0,-25468.0,100,26.9,34.6,19.9,16.0,5.5,0.9,7.8,8.0,13.6,3.0,5.0,1.5,89.7,89.0,10.3,11.0,253,47.0,44.0,81.0,11.0,10.0,12.0,54.0,53.0,85.0,12.0,16.0,18.0,223,226,32.2,28.6,42.4,42.1,29.0,22.6,35.4,34.0,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101207,2010-12-07,132741,CME,0,132,8170084,2070670,2948696,1640960,1328169,390121,102266,931664,633006,1051864,86099,409083,114814,7326506,7290810,843578,879274,86494.0,-105299.0,153587.0,32094.0,31291.0,-58290.0,32857.0,297847.0,-15229.0,-49245.0,-153109.0,8481.0,-9636.0,76800.0,94619.0,9694.0,-8125.0,100,25.3,36.1,20.1,16.3,4.8,1.3,11.4,7.7,12.9,1.1,5.0,1.4,89.7,89.2,10.3,10.8,239,44.0,44.0,82.0,11.0,9.0,11.0,54.0,50.0,86.0,9.0,12.0,15.0,217,216,32.2,28.8,43.9,42.3,30.8,23.0,37.9,34.4,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101214,2010-12-14,132741,CME,0,132,7064066,1995540,2794062,1299601,1321869,415822,79953,591645,462736,838433,96748,282670,90238,6314027,6263515,750039,800551,-1106018.0,-75130.0,-154634.0,-341359.0,-6300.0,25701.0,-22313.0,-340019.0,-170270.0,-213431.0,10649.0,-126413.0,-24576.0,-1012479.0,-1027295.0,-93539.0,-78723.0,100,28.2,39.6,18.4,18.7,5.9,1.1,8.4,6.6,11.9,1.4,4.0,1.3,89.4,88.7,10.6,11.3,215,37.0,43.0,75.0,7.0,10.0,7.0,47.0,42.0,73.0,11.0,9.0,13.0,195,188,35.8,30.7,46.8,45.8,34.4,25.5,42.1,38.8,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101221,2010-12-21,132741,CME,0,132,7063589,1901748,2689824,1345086,1376783,425188,88949,594570,458837,813107,104646,282871,90314,6315203,6194176,748386,869413,-477.0,-93792.0,-104238.0,45485.0,54914.0,9366.0,8996.0,2925.0,-3899.0,-25326.0,7898.0,201.0,76.0,1176.0,-69339.0,-1653.0,68862.0,100,26.9,38.1,19.0,19.5,6.0,1.3,8.4,6.5,11.5,1.5,4.0,1.3,89.4,87.7,10.6,12.3,219,36.0,45.0,76.0,7.0,10.0,8.0,45.0,45.0,73.0,10.0,11.0,13.0,198,191,36.5,29.0,47.2,44.2,35.2,24.4,42.3,37.9,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,101228,2010-12-28,132741,CME,0,132,7051004,1863499,2698184,1340037,1380546,414257,85763,587185,459249,837806,126072,282384,85957,6306865,6203637,744139,847367,-12585.0,-38249.0,8360.0,-5049.0,3763.0,-10931.0,-3186.0,-7385.0,412.0,24699.0,21426.0,-487.0,-4357.0,-8338.0,9461.0,-4247.0,-22046.0,100,26.4,38.3,19.0,19.6,5.9,1.2,8.3,6.5,11.9,1.8,4.0,1.2,89.4,88.0,10.6,12.0,220,38.0,44.0,78.0,8.0,10.0,9.0,46.0,44.0,72.0,9.0,11.0,11.0,198,192,35.9,29.0,46.6,43.9,34.6,24.3,41.6,37.7,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,110104,2011-01-04,132741,CME,0,132,7257558,1868592,2731721,1353595,1415177,470105,83396,684587,528525,865152,80786,283700,108844,6460129,6425038,797429,832520,206554.0,5093.0,33537.0,13558.0,34631.0,55848.0,-2367.0,97402.0,69276.0,27346.0,-45286.0,1316.0,22887.0,153264.0,221401.0,53290.0,-14847.0,100,25.7,37.6,18.7,19.5,6.5,1.1,9.4,7.3,11.9,1.1,3.9,1.5,89.0,88.5,11.0,11.5,235,36.0,48.0,78.0,9.0,11.0,10.0,53.0,48.0,74.0,7.0,11.0,13.0,208,202,36.0,28.2,46.2,43.1,34.7,23.4,41.7,36.7,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,110111,2011-01-11,132741,CME,0,132,7506868,1904821,2704290,1431486,1438146,399016,140109,669469,601754,949731,47886,312998,142709,6724357,6682093,782511,824775,249310.0,36229.0,-27431.0,77891.0,22969.0,-71089.0,56713.0,-15118.0,73229.0,84579.0,-32900.0,29298.0,33865.0,264228.0,257055.0,-14918.0,-7745.0,100,25.4,36.0,19.1,19.2,5.3,1.9,8.9,8.0,12.7,0.6,4.2,1.9,89.6,89.0,10.4,11.0,242,37.0,50.0,80.0,10.0,7.0,10.0,50.0,51.0,82.0,6.0,15.0,16.0,215,215,35.3,26.6,44.6,41.3,33.5,21.6,40.1,33.6,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,110118,2011-01-18,132741,CME,0,132,7671946,1770916,2782459,1471281,1527260,403913,143232,796745,540570,992159,80777,343305,128081,6910451,6805000,761495,866946,165078.0,-133905.0,78169.0,39795.0,89114.0,4897.0,3123.0,127276.0,-61184.0,42428.0,32891.0,30307.0,-14628.0,186094.0,122907.0,-21016.0,42171.0,100,23.1,36.3,19.2,19.9,5.3,1.9,10.4,7.0,12.9,1.1,4.5,1.7,90.1,88.7,9.9,11.3,243,35.0,49.0,78.0,8.0,8.0,10.0,54.0,53.0,81.0,7.0,15.0,17.0,214,215,35.4,26.1,45.0,40.5,33.2,20.8,39.4,31.9,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,110125,2011-01-25,132741,CME,0,132,7933028,1710718,2902087,1493566,1705687,426634,169576,816810,603602,1012387,73517,306290,125732,7107993,7039874,825035,893154,261082.0,-60198.0,119628.0,22285.0,178427.0,22721.0,26344.0,20065.0,63032.0,20228.0,-7260.0,-37015.0,-2349.0,197542.0,234874.0,63540.0,26208.0,100,21.6,36.6,18.8,21.5,5.4,2.1,10.3,7.6,12.8,0.9,3.9,1.6,89.6,88.7,10.4,11.3,254,34.0,52.0,80.0,9.0,9.0,12.0,53.0,59.0,81.0,9.0,18.0,19.0,224,222,35.6,26.0,45.3,40.4,33.2,20.3,39.7,31.8,"(CONTRACTS OF $1,000,000)",F33,FutOnly
