Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100316,2010-03-16,92741,CME,0,92,32157,8977,14210,131,10785,6701,19893,21042,12264,11115,32157,8977,14210,131,10785,6701,19893,21042,12264,11115,0,0,0,0,0,0,0,0,0,0,-15653.0,-1750.0,-1662.0,123.0,-16550.0,-13083.0,-18177.0,-14622.0,2524.0,-1031.0,100,27.9,44.2,0.4,33.5,20.8,61.9,65.4,38.1,34.6,100,27.9,44.2,0.4,33.5,20.8,61.9,65.4,38.1,34.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,8,12,1,7,7,16,19,31,8,12,1,7,7,16,19,0,0,0,0,0,0,0,0,37.1,35.5,53.8,48.5,37.1,35.5,53.1,48.1,37.1,35.5,53.8,48.5,37.1,35.5,53.1,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100323,2010-03-23,92741,CME,0,92,30910,9239,10327,131,9433,11335,18803,21793,12107,9117,30910,9239,10327,131,9433,11335,18803,21793,12107,9117,0,0,0,0,0,0,0,0,0,0,-1247.0,262.0,-3883.0,0.0,-1352.0,4634.0,-1090.0,751.0,-157.0,-1998.0,100,29.9,33.4,0.4,30.5,36.7,60.8,70.5,39.2,29.5,100,29.9,33.4,0.4,30.5,36.7,60.8,70.5,39.2,29.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,9,13,1,6,9,16,22,35,9,13,1,6,9,16,22,0,0,0,0,0,0,0,0,34.2,32.8,50.6,48.0,34.2,32.8,49.9,48.0,34.2,32.8,50.6,48.0,34.2,32.8,49.9,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100330,2010-03-30,92741,CME,0,92,28290,6735,13275,0,11652,4984,18387,18259,9903,10031,28290,6735,13275,0,11652,4984,18387,18259,9903,10031,0,0,0,0,0,0,0,0,0,0,-2620.0,-2504.0,2948.0,-131.0,2219.0,-6351.0,-416.0,-3534.0,-2204.0,914.0,100,23.8,46.9,0.0,41.2,17.6,65.0,64.5,35.0,35.5,100,23.8,46.9,0.0,41.2,17.6,65.0,64.5,35.0,35.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,8,13,0,8,8,16,21,35,8,13,0,8,8,16,21,0,0,0,0,0,0,0,0,36.9,25.4,53.0,41.2,36.7,25.4,52.1,41.2,36.9,25.4,53.0,41.2,36.7,25.4,52.1,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100406,2010-04-06,92741,CME,0,92,32272,9777,13929,33,10322,6845,20132,20807,12140,11465,32272,9777,13929,33,10322,6845,20132,20807,12140,11465,0,0,0,0,0,0,0,0,0,0,3982.0,3042.0,654.0,33.0,-1330.0,1861.0,1745.0,2548.0,2237.0,1434.0,100,30.3,43.2,0.1,32.0,21.2,62.4,64.5,37.6,35.5,100,30.3,43.2,0.1,32.0,21.2,62.4,64.5,37.6,35.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,8,14,1,7,8,16,22,35,8,14,1,7,8,16,22,0,0,0,0,0,0,0,0,36.3,28.0,53.4,42.7,36.3,28.0,52.8,42.6,36.3,28.0,53.4,42.7,36.3,28.0,52.8,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100413,2010-04-13,92741,CME,0,92,33886,10417,15371,0,11836,6524,22253,21895,11633,11991,33886,10417,15371,0,11836,6524,22253,21895,11633,11991,0,0,0,0,0,0,0,0,0,0,1614.0,640.0,1442.0,-33.0,1514.0,-321.0,2121.0,1088.0,-507.0,526.0,100,30.7,45.4,0.0,34.9,19.3,65.7,64.6,34.3,35.4,100,30.7,45.4,0.0,34.9,19.3,65.7,64.6,34.3,35.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,7,14,0,8,10,15,24,36,7,14,0,8,10,15,24,0,0,0,0,0,0,0,0,35.3,23.3,52.3,37.7,35.3,23.3,51.3,37.7,35.3,23.3,52.3,37.7,35.3,23.3,51.3,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100420,2010-04-20,92741,CME,0,92,33431,9838,15220,0,12238,6679,22076,21899,11355,11532,33431,9838,15220,0,12238,6679,22076,21899,11355,11532,0,0,0,0,0,0,0,0,0,0,-455.0,-579.0,-151.0,0.0,402.0,155.0,-177.0,4.0,-278.0,-459.0,100,29.4,45.5,0.0,36.6,20.0,66.0,65.5,34.0,34.5,100,29.4,45.5,0.0,36.6,20.0,66.0,65.5,34.0,34.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,16,0,9,9,16,25,38,7,16,0,9,9,16,25,0,0,0,0,0,0,0,0,38.0,25.5,54.9,40.8,38.0,25.5,54.4,40.8,38.0,25.5,54.9,40.8,38.0,25.5,54.4,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100427,2010-04-27,92741,CME,0,92,49308,13031,26644,0,24802,6933,37833,33577,11475,15731,49308,13031,26644,0,24802,6933,37833,33577,11475,15731,0,0,0,0,0,0,0,0,0,0,15877.0,3193.0,11424.0,0.0,12564.0,254.0,15757.0,11678.0,120.0,4199.0,100,26.4,54.0,0.0,50.3,14.1,76.7,68.1,23.3,31.9,100,26.4,54.0,0.0,50.3,14.1,76.7,68.1,23.3,31.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,11,15,0,11,9,22,24,44,11,15,0,11,9,22,24,0,0,0,0,0,0,0,0,38.8,31.5,57.3,44.9,38.3,31.5,56.8,44.9,38.8,31.5,57.3,44.9,38.3,31.5,56.8,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100504,2010-05-04,92741,CME,0,92,51339,12665,29257,0,27351,4700,40016,33957,11323,17382,51339,12665,29257,0,27351,4700,40016,33957,11323,17382,0,0,0,0,0,0,0,0,0,0,2031.0,-366.0,2613.0,0.0,2549.0,-2233.0,2183.0,380.0,-152.0,1651.0,100,24.7,57.0,0.0,53.3,9.2,77.9,66.1,22.1,33.9,100,24.7,57.0,0.0,53.3,9.2,77.9,66.1,22.1,33.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,10,17,0,12,8,22,25,43,10,17,0,12,8,22,25,0,0,0,0,0,0,0,0,41.4,33.0,61.2,45.7,41.0,33.0,60.9,45.7,41.4,33.0,61.2,45.7,41.0,33.0,60.9,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100511,2010-05-11,92741,CME,0,92,50562,10020,27547,0,31079,3597,41099,31144,9463,19418,50562,10020,27547,0,31079,3597,41099,31144,9463,19418,0,0,0,0,0,0,0,0,0,0,-777.0,-2645.0,-1710.0,0.0,3728.0,-1103.0,1083.0,-2813.0,-1860.0,2036.0,100,19.8,54.5,0.0,61.5,7.1,81.3,61.6,18.7,38.4,100,19.8,54.5,0.0,61.5,7.1,81.3,61.6,18.7,38.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,7,18,0,14,8,21,26,42,7,18,0,14,8,21,26,0,0,0,0,0,0,0,0,46.0,30.8,64.3,43.3,45.8,30.8,64.0,43.3,46.0,30.8,64.3,43.3,45.8,30.8,64.0,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100518,2010-05-18,92741,CME,0,92,48242,10616,25174,157,28168,4418,38941,29749,9301,18493,48242,10616,25174,157,28168,4418,38941,29749,9301,18493,0,0,0,0,0,0,0,0,0,0,-2320.0,596.0,-2373.0,157.0,-2911.0,821.0,-2158.0,-1395.0,-162.0,-925.0,100,22.0,52.2,0.3,58.4,9.2,80.7,61.7,19.3,38.3,100,22.0,52.2,0.3,58.4,9.2,80.7,61.7,19.3,38.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,9,19,2,12,9,21,30,44,9,19,2,12,9,21,30,0,0,0,0,0,0,0,0,47.8,28.8,65.5,40.8,47.3,28.8,65.0,40.8,47.8,28.8,65.5,40.8,47.3,28.8,65.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100525,2010-05-25,92741,CME,0,92,48163,11489,24108,435,27078,5446,39002,29989,9161,18174,48163,11489,24108,435,27078,5446,39002,29989,9161,18174,0,0,0,0,0,0,0,0,0,0,-79.0,873.0,-1066.0,278.0,-1090.0,1028.0,61.0,240.0,-140.0,-319.0,100,23.9,50.1,0.9,56.2,11.3,81.0,62.3,19.0,37.7,100,23.9,50.1,0.9,56.2,11.3,81.0,62.3,19.0,37.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,8,17,2,11,10,20,29,43,8,17,2,11,10,20,29,0,0,0,0,0,0,0,0,44.4,28.5,64.6,40.5,44.0,28.5,63.0,40.5,44.4,28.5,64.6,40.5,44.0,28.5,63.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CHF 125,000)"
