Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
SILVER - COMMODITY EXCHANGE INC.,100316,2010-03-16,84691,CMX,1,84,114192,40126,5270,17821,29779,77787,87726,100878,26466,13314,114192,40126,5270,17821,29779,77787,87726,100878,26466,13314,0,0,0,0,0,0,0,0,0,0,2062.0,75.0,384.0,252.0,559.0,2768.0,886.0,3404.0,1176.0,-1342.0,100,35.1,4.6,15.6,26.1,68.1,76.8,88.3,23.2,11.7,100,35.1,4.6,15.6,26.1,68.1,76.8,88.3,23.2,11.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,70,23,32,39,32,123,75,144,70,23,32,39,32,123,75,0,0,0,0,0,0,0,0,18.3,48.0,29.1,64.5,13.2,43.4,21.2,54.8,18.3,48.0,29.1,64.5,13.2,43.4,21.2,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 5,000 TROY OUNCES)"
SILVER - COMMODITY EXCHANGE INC.,100323,2010-03-23,84691,CMX,1,84,112520,38105,5804,18465,29886,75584,86456,99853,26064,12667,112520,38105,5804,18465,29886,75584,86456,99853,26064,12667,0,0,0,0,0,0,0,0,0,0,-1672.0,-2021.0,534.0,644.0,107.0,-2203.0,-1270.0,-1025.0,-402.0,-647.0,100,33.9,5.2,16.4,26.6,67.2,76.8,88.7,23.2,11.3,100,33.9,5.2,16.4,26.6,67.2,76.8,88.7,23.2,11.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,69,25,29,41,33,123,75,146,69,25,29,41,33,123,75,0,0,0,0,0,0,0,0,18.5,47.7,29.6,63.4,13.7,43.2,21.7,54.4,18.5,47.7,29.6,63.4,13.7,43.2,21.7,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 5,000 TROY OUNCES)"
SILVER - COMMODITY EXCHANGE INC.,100330,2010-03-30,84691,CMX,1,84,113405,38734,5753,19727,31259,77576,89720,103056,23685,10349,113405,38734,5753,19727,31259,77576,89720,103056,23685,10349,0,0,0,0,0,0,0,0,0,0,885.0,629.0,-51.0,1262.0,1373.0,1992.0,3264.0,3203.0,-2379.0,-2318.0,100,34.2,5.1,17.4,27.6,68.4,79.1,90.9,20.9,9.1,100,34.2,5.1,17.4,27.6,68.4,79.1,90.9,20.9,9.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,70,25,31,37,31,120,74,146,70,25,31,37,31,120,74,0,0,0,0,0,0,0,0,20.1,48.1,31.3,64.3,13.8,42.4,22.1,54.9,20.1,48.1,31.3,64.3,13.8,42.4,22.1,54.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 5,000 TROY OUNCES)"
SILVER - COMMODITY EXCHANGE INC.,100406,2010-04-06,84691,CMX,1,84,118712,44052,6529,20223,29839,81525,94114,108277,24598,10435,118712,44052,6529,20223,29839,81525,94114,108277,24598,10435,0,0,0,0,0,0,0,0,0,0,5307.0,5318.0,776.0,496.0,-1420.0,3949.0,4394.0,5221.0,913.0,86.0,100,37.1,5.5,17.0,25.1,68.7,79.3,91.2,20.7,8.8,100,37.1,5.5,17.0,25.1,68.7,79.3,91.2,20.7,8.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,71,29,32,37,35,122,83,154,71,29,32,37,35,122,83,0,0,0,0,0,0,0,0,19.6,46.4,31.3,62.3,14.5,42.5,23.0,54.3,19.6,46.4,31.3,62.3,14.5,42.5,23.0,54.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 5,000 TROY OUNCES)"
SILVER - COMMODITY EXCHANGE INC.,100413,2010-04-13,84691,CMX,1,84,123661,47495,7890,18963,30927,86316,97385,113169,26276,10492,123661,47495,7890,18963,30927,86316,97385,113169,26276,10492,0,0,0,0,0,0,0,0,0,0,4949.0,3443.0,1361.0,-1260.0,1088.0,4791.0,3271.0,4892.0,1678.0,57.0,100,38.4,6.4,15.3,25.0,69.8,78.8,91.5,21.2,8.5,100,38.4,6.4,15.3,25.0,69.8,78.8,91.5,21.2,8.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,69,31,35,37,40,122,91,156,69,31,35,37,40,122,91,0,0,0,0,0,0,0,0,19.7,46.4,30.4,60.9,14.4,42.2,22.6,53.2,19.7,46.4,30.4,60.9,14.4,42.2,22.6,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 5,000 TROY OUNCES)"
SILVER - COMMODITY EXCHANGE INC.,100420,2010-04-20,84691,CMX,1,84,126679,46960,8098,21052,32605,86922,100617,116072,26062,10607,126679,46960,8098,21052,32605,86922,100617,116072,26062,10607,0,0,0,0,0,0,0,0,0,0,3018.0,-535.0,208.0,2089.0,1678.0,606.0,3232.0,2903.0,-214.0,115.0,100,37.1,6.4,16.6,25.7,68.6,79.4,91.6,20.6,8.4,100,37.1,6.4,16.6,25.7,68.6,79.4,91.6,20.6,8.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,74,26,36,38,41,129,92,161,74,26,36,38,41,129,92,0,0,0,0,0,0,0,0,18.1,44.0,29.0,58.3,13.0,39.7,21.4,50.6,18.1,44.0,29.0,58.3,13.0,39.7,21.4,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 5,000 TROY OUNCES)"
SILVER - COMMODITY EXCHANGE INC.,100427,2010-04-27,84691,CMX,1,84,124157,48462,7895,19410,29762,86183,97634,113488,26523,10669,124157,48462,7895,19410,29762,86183,97634,113488,26523,10669,0,0,0,0,0,0,0,0,0,0,-2522.0,1502.0,-203.0,-1642.0,-2843.0,-739.0,-2983.0,-2584.0,461.0,62.0,100,39.0,6.4,15.6,24.0,69.4,78.6,91.4,21.4,8.6,100,39.0,6.4,15.6,24.0,69.4,78.6,91.4,21.4,8.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,68,27,35,36,38,123,85,148,68,27,35,36,38,123,85,0,0,0,0,0,0,0,0,19.2,46.8,29.4,61.4,13.3,41.8,21.7,53.5,19.2,46.8,29.4,61.4,13.3,41.8,21.7,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 5,000 TROY OUNCES)"
SILVER - COMMODITY EXCHANGE INC.,100504,2010-05-04,84691,CMX,1,84,123448,47287,8627,17812,32069,87457,97168,113896,26280,9552,123448,47287,8627,17812,32069,87457,97168,113896,26280,9552,0,0,0,0,0,0,0,0,0,0,-709.0,-1175.0,732.0,-1598.0,2307.0,1274.0,-466.0,408.0,-243.0,-1117.0,100,38.3,7.0,14.4,26.0,70.8,78.7,92.3,21.3,7.7,100,38.3,7.0,14.4,26.0,70.8,78.7,92.3,21.3,7.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,71,30,35,37,39,125,90,157,71,30,35,37,39,125,90,0,0,0,0,0,0,0,0,18.8,48.0,30.0,64.1,13.6,43.3,23.5,55.9,18.8,48.0,30.0,64.1,13.6,43.3,23.5,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 5,000 TROY OUNCES)"
SILVER - COMMODITY EXCHANGE INC.,100511,2010-05-11,84691,CMX,1,84,122669,47848,10258,17939,30697,83215,96484,111412,26185,11257,122669,47848,10258,17939,30697,83215,96484,111412,26185,11257,0,0,0,0,0,0,0,0,0,0,-779.0,561.0,1631.0,127.0,-1372.0,-4242.0,-684.0,-2484.0,-95.0,1705.0,100,39.0,8.4,14.6,25.0,67.8,78.7,90.8,21.3,9.2,100,39.0,8.4,14.6,25.0,67.8,78.7,90.8,21.3,9.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,71,35,37,37,40,130,95,164,71,35,37,37,40,130,95,0,0,0,0,0,0,0,0,17.6,41.5,28.5,59.3,13.0,38.0,22.4,52.1,17.6,41.5,28.5,59.3,13.0,38.0,22.4,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 5,000 TROY OUNCES)"
SILVER - COMMODITY EXCHANGE INC.,100518,2010-05-18,84691,CMX,1,84,125228,51664,8874,16890,30235,89453,98789,115217,26439,10011,125228,51664,8874,16890,30235,89453,98789,115217,26439,10011,0,0,0,0,0,0,0,0,0,0,2559.0,3816.0,-1384.0,-1049.0,-462.0,6238.0,2305.0,3805.0,254.0,-1246.0,100,41.3,7.1,13.5,24.1,71.4,78.9,92.0,21.1,8.0,100,41.3,7.1,13.5,24.1,71.4,78.9,92.0,21.1,8.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,82,35,37,36,42,136,99,174,82,35,37,36,42,136,99,0,0,0,0,0,0,0,0,15.9,41.9,26.1,59.1,12.5,39.6,21.5,52.7,15.9,41.9,26.1,59.1,12.5,39.6,21.5,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 5,000 TROY OUNCES)"
