Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,100316,2010-03-16,20601,CBT,0,20,643281,40871,150956,12472,470671,347476,524014,510904,119267,132377,643281,40871,150956,12472,470671,347476,524014,510904,119267,132377,0,0,0,0,0,0,0,0,0,0,5033.0,-830.0,2621.0,-2968.0,-1534.0,11824.0,-5332.0,11477.0,10365.0,-6444.0,100,6.4,23.5,1.9,73.2,54.0,81.5,79.4,18.5,20.6,100,6.4,23.5,1.9,73.2,54.0,81.5,79.4,18.5,20.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,18,37,8,61,71,84,111,148,18,37,8,61,71,84,111,0,0,0,0,0,0,0,0,23.4,19.9,37.1,28.5,21.1,19.8,34.6,28.4,23.4,19.9,37.1,28.5,21.1,19.8,34.6,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)"
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,100323,2010-03-23,20601,CBT,0,20,649308,54062,151540,6861,470002,362701,530925,521102,118383,128206,649308,54062,151540,6861,470002,362701,530925,521102,118383,128206,0,0,0,0,0,0,0,0,0,0,6027.0,13191.0,584.0,-5611.0,-669.0,15225.0,6911.0,10198.0,-884.0,-4171.0,100,8.3,23.3,1.1,72.4,55.9,81.8,80.3,18.2,19.7,100,8.3,23.3,1.1,72.4,55.9,81.8,80.3,18.2,19.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,23,33,6,61,70,88,105,151,23,33,6,61,70,88,105,0,0,0,0,0,0,0,0,23.2,20.0,37.0,29.3,20.7,20.0,34.2,28.8,23.2,20.0,37.0,29.3,20.7,20.0,34.2,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)"
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,100330,2010-03-30,20601,CBT,0,20,640167,38363,156221,2978,488572,344436,529913,503635,110254,136532,640167,38363,156221,2978,488572,344436,529913,503635,110254,136532,0,0,0,0,0,0,0,0,0,0,-9141.0,-15699.0,4681.0,-3883.0,18570.0,-18265.0,-1012.0,-17467.0,-8129.0,8326.0,100,6.0,24.4,0.5,76.3,53.8,82.8,78.7,17.2,21.3,100,6.0,24.4,0.5,76.3,53.8,82.8,78.7,17.2,21.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,21,32,7,59,73,85,107,149,21,32,7,59,73,85,107,0,0,0,0,0,0,0,0,26.3,19.3,40.2,28.5,23.6,19.3,37.2,28.2,26.3,19.3,40.2,28.5,23.6,19.3,37.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)"
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,100406,2010-04-06,20601,CBT,0,20,661193,50905,164922,1675,488285,336349,540865,502946,120328,158247,661193,50905,164922,1675,488285,336349,540865,502946,120328,158247,0,0,0,0,0,0,0,0,0,0,21026.0,12542.0,8701.0,-1303.0,-287.0,-8087.0,10952.0,-689.0,10074.0,21715.0,100,7.7,24.9,0.3,73.8,50.9,81.8,76.1,18.2,23.9,100,7.7,24.9,0.3,73.8,50.9,81.8,76.1,18.2,23.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,20,38,9,66,70,92,111,155,20,38,9,66,70,92,111,0,0,0,0,0,0,0,0,21.5,18.6,35.4,29.4,18.6,18.6,32.2,28.4,21.5,18.6,35.4,29.4,18.6,18.6,32.2,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)"
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,100413,2010-04-13,20601,CBT,0,20,651228,52400,167674,1773,480907,341721,535080,511168,116148,140060,651228,52400,167674,1773,480907,341721,535080,511168,116148,140060,0,0,0,0,0,0,0,0,0,0,-9965.0,1495.0,2752.0,98.0,-7378.0,5372.0,-5785.0,8222.0,-4180.0,-18187.0,100,8.0,25.7,0.3,73.8,52.5,82.2,78.5,17.8,21.5,100,8.0,25.7,0.3,73.8,52.5,82.2,78.5,17.8,21.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,24,34,9,62,72,91,110,154,24,34,9,62,72,91,110,0,0,0,0,0,0,0,0,22.1,18.2,35.4,29.3,19.4,18.2,32.4,28.7,22.1,18.2,35.4,29.3,19.4,18.2,32.4,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)"
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,100420,2010-04-20,20601,CBT,0,20,655537,57784,163177,2008,484182,354965,543974,520150,111563,135387,655537,57784,163177,2008,484182,354965,543974,520150,111563,135387,0,0,0,0,0,0,0,0,0,0,4309.0,5384.0,-4497.0,235.0,3275.0,13244.0,8894.0,8982.0,-4585.0,-4673.0,100,8.8,24.9,0.3,73.9,54.1,83.0,79.3,17.0,20.7,100,8.8,24.9,0.3,73.9,54.1,83.0,79.3,17.0,20.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,20,34,14,62,71,90,111,151,20,34,14,62,71,90,111,0,0,0,0,0,0,0,0,23.3,17.8,35.5,30.3,20.6,17.7,32.5,30.0,23.3,17.8,35.5,30.3,20.6,17.7,32.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)"
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,100427,2010-04-27,20601,CBT,0,20,685417,76066,161957,3194,478534,391580,557794,556731,127623,128686,685417,76066,161957,3194,478534,391580,557794,556731,127623,128686,0,0,0,0,0,0,0,0,0,0,29880.0,18282.0,-1220.0,1186.0,-5648.0,36615.0,13820.0,36581.0,16060.0,-6701.0,100,11.1,23.6,0.5,69.8,57.1,81.4,81.2,18.6,18.8,100,11.1,23.6,0.5,69.8,57.1,81.4,81.2,18.6,18.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,25,34,17,70,74,103,117,161,25,34,17,70,74,103,117,0,0,0,0,0,0,0,0,22.4,17.1,34.0,29.4,19.9,16.9,31.4,28.1,22.4,17.1,34.0,29.4,19.9,16.9,31.4,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)"
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,100504,2010-05-04,20601,CBT,0,20,719213,76651,159464,5817,503750,417450,586218,582731,132995,136482,719213,76651,159464,5817,503750,417450,586218,582731,132995,136482,0,0,0,0,0,0,0,0,0,0,33796.0,585.0,-2493.0,2623.0,25216.0,25870.0,28424.0,26000.0,5372.0,7796.0,100,10.7,22.2,0.8,70.0,58.0,81.5,81.0,18.5,19.0,100,10.7,22.2,0.8,70.0,58.0,81.5,81.0,18.5,19.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,24,35,17,69,74,102,117,161,24,35,17,69,74,102,117,0,0,0,0,0,0,0,0,21.2,17.6,32.7,29.7,18.9,17.1,30.2,28.0,21.2,17.6,32.7,29.7,18.9,17.1,30.2,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)"
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,100511,2010-05-11,20601,CBT,0,20,738472,73416,172532,11723,504191,430077,589330,614332,149142,124140,738472,73416,172532,11723,504191,430077,589330,614332,149142,124140,0,0,0,0,0,0,0,0,0,0,19259.0,-3235.0,13068.0,5906.0,441.0,12627.0,3112.0,31601.0,16147.0,-12342.0,100,9.9,23.4,1.6,68.3,58.2,79.8,83.2,20.2,16.8,100,9.9,23.4,1.6,68.3,58.2,79.8,83.2,20.2,16.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,23,31,17,70,73,101,113,156,23,31,17,70,73,101,113,0,0,0,0,0,0,0,0,21.3,20.3,32.9,32.2,19.5,18.8,31.0,29.4,21.3,20.3,32.9,32.2,19.5,18.8,31.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)"
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,100518,2010-05-18,20601,CBT,0,20,749720,78038,175515,14371,508708,438585,601117,628471,148603,121249,749720,78038,175515,14371,508708,438585,601117,628471,148603,121249,0,0,0,0,0,0,0,0,0,0,11248.0,4622.0,2983.0,2648.0,4517.0,8508.0,11787.0,14139.0,-539.0,-2891.0,100,10.4,23.4,1.9,67.9,58.5,80.2,83.8,19.8,16.2,100,10.4,23.4,1.9,67.9,58.5,80.2,83.8,19.8,16.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,22,35,15,76,81,107,122,166,22,35,15,76,81,107,122,0,0,0,0,0,0,0,0,21.7,20.7,33.4,32.7,20.1,19.1,31.1,29.5,21.7,20.7,33.4,32.7,20.1,19.1,31.1,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)"
