Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,100928,2010-09-28,92741,CME,0,92,53452,5119,28456,268,2380,871,424,25625,13532,36,0,500,0,33852,44087,19600,9365,3542.0,637.0,1936.0,46.0,393.0,-9.0,8.0,1651.0,-206.0,35.0,0.0,0.0,0.0,2770.0,1810.0,772.0,1732.0,100,9.6,53.2,0.5,4.5,1.6,0.8,47.9,25.3,0.1,0.0,0.9,0.0,63.3,82.5,36.7,17.5,47,5.0,8.0,,,,,19.0,9.0,,0.0,,0.0,29,22,31.8,45.7,43.4,62.2,31.8,45.7,43.2,62.2,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101005,2010-10-05,92741,CME,0,92,56636,4366,33680,347,2299,841,455,29472,11686,38,0,500,0,36977,47547,19659,9089,3184.0,-753.0,5224.0,79.0,-81.0,-30.0,31.0,3847.0,-1846.0,2.0,0.0,0.0,0.0,3125.0,3460.0,59.0,-276.0,100,7.7,59.5,0.6,4.1,1.5,0.8,52.0,20.6,0.1,0.0,0.9,0.0,65.3,84.0,34.7,16.0,51,4.0,10.0,,,,,22.0,9.0,,0.0,,0.0,31,25,33.1,42.9,44.0,60.8,33.1,42.9,43.8,60.8,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101012,2010-10-12,92741,CME,0,92,57722,4924,31312,791,1824,876,421,29707,13672,68,0,500,0,37735,47640,19987,10082,1086.0,558.0,-2368.0,444.0,-475.0,35.0,-34.0,235.0,1986.0,30.0,0.0,0.0,0.0,758.0,93.0,328.0,993.0,100,8.5,54.2,1.4,3.2,1.5,0.7,51.5,23.7,0.1,0.0,0.9,0.0,65.4,82.5,34.6,17.5,51,5.0,11.0,,,,,22.0,8.0,,0.0,,0.0,32,25,30.5,41.2,41.3,61.2,30.5,40.7,41.1,60.5,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101019,2010-10-19,92741,CME,0,92,54022,6282,26294,963,1717,857,440,24979,15325,17,0,500,0,34398,44396,19624,9626,-3700.0,1358.0,-5018.0,172.0,-107.0,-19.0,19.0,-4728.0,1653.0,-51.0,0.0,0.0,0.0,-3337.0,-3244.0,-363.0,-456.0,100,11.6,48.7,1.8,3.2,1.6,0.8,46.2,28.4,0.0,0.0,0.9,0.0,63.7,82.2,36.3,17.8,49,6.0,12.0,,,,,18.0,8.0,,0.0,,0.0,29,26,27.7,42.2,39.7,61.1,27.6,42.2,39.6,60.4,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101026,2010-10-26,92741,CME,0,92,50068,5222,23641,1012,1719,863,432,23085,14054,2,0,500,0,31472,40504,18596,9564,-3954.0,-1060.0,-2653.0,49.0,2.0,6.0,-8.0,-1894.0,-1271.0,-15.0,0.0,0.0,0.0,-2926.0,-3892.0,-1028.0,-62.0,100,10.4,47.2,2.0,3.4,1.7,0.9,46.1,28.1,0.0,0.0,1.0,0.0,62.9,80.9,37.1,19.1,48,5.0,13.0,,,,,16.0,9.0,,0.0,,0.0,27,27,29.3,42.0,41.0,58.3,29.3,42.0,40.7,58.1,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101102,2010-11-02,92741,CME,0,92,48129,5066,21524,994,1742,942,318,21508,13425,1,0,500,0,29629,37704,18500,10425,-1939.0,-156.0,-2117.0,-18.0,23.0,79.0,-114.0,-1577.0,-629.0,-1.0,0.0,0.0,0.0,-1843.0,-2800.0,-96.0,861.0,100,10.5,44.7,2.1,3.6,2.0,0.7,44.7,27.9,0.0,0.0,1.0,0.0,61.6,78.3,38.4,21.7,44,5.0,11.0,,,,,15.0,8.0,,0.0,,0.0,25,24,29.9,43.4,42.5,59.9,29.9,43.4,42.3,59.6,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101109,2010-11-09,92741,CME,0,92,51000,5479,22943,1010,1760,922,338,25285,15452,7,0,500,0,33879,41172,17121,9828,2871.0,413.0,1419.0,16.0,18.0,-20.0,20.0,3777.0,2027.0,6.0,0.0,0.0,0.0,4250.0,3468.0,-1379.0,-597.0,100,10.7,45.0,2.0,3.5,1.8,0.7,49.6,30.3,0.0,0.0,1.0,0.0,66.4,80.7,33.6,19.3,45,5.0,10.0,,,,,17.0,8.0,,0.0,,0.0,27,25,31.8,43.2,44.3,60.1,30.6,43.2,43.0,60.1,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101116,2010-11-16,92741,CME,0,92,44579,6316,18525,1382,1672,892,398,18372,12861,3,0,500,0,28143,34561,16436,10018,-6421.0,837.0,-4418.0,372.0,-88.0,-30.0,60.0,-6913.0,-2591.0,-4.0,0.0,0.0,0.0,-5736.0,-6611.0,-685.0,190.0,100,14.2,41.6,3.1,3.8,2.0,0.9,41.2,28.8,0.0,0.0,1.1,0.0,63.1,77.5,36.9,22.5,38,7.0,7.0,,,,,11.0,8.0,,0.0,,0.0,23,21,30.1,44.4,44.3,61.1,28.0,44.4,42.0,61.1,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101123,2010-11-23,92741,CME,0,92,40065,6483,18331,962,1664,942,348,14853,8117,1,0,500,0,24311,29201,15754,10864,-4514.0,167.0,-194.0,-420.0,-8.0,50.0,-50.0,-3519.0,-4744.0,-2.0,0.0,0.0,0.0,-3832.0,-5360.0,-682.0,846.0,100,16.2,45.8,2.4,4.2,2.4,0.9,37.1,20.3,0.0,0.0,1.2,0.0,60.7,72.9,39.3,27.1,37,6.0,7.0,,,,,11.0,8.0,,0.0,,0.0,21,20,29.8,42.9,43.8,57.5,27.9,42.9,41.1,57.4,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101130,2010-11-30,92741,CME,0,92,43600,7030,18548,2015,2255,917,287,16152,11044,162,0,500,0,27901,33473,15699,10127,3535.0,547.0,217.0,1053.0,591.0,-25.0,-61.0,1299.0,2927.0,161.0,0.0,0.0,0.0,3590.0,4272.0,-55.0,-737.0,100,16.1,42.5,4.6,5.2,2.1,0.7,37.0,25.3,0.4,0.0,1.1,0.0,64.0,76.8,36.0,23.2,46,6.0,8.0,4.0,,,,15.0,11.0,,0.0,,0.0,28,28,27.4,43.4,39.1,58.2,25.5,41.3,37.1,56.0,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101207,2010-12-07,92741,CME,0,92,42914,7199,19692,1825,1801,884,315,16794,10606,5,0,500,0,27939,33827,14975,9087,-686.0,169.0,1144.0,-190.0,-454.0,-33.0,28.0,642.0,-438.0,-157.0,0.0,0.0,0.0,38.0,354.0,-724.0,-1040.0,100,16.8,45.9,4.3,4.2,2.1,0.7,39.1,24.7,0.0,0.0,1.2,0.0,65.1,78.8,34.9,21.2,42,6.0,9.0,,,,,14.0,8.0,,0.0,,0.0,26,22,25.1,42.9,38.6,61.1,25.1,42.9,38.2,60.4,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101214,2010-12-14,92741,CME,0,92,39804,2389,16142,59,1777,869,330,19045,11835,0,0,0,0,23600,29235,16204,10569,-3110.0,-4810.0,-3550.0,-1766.0,-24.0,-15.0,15.0,2251.0,1229.0,-5.0,0.0,-500.0,0.0,-4339.0,-4592.0,1229.0,1482.0,100,6.0,40.6,0.1,4.5,2.2,0.8,47.8,29.7,0.0,0.0,0.0,0.0,59.3,73.4,40.7,26.6,40,4.0,10.0,,,,,15.0,7.0,0.0,0.0,0.0,0.0,23,20,27.6,42.2,40.6,56.2,27.6,42.2,40.4,56.2,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101221,2010-12-21,92741,CME,0,92,44704,3178,18850,31,1493,1396,354,22417,14623,98,400,0,0,27971,35352,16733,9352,4900.0,789.0,2708.0,-28.0,-284.0,527.0,24.0,3372.0,2788.0,98.0,400.0,0.0,0.0,4371.0,6117.0,529.0,-1217.0,100,7.1,42.2,0.1,3.3,3.1,0.8,50.1,32.7,0.2,0.9,0.0,0.0,62.6,79.1,37.4,20.9,48,,13.0,,,,,18.0,8.0,,,0.0,0.0,27,27,24.9,44.9,39.2,57.3,24.9,44.9,39.2,57.3,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,101228,2010-12-28,92741,CME,0,92,46356,3216,24521,0,1493,1377,373,21289,9519,114,400,2000,0,26885,37904,19471,8452,1652.0,38.0,5671.0,-31.0,0.0,-19.0,19.0,-1128.0,-5104.0,16.0,0.0,2000.0,0.0,-1086.0,2552.0,2738.0,-900.0,100,6.9,52.9,0.0,3.2,3.0,0.8,45.9,20.5,0.2,0.9,4.3,0.0,58.0,81.8,42.0,18.2,47,,14.0,0.0,,,,15.0,9.0,,,,0.0,22,29,26.1,39.0,39.4,55.3,26.1,39.0,39.4,55.3,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,110104,2011-01-04,92741,CME,0,92,47484,3309,25252,0,1458,1432,304,21707,7530,27,0,5000,0,26805,39545,20679,7939,1128.0,93.0,731.0,0.0,-35.0,55.0,-69.0,418.0,-1989.0,-87.0,-400.0,3000.0,0.0,-80.0,1641.0,1208.0,-513.0,100,7.0,53.2,0.0,3.1,3.0,0.6,45.7,15.9,0.1,0.0,10.5,0.0,56.5,83.3,43.5,16.7,47,,14.0,0.0,,,,16.0,9.0,,0.0,,0.0,22,29,26.8,43.4,39.1,57.5,26.8,43.4,39.1,57.5,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,110111,2011-01-11,92741,CME,0,92,42839,532,21431,179,1434,1484,217,20572,5317,29,0,5000,0,22963,33657,19876,9182,-4645.0,-2777.0,-3821.0,179.0,-24.0,52.0,-87.0,-1135.0,-2213.0,2.0,0.0,0.0,0.0,-3842.0,-5888.0,-803.0,1243.0,100,1.2,50.0,0.4,3.3,3.5,0.5,48.0,12.4,0.1,0.0,11.7,0.0,53.6,78.6,46.4,21.4,42,,14.0,,,,,15.0,6.0,,0.0,,0.0,21,26,28.8,43.9,41.4,56.4,28.8,43.9,41.2,56.0,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,110118,2011-01-18,92741,CME,0,92,41839,542,18516,178,1494,1599,77,19786,7787,3,0,5000,0,22080,33160,19759,8679,-1000.0,10.0,-2915.0,-1.0,60.0,115.0,-140.0,-786.0,2470.0,-26.0,0.0,0.0,0.0,-883.0,-497.0,-117.0,-503.0,100,1.3,44.3,0.4,3.6,3.8,0.2,47.3,18.6,0.0,0.0,12.0,0.0,52.8,79.3,47.2,20.7,39,,14.0,,,,,12.0,6.0,,0.0,,0.0,17,25,31.1,46.3,44.5,59.1,31.1,46.3,44.3,58.6,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,110125,2011-01-25,92741,CME,0,92,40470,1079,17081,253,1494,1116,77,17750,6414,21,0,5000,0,20674,29962,19796,10508,-1369.0,537.0,-1435.0,75.0,0.0,-483.0,0.0,-2036.0,-1373.0,18.0,0.0,0.0,0.0,-1406.0,-3198.0,37.0,1829.0,100,2.7,42.2,0.6,3.7,2.8,0.2,43.9,15.8,0.1,0.0,12.4,0.0,51.1,74.0,48.9,26.0,38,,12.0,,,,,12.0,7.0,,0.0,,0.0,18,24,28.8,46.0,40.9,58.1,28.8,46.0,40.6,57.7,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,110201,2011-02-01,92741,CME,0,92,46750,922,20687,173,1402,1106,77,22154,8963,76,0,5000,0,24804,36082,21946,10668,6280.0,-157.0,3606.0,-80.0,-92.0,-10.0,0.0,4404.0,2549.0,55.0,0.0,0.0,0.0,4130.0,6120.0,2150.0,160.0,100,2.0,44.3,0.4,3.0,2.4,0.2,47.4,19.2,0.2,0.0,10.7,0.0,53.1,77.2,46.9,22.8,45,,14.0,,,,,17.0,7.0,,0.0,,0.0,24,27,27.5,43.0,38.6,57.9,27.5,43.0,38.4,57.5,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,110208,2011-02-08,92741,CME,0,92,47876,442,21496,131,1831,1114,77,22234,10233,12,0,5000,0,24727,38063,23149,9813,1126.0,-480.0,809.0,-42.0,429.0,8.0,0.0,80.0,1270.0,-64.0,0.0,0.0,0.0,-77.0,1981.0,1203.0,-855.0,100,0.9,44.9,0.3,3.8,2.3,0.2,46.4,21.4,0.0,0.0,10.4,0.0,51.6,79.5,48.4,20.5,41,,13.0,,,,,15.0,6.0,,0.0,,0.0,22,23,26.6,49.5,40.1,61.0,26.6,49.5,40.1,60.8,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,110215,2011-02-15,92741,CME,0,92,41934,4855,16726,436,930,1128,77,18372,7844,1,0,5000,0,24671,31212,17263,10722,-5942.0,4413.0,-4770.0,305.0,-901.0,14.0,0.0,-3862.0,-2389.0,-11.0,0.0,0.0,0.0,-56.0,-6851.0,-5886.0,909.0,100,11.6,39.9,1.0,2.2,2.7,0.2,43.8,18.7,0.0,0.0,11.9,0.0,58.8,74.4,41.2,25.6,37,4.0,11.0,,,,,12.0,6.0,,0.0,,0.0,19,22,30.1,44.9,44.9,56.5,30.1,44.9,44.9,55.5,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,110222,2011-02-22,92741,CME,0,92,43931,5231,17630,529,930,1084,77,18385,11944,66,0,0,0,25218,31330,18713,12601,1997.0,376.0,904.0,93.0,0.0,-44.0,0.0,13.0,4100.0,65.0,0.0,-5000.0,0.0,547.0,118.0,1450.0,1879.0,100,11.9,40.1,1.2,2.1,2.5,0.2,41.8,27.2,0.2,0.0,0.0,0.0,57.4,71.3,42.6,28.7,41,4.0,11.0,,,,,14.0,9.0,,0.0,0.0,0.0,20,26,28.1,40.3,42.9,53.4,28.1,40.3,42.8,52.2,"(CONTRACTS OF CHF 125,000)",F10,FutOnly
