Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,100316,2010-03-16,209742,CME,0,209,416112,146540,98334,18054,219619,281184,384213,397572,31899,18540,416112,146540,98334,18054,219619,281184,384213,397572,31899,18540,0,0,0,0,0,0,0,0,0,0,4351.0,-21662.0,-21111.0,13084.0,320.0,9048.0,-8258.0,1021.0,12609.0,3330.0,100,35.2,23.6,4.3,52.8,67.6,92.3,95.5,7.7,4.5,100,35.2,23.6,4.3,52.8,67.6,92.3,95.5,7.7,4.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249,79,49,20,75,84,165,142,249,79,49,20,75,84,165,142,0,0,0,0,0,0,0,0,25.4,31.4,37.9,44.4,22.0,31.4,31.5,44.4,25.4,31.4,37.9,44.4,22.0,31.4,31.5,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20)
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,100323,2010-03-23,209742,CME,0,209,287475,137664,80335,1612,111216,180658,250492,262605,36983,24870,287475,137664,80335,1612,111216,180658,250492,262605,36983,24870,0,0,0,0,0,0,0,0,0,0,-128637.0,-8876.0,-17999.0,-16442.0,-108403.0,-100526.0,-133721.0,-134967.0,5084.0,6330.0,100,47.9,27.9,0.6,38.7,62.8,87.1,91.3,12.9,8.7,100,47.9,27.9,0.6,38.7,62.8,87.1,91.3,12.9,8.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,78,47,9,63,70,146,121,243,78,47,9,63,70,146,121,0,0,0,0,0,0,0,0,23.5,21.8,35.2,35.5,22.5,21.8,32.9,35.5,23.5,21.8,35.2,35.5,22.5,21.8,32.9,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20)
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,100330,2010-03-30,209742,CME,0,209,292716,137240,82236,1570,127569,193061,266379,276867,26337,15849,292716,137240,82236,1570,127569,193061,266379,276867,26337,15849,0,0,0,0,0,0,0,0,0,0,5241.0,-424.0,1901.0,-42.0,16353.0,12403.0,15887.0,14262.0,-10646.0,-9021.0,100,46.9,28.1,0.5,43.6,66.0,91.0,94.6,9.0,5.4,100,46.9,28.1,0.5,43.6,66.0,91.0,94.6,9.0,5.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,76,43,9,65,72,145,120,244,76,43,9,65,72,145,120,0,0,0,0,0,0,0,0,23.9,24.4,35.4,37.8,23.9,24.4,34.8,37.8,23.9,24.4,35.4,37.8,23.9,24.4,34.8,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20)
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,100406,2010-04-06,209742,CME,0,209,300667,144052,88049,1362,131874,194279,277288,283690,23379,16977,300667,144052,88049,1362,131874,194279,277288,283690,23379,16977,0,0,0,0,0,0,0,0,0,0,7951.0,6812.0,5813.0,-208.0,4305.0,1218.0,10909.0,6823.0,-2958.0,1128.0,100,47.9,29.3,0.5,43.9,64.6,92.2,94.4,7.8,5.6,100,47.9,29.3,0.5,43.9,64.6,92.2,94.4,7.8,5.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263,92,47,10,67,71,162,125,263,92,47,10,67,71,162,125,0,0,0,0,0,0,0,0,23.9,23.4,35.1,37.4,23.9,23.4,34.9,37.4,23.9,23.4,35.1,37.4,23.9,23.4,34.9,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20)
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,100413,2010-04-13,209742,CME,0,209,308541,138824,86543,3522,144016,201785,286362,291850,22179,16691,308541,138824,86543,3522,144016,201785,286362,291850,22179,16691,0,0,0,0,0,0,0,0,0,0,7874.0,-5228.0,-1506.0,2160.0,12142.0,7506.0,9074.0,8160.0,-1200.0,-286.0,100,45.0,28.0,1.1,46.7,65.4,92.8,94.6,7.2,5.4,100,45.0,28.0,1.1,46.7,65.4,92.8,94.6,7.2,5.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,85,48,10,65,74,154,128,259,85,48,10,65,74,154,128,0,0,0,0,0,0,0,0,21.8,25.1,33.0,39.0,21.8,25.1,33.0,39.0,21.8,25.1,33.0,39.0,21.8,25.1,33.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20)
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,100420,2010-04-20,209742,CME,0,209,328384,134188,99415,3682,159939,211295,297809,314392,30575,13992,328384,134188,99415,3682,159939,211295,297809,314392,30575,13992,0,0,0,0,0,0,0,0,0,0,19843.0,-4636.0,12872.0,160.0,15923.0,9510.0,11447.0,22542.0,8396.0,-2699.0,100,40.9,30.3,1.1,48.7,64.3,90.7,95.7,9.3,4.3,100,40.9,30.3,1.1,48.7,64.3,90.7,95.7,9.3,4.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254,75,46,12,69,79,151,131,254,75,46,12,69,79,151,131,0,0,0,0,0,0,0,0,21.2,24.2,34.9,39.0,20.9,24.2,33.1,39.0,21.2,24.2,34.9,39.0,20.9,24.2,33.1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20)
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,100427,2010-04-27,209742,CME,0,209,372309,130842,110415,6468,196114,238492,333424,355375,38885,16934,372309,130842,110415,6468,196114,238492,333424,355375,38885,16934,0,0,0,0,0,0,0,0,0,0,43925.0,-3346.0,11000.0,2786.0,36175.0,27197.0,35615.0,40983.0,8310.0,2942.0,100,35.1,29.7,1.7,52.7,64.1,89.6,95.5,10.4,4.5,100,35.1,29.7,1.7,52.7,64.1,89.6,95.5,10.4,4.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,77,47,15,67,79,148,138,255,77,47,15,67,79,148,138,0,0,0,0,0,0,0,0,22.5,25.4,37.0,41.0,22.5,25.4,35.9,41.0,22.5,25.4,37.0,41.0,22.5,25.4,35.9,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20)
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,100504,2010-05-04,209742,CME,0,209,373149,121264,107564,2624,203823,246381,327711,356569,45438,16580,373149,121264,107564,2624,203823,246381,327711,356569,45438,16580,0,0,0,0,0,0,0,0,0,0,840.0,-9578.0,-2851.0,-3844.0,7709.0,7889.0,-5713.0,1194.0,6553.0,-354.0,100,32.5,28.8,0.7,54.6,66.0,87.8,95.6,12.2,4.4,100,32.5,28.8,0.7,54.6,66.0,87.8,95.6,12.2,4.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,80,43,15,67,81,153,134,255,80,43,15,67,81,153,134,0,0,0,0,0,0,0,0,23.1,27.0,37.5,42.1,22.5,27.0,35.7,42.1,23.1,27.0,37.5,42.1,22.5,27.0,35.7,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20)
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,100511,2010-05-11,209742,CME,0,209,348508,100978,87199,4211,161951,240807,267140,332217,81368,16291,348508,100978,87199,4211,161951,240807,267140,332217,81368,16291,0,0,0,0,0,0,0,0,0,0,-24641.0,-20286.0,-20365.0,1587.0,-41872.0,-5574.0,-60571.0,-24352.0,35930.0,-289.0,100,29.0,25.0,1.2,46.5,69.1,76.7,95.3,23.3,4.7,100,29.0,25.0,1.2,46.5,69.1,76.7,95.3,23.3,4.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,63,36,10,66,75,134,116,222,63,36,10,66,75,134,116,0,0,0,0,0,0,0,0,21.1,26.0,34.5,41.3,21.1,26.0,33.3,41.3,21.1,26.0,34.5,41.3,21.1,26.0,33.3,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20)
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,100518,2010-05-18,209742,CME,0,209,344011,85472,88410,2660,177386,236388,265518,327458,78493,16553,344011,85472,88410,2660,177386,236388,265518,327458,78493,16553,0,0,0,0,0,0,0,0,0,0,-4497.0,-15506.0,1211.0,-1551.0,15435.0,-4419.0,-1622.0,-4759.0,-2875.0,262.0,100,24.8,25.7,0.8,51.6,68.7,77.2,95.2,22.8,4.8,100,24.8,25.7,0.8,51.6,68.7,77.2,95.2,22.8,4.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229,60,43,10,70,74,136,121,229,60,43,10,70,74,136,121,0,0,0,0,0,0,0,0,20.9,25.5,31.7,40.4,20.5,25.5,30.0,40.4,20.9,25.5,31.7,40.4,20.5,25.5,30.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20)
