Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100316,2010-03-16,124603,CBT,0,124,104702,34263,11500,2472,52704,74820,89439,88792,15263,15910,104702,34263,11500,2472,52704,74820,89439,88792,15263,15910,0,0,0,0,0,0,0,0,0,0,19394.0,-4080.0,743.0,1922.0,19326.0,13527.0,17168.0,16192.0,2226.0,3202.0,100,32.7,11.0,2.4,50.3,71.5,85.4,84.8,14.6,15.2,100,32.7,11.0,2.4,50.3,71.5,85.4,84.8,14.6,15.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,32,16,10,25,37,62,58,95,32,16,10,25,37,62,58,0,0,0,0,0,0,0,0,25.5,33.7,40.1,49.3,17.3,30.0,27.8,42.0,25.5,33.7,40.1,49.3,17.3,30.0,27.8,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($5 X DJIA INDEX)
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100323,2010-03-23,124603,CBT,0,124,78421,30967,9698,558,34318,52349,65843,62605,12578,15816,78421,30967,9698,558,34318,52349,65843,62605,12578,15816,0,0,0,0,0,0,0,0,0,0,-26281.0,-3296.0,-1802.0,-1914.0,-18386.0,-22471.0,-23596.0,-26187.0,-2685.0,-94.0,100,39.5,12.4,0.7,43.8,66.8,84.0,79.8,16.0,20.2,100,39.5,12.4,0.7,43.8,66.8,84.0,79.8,16.0,20.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,31,15,2,20,31,52,47,91,31,15,2,20,31,52,47,0,0,0,0,0,0,0,0,26.0,31.7,41.4,50.9,26.0,31.7,41.4,50.9,26.0,31.7,41.4,50.9,26.0,31.7,41.4,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($5 X DJIA INDEX)
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100330,2010-03-30,124603,CBT,0,124,80871,30596,10298,1917,35544,55812,68057,68027,12814,12844,80871,30596,10298,1917,35544,55812,68057,68027,12814,12844,0,0,0,0,0,0,0,0,0,0,2450.0,-371.0,600.0,1359.0,1226.0,3463.0,2214.0,5422.0,236.0,-2972.0,100,37.8,12.7,2.4,44.0,69.0,84.2,84.1,15.8,15.9,100,37.8,12.7,2.4,44.0,69.0,84.2,84.1,15.8,15.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,30,18,4,23,32,55,52,96,30,18,4,23,32,55,52,0,0,0,0,0,0,0,0,23.9,36.3,39.5,55.0,23.9,36.3,39.5,55.0,23.9,36.3,39.5,55.0,23.9,36.3,39.5,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($5 X DJIA INDEX)
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100406,2010-04-06,124603,CBT,0,124,82373,33370,7491,360,33792,62662,67522,70513,14851,11860,82373,33370,7491,360,33792,62662,67522,70513,14851,11860,0,0,0,0,0,0,0,0,0,0,1502.0,2774.0,-2807.0,-1557.0,-1752.0,6850.0,-535.0,2486.0,2037.0,-984.0,100,40.5,9.1,0.4,41.0,76.1,82.0,85.6,18.0,14.4,100,40.5,9.1,0.4,41.0,76.1,82.0,85.6,18.0,14.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,29,12,2,23,32,53,45,89,29,12,2,23,32,53,45,0,0,0,0,0,0,0,0,26.7,40.4,41.7,58.5,25.9,40.4,40.8,58.5,26.7,40.4,41.7,58.5,25.9,40.4,40.8,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($5 X DJIA INDEX)
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100413,2010-04-13,124603,CBT,0,124,84316,32051,7966,172,38692,64760,70915,72898,13401,11418,84316,32051,7966,172,38692,64760,70915,72898,13401,11418,0,0,0,0,0,0,0,0,0,0,1943.0,-1319.0,475.0,-188.0,4900.0,2098.0,3393.0,2385.0,-1450.0,-442.0,100,38.0,9.4,0.2,45.9,76.8,84.1,86.5,15.9,13.5,100,38.0,9.4,0.2,45.9,76.8,84.1,86.5,15.9,13.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,32,11,2,23,34,55,47,93,32,11,2,23,34,55,47,0,0,0,0,0,0,0,0,27.9,38.4,42.9,57.3,27.5,38.4,42.5,57.3,27.9,38.4,42.9,57.3,27.5,38.4,42.5,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($5 X DJIA INDEX)
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100420,2010-04-20,124603,CBT,0,124,85773,29993,9770,148,41050,63530,71191,73448,14582,12325,85773,29993,9770,148,41050,63530,71191,73448,14582,12325,0,0,0,0,0,0,0,0,0,0,1457.0,-2058.0,1804.0,-24.0,2358.0,-1230.0,276.0,550.0,1181.0,907.0,100,35.0,11.4,0.2,47.9,74.1,83.0,85.6,17.0,14.4,100,35.0,11.4,0.2,47.9,74.1,83.0,85.6,17.0,14.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,33,13,2,22,37,56,51,99,33,13,2,22,37,56,51,0,0,0,0,0,0,0,0,28.2,37.7,42.7,54.9,28.2,37.7,42.7,54.8,28.2,37.7,42.7,54.9,28.2,37.7,42.7,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($5 X DJIA INDEX)
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100427,2010-04-27,124603,CBT,0,124,86904,31324,12967,607,40950,58661,72881,72235,14023,14669,86904,31324,12967,607,40950,58661,72881,72235,14023,14669,0,0,0,0,0,0,0,0,0,0,1131.0,1331.0,3197.0,459.0,-100.0,-4869.0,1690.0,-1213.0,-559.0,2344.0,100,36.0,14.9,0.7,47.1,67.5,83.9,83.1,16.1,16.9,100,36.0,14.9,0.7,47.1,67.5,83.9,83.1,16.1,16.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,33,13,4,26,32,60,48,97,33,13,4,26,32,60,48,0,0,0,0,0,0,0,0,25.4,34.7,39.1,51.8,25.0,34.7,38.7,51.8,25.4,34.7,39.1,51.8,25.0,34.7,38.7,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($5 X DJIA INDEX)
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100504,2010-05-04,124603,CBT,0,124,83555,26286,13607,1165,42883,54922,70334,69694,13221,13861,83555,26286,13607,1165,42883,54922,70334,69694,13221,13861,0,0,0,0,0,0,0,0,0,0,-3349.0,-5038.0,640.0,558.0,1933.0,-3739.0,-2547.0,-2541.0,-802.0,-808.0,100,31.5,16.3,1.4,51.3,65.7,84.2,83.4,15.8,16.6,100,31.5,16.3,1.4,51.3,65.7,84.2,83.4,15.8,16.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,25,17,6,28,33,55,54,96,25,17,6,28,33,55,54,0,0,0,0,0,0,0,0,27.2,34.2,41.9,50.9,26.3,34.2,41.0,50.8,27.2,34.2,41.9,50.9,26.3,34.2,41.0,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($5 X DJIA INDEX)
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100511,2010-05-11,124603,CBT,0,124,74561,18185,9768,1619,41726,50327,61530,61714,13031,12847,74561,18185,9768,1619,41726,50327,61530,61714,13031,12847,0,0,0,0,0,0,0,0,0,0,-8994.0,-8101.0,-3839.0,454.0,-1157.0,-4595.0,-8804.0,-7980.0,-190.0,-1014.0,100,24.4,13.1,2.2,56.0,67.5,82.5,82.8,17.5,17.2,100,24.4,13.1,2.2,56.0,67.5,82.5,82.8,17.5,17.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,25,10,9,27,33,53,51,89,25,10,9,27,33,53,51,0,0,0,0,0,0,0,0,27.4,32.3,43.4,49.4,27.4,32.3,43.4,49.4,27.4,32.3,43.4,49.4,27.4,32.3,43.4,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($5 X DJIA INDEX)
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100518,2010-05-18,124603,CBT,0,124,73746,16947,11214,1905,42565,47701,61417,60820,12329,12926,73746,16947,11214,1905,42565,47701,61417,60820,12329,12926,0,0,0,0,0,0,0,0,0,0,-815.0,-1238.0,1446.0,286.0,839.0,-2626.0,-113.0,-894.0,-702.0,79.0,100,23.0,15.2,2.6,57.7,64.7,83.3,82.5,16.7,17.5,100,23.0,15.2,2.6,57.7,64.7,83.3,82.5,16.7,17.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,25,13,7,30,33,58,50,93,25,13,7,30,33,58,50,0,0,0,0,0,0,0,0,26.9,32.7,41.0,48.5,26.9,32.7,40.9,47.3,26.9,32.7,41.0,48.5,26.9,32.7,40.9,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($5 X DJIA INDEX)
