Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100316,2010-03-16,232741,CME,0,232,126301,73747,10253,627,22806,105720,97180,116600,29121,9701,126301,73747,10253,627,22806,105720,97180,116600,29121,9701,0,0,0,0,0,0,0,0,0,0,-4507.0,3862.0,1653.0,-639.0,-6881.0,-2727.0,-3658.0,-1713.0,-849.0,-2794.0,100,58.4,8.1,0.5,18.1,83.7,76.9,92.3,23.1,7.7,100,58.4,8.1,0.5,18.1,83.7,76.9,92.3,23.1,7.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,34,7,4,9,18,43,29,63,34,7,4,9,18,43,29,0,0,0,0,0,0,0,0,36.4,57.9,50.7,83.1,36.4,57.6,50.7,82.8,36.4,57.9,50.7,83.1,36.4,57.6,50.7,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100323,2010-03-23,232741,CME,0,232,142413,84248,9909,667,25514,116708,110429,127284,31984,15129,142413,84248,9909,667,25514,116708,110429,127284,31984,15129,0,0,0,0,0,0,0,0,0,0,16112.0,10501.0,-344.0,40.0,2708.0,10988.0,13249.0,10684.0,2863.0,5428.0,100,59.2,7.0,0.5,17.9,82.0,77.5,89.4,22.5,10.6,100,59.2,7.0,0.5,17.9,82.0,77.5,89.4,22.5,10.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,40,8,4,9,17,49,29,69,40,8,4,9,17,49,29,0,0,0,0,0,0,0,0,34.0,56.0,48.4,80.9,34.0,55.8,48.4,79.9,34.0,56.0,48.4,80.9,34.0,55.8,48.4,79.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100330,2010-03-30,232741,CME,0,232,142815,79698,10358,451,28480,116105,108629,126914,34186,15901,142815,79698,10358,451,28480,116105,108629,126914,34186,15901,0,0,0,0,0,0,0,0,0,0,402.0,-4550.0,449.0,-216.0,2966.0,-603.0,-1800.0,-370.0,2202.0,772.0,100,55.8,7.3,0.3,19.9,81.3,76.1,88.9,23.9,11.1,100,55.8,7.3,0.3,19.9,81.3,76.1,88.9,23.9,11.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,38,11,2,11,18,49,31,72,38,11,2,11,18,49,31,0,0,0,0,0,0,0,0,34.0,58.6,47.4,79.5,34.0,58.2,47.4,78.2,34.0,58.6,47.4,79.5,34.0,58.2,47.4,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100406,2010-04-06,232741,CME,0,232,151605,84060,10862,525,27933,124526,112518,135913,39087,15692,151605,84060,10862,525,27933,124526,112518,135913,39087,15692,0,0,0,0,0,0,0,0,0,0,8790.0,4362.0,504.0,74.0,-547.0,8421.0,3889.0,8999.0,4901.0,-209.0,100,55.4,7.2,0.3,18.4,82.1,74.2,89.6,25.8,10.4,100,55.4,7.2,0.3,18.4,82.1,74.2,89.6,25.8,10.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,36,11,2,9,17,45,30,69,36,11,2,9,17,45,30,0,0,0,0,0,0,0,0,30.7,60.3,44.7,80.8,30.7,60.0,44.7,79.4,30.7,60.3,44.7,80.8,30.7,60.0,44.7,79.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100413,2010-04-13,232741,CME,0,232,154014,88635,7961,439,26134,128840,115208,137240,38806,16774,154014,88635,7961,439,26134,128840,115208,137240,38806,16774,0,0,0,0,0,0,0,0,0,0,2409.0,4575.0,-2901.0,-86.0,-1799.0,4314.0,2690.0,1327.0,-281.0,1082.0,100,57.5,5.2,0.3,17.0,83.7,74.8,89.1,25.2,10.9,100,57.5,5.2,0.3,17.0,83.7,74.8,89.1,25.2,10.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,39,9,3,10,19,51,29,73,39,9,3,10,19,51,29,0,0,0,0,0,0,0,0,29.7,59.4,44.5,80.1,29.7,59.3,44.5,79.3,29.7,59.4,44.5,80.1,29.7,59.3,44.5,79.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100420,2010-04-20,232741,CME,0,232,154367,87169,8265,439,28159,129072,115767,137776,38600,16591,154367,87169,8265,439,28159,129072,115767,137776,38600,16591,0,0,0,0,0,0,0,0,0,0,353.0,-1466.0,304.0,0.0,2025.0,232.0,559.0,536.0,-206.0,-183.0,100,56.5,5.4,0.3,18.2,83.6,75.0,89.3,25.0,10.7,100,56.5,5.4,0.3,18.2,83.6,75.0,89.3,25.0,10.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,37,9,3,10,20,49,30,72,37,9,3,10,20,49,30,0,0,0,0,0,0,0,0,30.9,59.1,44.3,79.8,30.9,59.0,44.3,79.0,30.9,59.1,44.3,79.8,30.9,59.0,44.3,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100427,2010-04-27,232741,CME,0,232,140472,75357,9289,440,30000,112994,105797,122723,34675,17749,140472,75357,9289,440,30000,112994,105797,122723,34675,17749,0,0,0,0,0,0,0,0,0,0,-13895.0,-11812.0,1024.0,1.0,1841.0,-16078.0,-9970.0,-15053.0,-3925.0,1158.0,100,53.6,6.6,0.3,21.4,80.4,75.3,87.4,24.7,12.6,100,53.6,6.6,0.3,21.4,80.4,75.3,87.4,24.7,12.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,38,9,3,11,18,50,29,73,38,9,3,11,18,50,29,0,0,0,0,0,0,0,0,32.7,58.9,44.3,76.8,32.7,58.8,43.6,74.1,32.7,58.9,44.3,76.8,32.7,58.8,43.6,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100504,2010-05-04,232741,CME,0,232,136437,68196,11214,178,36175,106918,104549,118310,31888,18127,136437,68196,11214,178,36175,106918,104549,118310,31888,18127,0,0,0,0,0,0,0,0,0,0,-4035.0,-7161.0,1925.0,-262.0,6175.0,-6076.0,-1248.0,-4413.0,-2787.0,378.0,100,50.0,8.2,0.1,26.5,78.4,76.6,86.7,23.4,13.3,100,50.0,8.2,0.1,26.5,78.4,76.6,86.7,23.4,13.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,35,13,2,12,17,48,31,74,35,13,2,12,17,48,31,0,0,0,0,0,0,0,0,34.7,57.7,49.1,74.8,34.7,57.7,45.6,70.6,34.7,57.7,49.1,74.8,34.7,57.7,45.6,70.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100511,2010-05-11,232741,CME,0,232,115269,56155,6957,162,35575,91981,91892,99100,23377,16169,115269,56155,6957,162,35575,91981,91892,99100,23377,16169,0,0,0,0,0,0,0,0,0,0,-21168.0,-12041.0,-4257.0,-16.0,-600.0,-14937.0,-12657.0,-19210.0,-8511.0,-1958.0,100,48.7,6.0,0.1,30.9,79.8,79.7,86.0,20.3,14.0,100,48.7,6.0,0.1,30.9,79.8,79.7,86.0,20.3,14.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,31,9,4,13,19,44,32,69,31,9,4,13,19,44,32,0,0,0,0,0,0,0,0,41.0,54.1,52.6,73.9,38.7,54.0,47.3,68.6,41.0,54.1,52.6,73.9,38.7,54.0,47.3,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100518,2010-05-18,232741,CME,0,232,113271,50564,12184,520,36692,83248,87776,95952,25495,17319,113271,50564,12184,520,36692,83248,87776,95952,25495,17319,0,0,0,0,0,0,0,0,0,0,-1998.0,-5591.0,5227.0,358.0,1117.0,-8733.0,-4116.0,-3148.0,2118.0,1150.0,100,44.6,10.8,0.5,32.4,73.5,77.5,84.7,22.5,15.3,100,44.6,10.8,0.5,32.4,73.5,77.5,84.7,22.5,15.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,30,9,4,15,19,45,32,68,30,9,4,15,19,45,32,0,0,0,0,0,0,0,0,38.1,53.6,48.3,68.2,32.9,53.5,42.1,62.7,38.1,53.6,48.3,68.2,32.9,53.5,42.1,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
