Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100316,2010-03-16,90741,CME,0,90,180184,80982,11342,5924,50877,145795,137783,163061,42401,17123,180184,80982,11342,5924,50877,145795,137783,163061,42401,17123,0,0,0,0,0,0,0,0,0,0,41193.0,9632.0,1391.0,4496.0,25745.0,32761.0,39873.0,38648.0,1320.0,2545.0,100,44.9,6.3,3.3,28.2,80.9,76.5,90.5,23.5,9.5,100,44.9,6.3,3.3,28.2,80.9,76.5,90.5,23.5,9.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,40,10,4,18,30,60,42,84,40,10,4,18,30,60,42,0,0,0,0,0,0,0,0,30.5,50.5,45.2,70.6,25.8,36.4,36.3,51.5,30.5,50.5,45.2,70.6,25.8,36.4,36.3,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CAD 100,000)"
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100323,2010-03-23,90741,CME,0,90,152885,90278,17251,115,14953,120060,105346,137426,47539,15459,152885,90278,17251,115,14953,120060,105346,137426,47539,15459,0,0,0,0,0,0,0,0,0,0,-27299.0,9296.0,5909.0,-5809.0,-35924.0,-25735.0,-32437.0,-25635.0,5138.0,-1664.0,100,59.0,11.3,0.1,9.8,78.5,68.9,89.9,31.1,10.1,100,59.0,11.3,0.1,9.8,78.5,68.9,89.9,31.1,10.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,47,8,3,17,25,65,35,88,47,8,3,17,25,65,35,0,0,0,0,0,0,0,0,34.3,51.1,46.7,72.1,34.3,50.9,46.7,71.8,34.3,51.1,46.7,72.1,34.3,50.9,46.7,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CAD 100,000)"
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100330,2010-03-30,90741,CME,0,90,152133,88595,18299,20,18473,119260,107088,137579,45045,14554,152133,88595,18299,20,18473,119260,107088,137579,45045,14554,0,0,0,0,0,0,0,0,0,0,-752.0,-1683.0,1048.0,-95.0,3520.0,-800.0,1742.0,153.0,-2494.0,-905.0,100,58.2,12.0,0.0,12.1,78.4,70.4,90.4,29.6,9.6,100,58.2,12.0,0.0,12.1,78.4,70.4,90.4,29.6,9.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,45,8,2,18,25,64,34,86,45,8,2,18,25,64,34,0,0,0,0,0,0,0,0,34.5,52.1,45.9,73.7,34.5,52.0,45.9,73.4,34.5,52.1,45.9,73.7,34.5,52.0,45.9,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CAD 100,000)"
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100406,2010-04-06,90741,CME,0,90,151537,88881,19569,58,17564,116038,106503,135665,45034,15872,151537,88881,19569,58,17564,116038,106503,135665,45034,15872,0,0,0,0,0,0,0,0,0,0,-596.0,286.0,1270.0,38.0,-909.0,-3222.0,-585.0,-1914.0,-11.0,1318.0,100,58.7,12.9,0.0,11.6,76.6,70.3,89.5,29.7,10.5,100,58.7,12.9,0.0,11.6,76.6,70.3,89.5,29.7,10.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,49,10,5,16,22,66,36,89,49,10,5,16,22,66,36,0,0,0,0,0,0,0,0,34.8,50.2,44.9,71.8,34.8,49.9,44.8,71.4,34.8,50.2,44.9,71.8,34.8,49.9,44.8,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CAD 100,000)"
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100413,2010-04-13,90741,CME,0,90,153401,87918,17443,15,19767,120177,107700,137635,45701,15766,153401,87918,17443,15,19767,120177,107700,137635,45701,15766,0,0,0,0,0,0,0,0,0,0,1864.0,-963.0,-2126.0,-43.0,2203.0,4139.0,1197.0,1970.0,667.0,-106.0,100,57.3,11.4,0.0,12.9,78.3,70.2,89.7,29.8,10.3,100,57.3,11.4,0.0,12.9,78.3,70.2,89.7,29.8,10.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,41,8,2,15,24,56,34,80,41,8,2,15,24,56,34,0,0,0,0,0,0,0,0,34.9,50.6,44.9,72.0,34.9,50.3,44.9,71.4,34.9,50.6,44.9,72.0,34.9,50.3,44.9,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CAD 100,000)"
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100420,2010-04-20,90741,CME,0,90,149360,82664,13008,45,17808,119302,100517,132355,48843,17005,149360,82664,13008,45,17808,119302,100517,132355,48843,17005,0,0,0,0,0,0,0,0,0,0,-4041.0,-5254.0,-4435.0,30.0,-1959.0,-875.0,-7183.0,-5280.0,3142.0,1239.0,100,55.3,8.7,0.0,11.9,79.9,67.3,88.6,32.7,11.4,100,55.3,8.7,0.0,11.9,79.9,67.3,88.6,32.7,11.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,39,8,5,18,26,59,37,80,39,8,5,18,26,59,37,0,0,0,0,0,0,0,0,32.8,49.9,43.2,67.9,32.8,48.5,43.2,66.4,32.8,49.9,43.2,67.9,32.8,48.5,43.2,66.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CAD 100,000)"
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100427,2010-04-27,90741,CME,0,90,144191,72366,13168,40,24191,114293,96597,127501,47594,16690,144191,72366,13168,40,24191,114293,96597,127501,47594,16690,0,0,0,0,0,0,0,0,0,0,-5169.0,-10298.0,160.0,-5.0,6383.0,-5009.0,-3920.0,-4854.0,-1249.0,-315.0,100,50.2,9.1,0.0,16.8,79.3,67.0,88.4,33.0,11.6,100,50.2,9.1,0.0,16.8,79.3,67.0,88.4,33.0,11.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,32,12,5,19,25,53,40,78,32,12,5,19,25,53,40,0,0,0,0,0,0,0,0,31.3,51.2,42.4,69.2,31.3,49.5,42.4,67.5,31.3,51.2,42.4,69.2,31.3,49.5,42.4,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CAD 100,000)"
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100504,2010-05-04,90741,CME,0,90,137181,65431,13419,40,25697,106160,91168,119619,46013,17562,137181,65431,13419,40,25697,106160,91168,119619,46013,17562,0,0,0,0,0,0,0,0,0,0,-7010.0,-6935.0,251.0,0.0,1506.0,-8133.0,-5429.0,-7882.0,-1581.0,872.0,100,47.7,9.8,0.0,18.7,77.4,66.5,87.2,33.5,12.8,100,47.7,9.8,0.0,18.7,77.4,66.5,87.2,33.5,12.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,34,15,5,22,23,58,41,83,34,15,5,22,23,58,41,0,0,0,0,0,0,0,0,30.3,50.9,39.5,68.0,30.3,49.8,39.5,66.2,30.3,50.9,39.5,68.0,30.3,49.8,39.5,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CAD 100,000)"
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100511,2010-05-11,90741,CME,0,90,122092,58010,7556,610,26666,98039,85286,106205,36806,15887,122092,58010,7556,610,26666,98039,85286,106205,36806,15887,0,0,0,0,0,0,0,0,0,0,-15089.0,-7421.0,-5863.0,570.0,969.0,-8121.0,-5882.0,-13414.0,-9207.0,-1675.0,100,47.5,6.2,0.5,21.8,80.3,69.9,87.0,30.1,13.0,100,47.5,6.2,0.5,21.8,80.3,69.9,87.0,30.1,13.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,25,12,4,23,20,51,34,70,25,12,4,23,20,51,34,0,0,0,0,0,0,0,0,32.7,50.8,44.3,70.7,32.7,49.8,44.3,67.6,32.7,50.8,44.3,70.7,32.7,49.8,44.3,67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CAD 100,000)"
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100518,2010-05-18,90741,CME,0,90,124952,53254,8369,593,33225,100637,87072,109599,37880,15353,124952,53254,8369,593,33225,100637,87072,109599,37880,15353,0,0,0,0,0,0,0,0,0,0,2860.0,-4756.0,813.0,-17.0,6559.0,2598.0,1786.0,3394.0,1074.0,-534.0,100,42.6,6.7,0.5,26.6,80.5,69.7,87.7,30.3,12.3,100,42.6,6.7,0.5,26.6,80.5,69.7,87.7,30.3,12.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,26,10,3,20,21,48,33,70,26,10,3,20,21,48,33,0,0,0,0,0,0,0,0,32.9,49.9,45.0,69.3,32.9,49.5,45.0,66.4,32.9,49.9,45.0,69.3,32.9,49.5,45.0,66.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF CAD 100,000)"
