Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100316,2010-03-16,97741,CME,0,97,95999,41278,26081,53,35087,43303,76418,69437,19581,26562,95999,41278,26081,53,35087,43303,76418,69437,19581,26562,0,0,0,0,0,0,0,0,0,0,-41444.0,-10641.0,450.0,-300.0,-26950.0,-42167.0,-37891.0,-42017.0,-3553.0,573.0,100,43.0,27.2,0.1,36.5,45.1,79.6,72.3,20.4,27.7,100,43.0,27.2,0.1,36.5,45.1,79.6,72.3,20.4,27.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,22,34,2,14,22,37,57,86,22,34,2,14,22,37,57,0,0,0,0,0,0,0,0,38.3,33.1,52.9,44.5,38.3,28.4,50.8,39.8,38.3,33.1,52.9,44.5,38.3,28.4,50.8,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 12,500,000)"
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100323,2010-03-23,97741,CME,0,97,96913,41030,30869,58,37353,38587,78441,69514,18472,27399,96913,41030,30869,58,37353,38587,78441,69514,18472,27399,0,0,0,0,0,0,0,0,0,0,914.0,-248.0,4788.0,5.0,2266.0,-4716.0,2023.0,77.0,-1109.0,837.0,100,42.3,31.9,0.1,38.5,39.8,80.9,71.7,19.1,28.3,100,42.3,31.9,0.1,38.5,39.8,80.9,71.7,19.1,28.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,23,36,2,14,21,38,58,88,23,36,2,14,21,38,58,0,0,0,0,0,0,0,0,38.7,34.7,53.5,46.6,38.4,30.3,51.9,42.1,38.7,34.7,53.5,46.6,38.4,30.3,51.9,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 12,500,000)"
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100330,2010-03-30,97741,CME,0,97,109417,17174,48040,0,74872,23538,92046,71578,17371,37839,109417,17174,48040,0,74872,23538,92046,71578,17371,37839,0,0,0,0,0,0,0,0,0,0,12504.0,-23856.0,17171.0,-58.0,37519.0,-15049.0,13605.0,2064.0,-1101.0,10440.0,100,15.7,43.9,0.0,68.4,21.5,84.1,65.4,15.9,34.6,100,15.7,43.9,0.0,68.4,21.5,84.1,65.4,15.9,34.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,13,42,0,19,19,32,61,88,13,42,0,19,19,32,61,0,0,0,0,0,0,0,0,46.0,26.7,61.3,36.5,45.4,20.3,56.9,30.1,46.0,26.7,61.3,36.5,45.4,20.3,56.9,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 12,500,000)"
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100406,2010-04-06,97741,CME,0,97,123837,18596,60901,2,87835,23016,106433,83919,17404,39918,123837,18596,60901,2,87835,23016,106433,83919,17404,39918,0,0,0,0,0,0,0,0,0,0,14420.0,1422.0,12861.0,2.0,12963.0,-522.0,14387.0,12341.0,33.0,2079.0,100,15.0,49.2,0.0,70.9,18.6,85.9,67.8,14.1,32.2,100,15.0,49.2,0.0,70.9,18.6,85.9,67.8,14.1,32.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,17,51,1,21,20,38,72,102,17,51,1,21,20,38,72,0,0,0,0,0,0,0,0,51.8,28.2,62.4,36.9,47.3,21.7,56.5,29.3,51.8,28.2,62.4,36.9,47.3,21.7,56.5,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 12,500,000)"
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100413,2010-04-13,97741,CME,0,97,131723,12573,68319,0,104015,23927,116588,92246,15135,39477,131723,12573,68319,0,104015,23927,116588,92246,15135,39477,0,0,0,0,0,0,0,0,0,0,7886.0,-6023.0,7418.0,-2.0,16180.0,911.0,10155.0,8327.0,-2269.0,-441.0,100,9.5,51.9,0.0,79.0,18.2,88.5,70.0,11.5,30.0,100,9.5,51.9,0.0,79.0,18.2,88.5,70.0,11.5,30.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,12,50,0,22,21,34,71,99,12,50,0,22,21,34,71,0,0,0,0,0,0,0,0,59.2,26.6,69.1,36.2,55.1,20.9,63.8,29.5,59.2,26.6,69.1,36.2,55.1,20.9,63.8,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 12,500,000)"
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100420,2010-04-20,97741,CME,0,97,134324,14211,64549,7,105379,27213,119597,91769,14727,42555,134324,14211,64549,7,105379,27213,119597,91769,14727,42555,0,0,0,0,0,0,0,0,0,0,2601.0,1638.0,-3770.0,7.0,1364.0,3286.0,3009.0,-477.0,-408.0,3078.0,100,10.6,48.1,0.0,78.5,20.3,89.0,68.3,11.0,31.7,100,10.6,48.1,0.0,78.5,20.3,89.0,68.3,11.0,31.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,15,44,1,22,22,37,67,96,15,44,1,22,22,37,67,0,0,0,0,0,0,0,0,59.8,27.9,70.6,36.2,58.2,22.9,67.1,31.2,59.8,27.9,70.6,36.2,58.2,22.9,67.1,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 12,500,000)"
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100427,2010-04-27,97741,CME,0,97,137780,15018,64795,101,107397,32833,122516,97729,15264,40051,137780,15018,64795,101,107397,32833,122516,97729,15264,40051,0,0,0,0,0,0,0,0,0,0,3456.0,807.0,246.0,94.0,2018.0,5620.0,2919.0,5960.0,537.0,-2504.0,100,10.9,47.0,0.1,77.9,23.8,88.9,70.9,11.1,29.1,100,10.9,47.0,0.1,77.9,23.8,88.9,70.9,11.1,29.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,18,44,2,19,22,38,67,97,18,44,2,19,22,38,67,0,0,0,0,0,0,0,0,60.7,28.4,71.3,36.8,58.7,23.1,67.8,31.5,60.7,28.4,71.3,36.8,58.7,23.1,67.8,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 12,500,000)"
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100504,2010-05-04,97741,CME,0,97,147243,12430,78042,527,119606,26740,132563,105309,14680,41934,147243,12430,78042,527,119606,26740,132563,105309,14680,41934,0,0,0,0,0,0,0,0,0,0,9463.0,-2588.0,13247.0,426.0,12209.0,-6093.0,10047.0,7580.0,-584.0,1883.0,100,8.4,53.0,0.4,81.2,18.2,90.0,71.5,10.0,28.5,100,8.4,53.0,0.4,81.2,18.2,90.0,71.5,10.0,28.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,14,50,5,23,23,42,73,102,14,50,5,23,23,42,73,0,0,0,0,0,0,0,0,63.0,27.8,72.9,38.9,59.7,23.9,67.8,33.0,63.0,27.8,72.9,38.9,59.7,23.9,67.8,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 12,500,000)"
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100511,2010-05-11,97741,CME,0,97,146389,23265,57934,56,106673,60755,129994,118745,16395,27644,146389,23265,57934,56,106673,60755,129994,118745,16395,27644,0,0,0,0,0,0,0,0,0,0,-854.0,10835.0,-20108.0,-471.0,-12933.0,34015.0,-2569.0,13436.0,1715.0,-14290.0,100,15.9,39.6,0.0,72.9,41.5,88.8,81.1,11.2,18.9,100,15.9,39.6,0.0,72.9,41.5,88.8,81.1,11.2,18.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,22,36,2,20,27,43,64,96,22,36,2,20,27,43,64,0,0,0,0,0,0,0,0,55.0,32.3,66.8,45.4,53.7,26.7,62.2,39.8,55.0,32.3,66.8,45.4,53.7,26.7,62.2,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 12,500,000)"
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100518,2010-05-18,97741,CME,0,97,142699,21393,55682,53,106814,55727,128260,111462,14439,31237,142699,21393,55682,53,106814,55727,128260,111462,14439,31237,0,0,0,0,0,0,0,0,0,0,-3690.0,-1872.0,-2252.0,-3.0,141.0,-5028.0,-1734.0,-7283.0,-1956.0,3593.0,100,15.0,39.0,0.0,74.9,39.1,89.9,78.1,10.1,21.9,100,15.0,39.0,0.0,74.9,39.1,89.9,78.1,10.1,21.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,19,35,1,22,27,42,62,93,19,35,1,22,27,42,62,0,0,0,0,0,0,0,0,54.2,31.6,66.4,45.2,53.0,26.4,62.1,39.9,54.2,31.6,66.4,45.2,53.0,26.4,62.1,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF JPY 12,500,000)"
