Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,100928,2010-09-28,112741,CME,0,112,25965,1913,18003,31,600,136,0,19335,5804,0,366,475,0,22245,24449,3720,1516,-855.0,112.0,-699.0,0.0,68.0,0.0,0.0,-1159.0,-278.0,0.0,25.0,0.0,0.0,-954.0,-977.0,99.0,122.0,100,7.4,69.3,0.1,2.3,0.5,0.0,74.5,22.4,0.0,1.4,1.8,0.0,85.7,94.2,14.3,5.8,36,,11.0,,,,0.0,10.0,6.0,0.0,,,0.0,17,20,69.2,57.2,80.1,78.4,69.2,57.2,80.1,78.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101005,2010-10-05,112741,CME,0,112,26042,1953,17658,31,650,136,0,19104,6351,0,482,280,0,22220,24456,3822,1586,77.0,40.0,-345.0,0.0,50.0,0.0,0.0,-231.0,547.0,0.0,116.0,-195.0,0.0,-25.0,7.0,102.0,70.0,100,7.5,67.8,0.1,2.5,0.5,0.0,73.4,24.4,0.0,1.9,1.1,0.0,85.3,93.9,14.7,6.1,37,,12.0,,,,0.0,10.0,5.0,0.0,,,0.0,19,19,68.0,58.3,78.2,79.6,68.0,58.3,78.2,79.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101012,2010-10-12,112741,CME,0,112,26437,1960,18351,31,578,726,0,19393,6052,0,527,150,0,22489,25310,3948,1127,395.0,7.0,693.0,0.0,-72.0,590.0,0.0,289.0,-299.0,0.0,45.0,-130.0,0.0,269.0,854.0,126.0,-459.0,100,7.4,69.4,0.1,2.2,2.7,0.0,73.4,22.9,0.0,2.0,0.6,0.0,85.1,95.7,14.9,4.3,37,,13.0,,,,0.0,11.0,5.0,0.0,,,0.0,18,20,66.4,56.1,77.7,79.2,66.4,56.1,77.7,79.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101019,2010-10-19,112741,CME,0,112,27031,1961,17785,31,514,400,0,20300,7535,0,527,150,0,23333,25901,3698,1130,594.0,1.0,-566.0,0.0,-64.0,-326.0,0.0,907.0,1483.0,0.0,0.0,0.0,0.0,844.0,591.0,-250.0,3.0,100,7.3,65.8,0.1,1.9,1.5,0.0,75.1,27.9,0.0,1.9,0.6,0.0,86.3,95.8,13.7,4.2,40,,12.0,,,,0.0,13.0,7.0,0.0,,,0.0,20,21,65.4,56.0,78.5,81.1,65.4,56.0,78.5,81.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101026,2010-10-26,112741,CME,0,112,26754,1867,18123,41,474,257,0,20231,7113,0,537,150,0,23150,25684,3604,1070,-277.0,-94.0,338.0,10.0,-40.0,-143.0,0.0,-69.0,-422.0,0.0,10.0,0.0,0.0,-183.0,-217.0,-94.0,-60.0,100,7.0,67.7,0.2,1.8,1.0,0.0,75.6,26.6,0.0,2.0,0.6,0.0,86.5,96.0,13.5,4.0,37,,12.0,,,,0.0,11.0,6.0,0.0,,,0.0,18,20,67.0,57.0,80.7,82.1,67.0,57.0,80.7,82.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101102,2010-11-02,112741,CME,0,112,28353,1759,21249,41,432,127,0,21980,5584,0,537,150,0,24749,27151,3604,1202,1599.0,-108.0,3126.0,0.0,-42.0,-130.0,0.0,1749.0,-1529.0,0.0,0.0,0.0,0.0,1599.0,1467.0,0.0,132.0,100,6.2,74.9,0.1,1.5,0.4,0.0,77.5,19.7,0.0,1.9,0.5,0.0,87.3,95.8,12.7,4.2,35,,12.0,,,,0.0,11.0,5.0,0.0,,,0.0,17,19,65.9,55.6,81.4,82.9,65.9,55.6,81.4,82.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101109,2010-11-09,112741,CME,0,112,31494,1785,24204,88,496,0,0,25028,6102,0,559,252,0,27956,30646,3538,848,3141.0,26.0,2955.0,47.0,64.0,-127.0,0.0,3048.0,518.0,0.0,22.0,102.0,0.0,3207.0,3495.0,-66.0,-354.0,100,5.7,76.9,0.3,1.6,0.0,0.0,79.5,19.4,0.0,1.8,0.8,0.0,88.8,97.3,11.2,2.7,40,,11.0,,,0.0,0.0,13.0,8.0,0.0,,,0.0,20,21,66.9,55.2,81.3,83.9,66.9,55.2,81.3,83.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101116,2010-11-16,112741,CME,0,112,33423,1890,25136,88,510,101,0,27041,6906,0,586,316,0,30115,32547,3308,876,1929.0,105.0,932.0,0.0,14.0,101.0,0.0,2013.0,804.0,0.0,27.0,64.0,0.0,2159.0,1901.0,-230.0,28.0,100,5.7,75.2,0.3,1.5,0.3,0.0,80.9,20.7,0.0,1.8,0.9,0.0,90.1,97.4,9.9,2.6,42,,11.0,,,,0.0,13.0,8.0,0.0,,,0.0,21,22,68.0,53.2,82.4,82.4,68.0,53.2,82.4,82.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101123,2010-11-23,112741,CME,0,112,30969,2011,23296,59,379,0,0,24704,6426,0,586,405,0,27739,30186,3230,783,-2454.0,121.0,-1840.0,-29.0,-131.0,-101.0,0.0,-2337.0,-480.0,0.0,0.0,89.0,0.0,-2376.0,-2361.0,-78.0,-93.0,100,6.5,75.2,0.2,1.2,0.0,0.0,79.8,20.7,0.0,1.9,1.3,0.0,89.6,97.5,10.4,2.5,45,4.0,11.0,,,0.0,0.0,14.0,10.0,0.0,,,0.0,22,24,66.8,52.2,80.2,80.2,66.8,52.2,80.2,80.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101130,2010-11-30,112741,CME,0,112,27575,1910,20022,95,125,0,0,21567,6072,0,586,150,0,24283,26339,3292,1236,-3394.0,-101.0,-3274.0,36.0,-254.0,0.0,0.0,-3137.0,-354.0,0.0,0.0,-255.0,0.0,-3456.0,-3847.0,62.0,453.0,100,6.9,72.6,0.3,0.5,0.0,0.0,78.2,22.0,0.0,2.1,0.5,0.0,88.1,95.5,11.9,4.5,37,4.0,11.0,,,0.0,0.0,11.0,8.0,0.0,,,0.0,18,21,73.3,52.7,82.2,83.7,73.3,52.7,82.2,83.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101207,2010-12-07,112741,CME,0,112,27595,2137,19926,689,460,0,0,20475,5104,28,586,376,0,24375,26123,3220,1472,20.0,227.0,-96.0,594.0,335.0,0.0,0.0,-1092.0,-968.0,28.0,0.0,226.0,0.0,92.0,-216.0,-72.0,236.0,100,7.7,72.2,2.5,1.7,0.0,0.0,74.2,18.5,0.1,2.1,1.4,0.0,88.3,94.7,11.7,5.3,40,5.0,11.0,5.0,,0.0,0.0,12.0,7.0,,,,0.0,23,25,68.6,50.8,77.8,81.6,68.6,50.8,77.7,81.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101214,2010-12-14,112741,CME,0,112,24510,2017,13802,1,501,0,0,19194,9405,0,586,343,0,22299,23551,2211,959,-3085.0,-120.0,-6124.0,-688.0,41.0,0.0,0.0,-1281.0,4301.0,-28.0,0.0,-33.0,0.0,-2076.0,-2572.0,-1009.0,-513.0,100,8.2,56.3,0.0,2.0,0.0,0.0,78.3,38.4,0.0,2.4,1.4,0.0,91.0,96.1,9.0,3.9,35,,7.0,,,0.0,0.0,9.0,10.0,0.0,,,0.0,17,19,78.1,67.8,85.5,87.8,78.1,67.8,85.5,87.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101221,2010-12-21,112741,CME,0,112,25081,4359,12303,1,501,0,0,17195,7059,0,874,4377,0,22930,23740,2151,1341,571.0,2342.0,-1499.0,0.0,0.0,0.0,0.0,-1999.0,-2346.0,0.0,288.0,4034.0,0.0,631.0,189.0,-60.0,382.0,100,17.4,49.1,0.0,2.0,0.0,0.0,68.6,28.1,0.0,3.5,17.5,0.0,91.4,94.7,8.6,5.3,39,5.0,6.0,,,0.0,0.0,11.0,10.0,0.0,,,0.0,21,19,58.7,67.3,77.5,86.3,58.7,67.3,77.5,86.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,101228,2010-12-28,112741,CME,0,112,25090,3759,12524,1,713,0,34,17081,7002,0,973,4328,0,22561,23889,2529,1201,9.0,-600.0,221.0,0.0,212.0,0.0,34.0,-114.0,-57.0,0.0,99.0,-49.0,0.0,-369.0,149.0,378.0,-140.0,100,15.0,49.9,0.0,2.8,0.0,0.1,68.1,27.9,0.0,3.9,17.2,0.0,89.9,95.2,10.1,4.8,43,4.0,6.0,,4.0,0.0,,14.0,9.0,0.0,,,0.0,26,20,57.2,69.1,74.4,87.5,57.2,69.1,74.4,87.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,110104,2011-01-04,112741,CME,0,112,26443,3138,13965,7,495,0,14,18980,7297,0,738,4150,0,23372,25433,3071,1010,1353.0,-621.0,1441.0,6.0,-218.0,0.0,-20.0,1899.0,295.0,0.0,-235.0,-178.0,0.0,811.0,1544.0,542.0,-191.0,100,11.9,52.8,0.0,1.9,0.0,0.1,71.8,27.6,0.0,2.8,15.7,0.0,88.4,96.2,11.6,3.8,42,4.0,8.0,,,0.0,,15.0,9.0,0.0,,,0.0,24,20,66.3,68.7,77.9,87.3,66.3,68.6,77.9,87.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,110111,2011-01-11,112741,CME,0,112,27358,3390,14136,0,941,0,0,18756,7819,0,602,4524,0,23689,26479,3669,879,915.0,252.0,171.0,-7.0,446.0,0.0,-14.0,-224.0,522.0,0.0,-136.0,374.0,0.0,317.0,1046.0,598.0,-131.0,100,12.4,51.7,0.0,3.4,0.0,0.0,68.6,28.6,0.0,2.2,16.5,0.0,86.6,96.8,13.4,3.2,43,5.0,7.0,0.0,,0.0,0.0,14.0,11.0,0.0,,4.0,0.0,21,22,62.9,67.3,75.6,85.1,62.9,67.3,75.6,85.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,110118,2011-01-18,112741,CME,0,112,27636,3366,15273,48,911,0,0,18980,6665,0,680,4655,0,23985,26641,3651,995,278.0,-24.0,1137.0,48.0,-30.0,0.0,0.0,224.0,-1154.0,0.0,78.0,131.0,0.0,296.0,162.0,-18.0,116.0,100,12.2,55.3,0.2,3.3,0.0,0.0,68.7,24.1,0.0,2.5,16.8,0.0,86.8,96.4,13.2,3.6,45,5.0,7.0,,,0.0,0.0,15.0,11.0,0.0,,5.0,0.0,23,23,62.8,65.3,76.1,84.6,62.8,65.1,76.1,84.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,110125,2011-01-25,112741,CME,0,112,26199,4459,13891,38,163,0,0,16773,6863,0,818,4267,0,22251,25059,3948,1140,-1437.0,1093.0,-1382.0,-10.0,-748.0,0.0,0.0,-2207.0,198.0,0.0,138.0,-388.0,0.0,-1734.0,-1582.0,297.0,145.0,100,17.0,53.0,0.1,0.6,0.0,0.0,64.0,26.2,0.0,3.1,16.3,0.0,84.9,95.6,15.1,4.4,44,5.0,7.0,,,0.0,0.0,17.0,9.0,0.0,,,0.0,26,19,58.0,69.6,70.9,85.8,58.0,69.4,70.9,85.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,110201,2011-02-01,112741,CME,0,112,27450,3808,15162,26,0,105,0,18797,6995,0,896,4150,0,23527,26438,3923,1012,1251.0,-651.0,1271.0,-12.0,-163.0,105.0,0.0,2024.0,132.0,0.0,78.0,-117.0,0.0,1276.0,1379.0,-25.0,-128.0,100,13.9,55.2,0.1,0.0,0.4,0.0,68.5,25.5,0.0,3.3,15.1,0.0,85.7,96.3,14.3,3.7,46,5.0,7.0,,0.0,,0.0,19.0,10.0,0.0,,,0.0,27,20,56.3,68.5,72.3,86.3,56.3,68.4,72.3,86.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,110208,2011-02-08,112741,CME,0,112,27897,3731,15334,9,293,155,0,19533,7293,0,706,4150,0,24272,26941,3625,956,447.0,-77.0,172.0,-17.0,293.0,50.0,0.0,736.0,298.0,0.0,-190.0,0.0,0.0,745.0,503.0,-298.0,-56.0,100,13.4,55.0,0.0,1.1,0.6,0.0,70.0,26.1,0.0,2.5,14.9,0.0,87.0,96.6,13.0,3.4,47,4.0,7.0,,,,0.0,22.0,9.0,0.0,,,0.0,29,19,55.4,67.3,69.5,84.7,55.4,67.3,69.5,84.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,110215,2011-02-15,112741,CME,0,112,27735,5431,12730,235,156,207,0,17529,9051,0,1237,4374,0,24588,26597,3147,1138,-162.0,1700.0,-2604.0,226.0,-137.0,52.0,0.0,-2004.0,1758.0,0.0,531.0,224.0,0.0,316.0,-344.0,-478.0,182.0,100,19.6,45.9,0.8,0.6,0.7,0.0,63.2,32.6,0.0,4.5,15.8,0.0,88.7,95.9,11.3,4.1,50,4.0,7.0,,,,0.0,22.0,10.0,0.0,,,0.0,30,21,52.3,67.1,69.6,83.4,52.3,66.3,69.6,82.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,110222,2011-02-22,112741,CME,0,112,27830,7514,12157,275,0,399,0,15523,13163,142,1129,150,0,24583,26286,3247,1544,95.0,2083.0,-573.0,40.0,-156.0,192.0,0.0,-2006.0,4112.0,142.0,-108.0,-4224.0,0.0,-5.0,-311.0,100.0,406.0,100,27.0,43.7,1.0,0.0,1.4,0.0,55.8,47.3,0.5,4.1,0.5,0.0,88.3,94.5,11.7,5.5,47,7.0,7.0,,0.0,,0.0,16.0,12.0,,,,0.0,27,23,51.4,63.9,70.9,80.5,51.4,63.0,70.9,79.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly
