Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,100928,2010-09-28,124603,CBT,0,124,88859,30842,39040,1201,6272,9918,1145,35354,21367,1661,240,2074,29,76744,76435,12115,12424,10314.0,-1858.0,9470.0,637.0,-377.0,716.0,-18.0,9575.0,-1513.0,949.0,240.0,-109.0,29.0,9177.0,10161.0,1137.0,153.0,100,34.7,43.9,1.4,7.1,11.2,1.3,39.8,24.0,1.9,0.3,2.3,0.0,86.4,86.0,13.6,14.0,87,12.0,21.0,,6.0,6.0,,24.0,14.0,8.0,,,,49,52,26.1,31.3,41.0,51.2,25.0,31.3,39.9,51.2,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101005,2010-10-05,124603,CBT,0,124,98014,31603,46240,1477,5301,9662,1155,42238,23985,1181,280,3213,5,83240,86918,14774,11096,9155.0,761.0,7200.0,276.0,-971.0,-256.0,10.0,6884.0,2618.0,-480.0,40.0,1139.0,-24.0,6496.0,10483.0,2659.0,-1328.0,100,32.2,47.2,1.5,5.4,9.9,1.2,43.1,24.5,1.2,0.3,3.3,0.0,84.9,88.7,15.1,11.3,90,12.0,20.0,,4.0,6.0,,29.0,14.0,7.0,,4.0,,53,50,27.4,33.8,41.5,53.2,26.1,33.8,40.3,52.9,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101012,2010-10-12,124603,CBT,0,124,91034,33658,39090,1215,5621,9797,1281,34457,25904,1406,473,2593,46,78157,81332,12877,9702,-6980.0,2055.0,-7150.0,-262.0,320.0,135.0,126.0,-7781.0,1919.0,225.0,193.0,-620.0,41.0,-5083.0,-5586.0,-1897.0,-1394.0,100,37.0,42.9,1.3,6.2,10.8,1.4,37.9,28.5,1.5,0.5,2.8,0.1,85.9,89.3,14.1,10.7,93,13.0,19.0,,4.0,7.0,,29.0,15.0,9.0,,,,56,53,28.2,31.4,43.3,50.7,27.0,31.4,42.1,50.7,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101019,2010-10-19,124603,CBT,0,124,90193,34659,43065,876,5876,9624,1066,33648,23511,1045,410,1285,1,77581,80473,12612,9720,-841.0,1001.0,3975.0,-339.0,255.0,-173.0,-215.0,-809.0,-2393.0,-361.0,-63.0,-1308.0,-45.0,-576.0,-859.0,-265.0,18.0,100,38.4,47.7,1.0,6.5,10.7,1.2,37.3,26.1,1.2,0.5,1.4,0.0,86.0,89.2,14.0,10.8,94,15.0,18.0,4.0,5.0,7.0,,29.0,16.0,6.0,,,,58,50,27.1,37.4,42.6,57.2,26.3,37.4,41.9,57.2,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101026,2010-10-26,124603,CBT,0,124,96108,32337,48562,1023,6986,9190,1012,38429,23429,1050,720,2384,0,81557,86650,14551,9458,5915.0,-2322.0,5497.0,147.0,1110.0,-434.0,-54.0,4781.0,-82.0,5.0,310.0,1099.0,-1.0,3976.0,6177.0,1939.0,-262.0,100,33.6,50.5,1.1,7.3,9.6,1.1,40.0,24.4,1.1,0.7,2.5,0.0,84.9,90.2,15.1,9.8,92,13.0,19.0,4.0,6.0,7.0,,30.0,12.0,7.0,,,0.0,58,48,23.9,39.0,39.3,58.8,23.1,39.0,38.2,58.8,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101102,2010-11-02,124603,CBT,0,124,96934,32344,46969,1263,6757,8705,1205,38840,24105,972,550,2663,51,81982,85933,14952,11001,826.0,7.0,-1593.0,240.0,-229.0,-485.0,193.0,411.0,676.0,-78.0,-170.0,279.0,51.0,425.0,-717.0,401.0,1543.0,100,33.4,48.5,1.3,7.0,9.0,1.2,40.1,24.9,1.0,0.6,2.7,0.1,84.6,88.7,15.4,11.3,95,14.0,19.0,4.0,5.0,7.0,,30.0,15.0,7.0,,4.0,,57,53,23.6,38.0,38.7,57.5,22.5,38.0,37.7,57.5,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101109,2010-11-09,124603,CBT,0,124,101749,36362,50655,1507,7412,8227,1175,40392,27526,704,550,1703,3,88105,91500,13644,10249,4815.0,4018.0,3686.0,244.0,655.0,-478.0,-30.0,1552.0,3421.0,-268.0,0.0,-960.0,-48.0,6123.0,5567.0,-1308.0,-752.0,100,35.7,49.8,1.5,7.3,8.1,1.2,39.7,27.1,0.7,0.5,1.7,0.0,86.6,89.9,13.4,10.1,94,15.0,18.0,,6.0,7.0,,31.0,13.0,5.0,,,,59,47,22.7,39.1,37.6,59.0,21.8,39.1,36.7,59.0,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101116,2010-11-16,124603,CBT,0,124,95609,38105,46727,1083,7248,8516,1085,33388,26302,660,550,1153,0,82119,85526,13490,10083,-6140.0,1743.0,-3928.0,-424.0,-164.0,289.0,-90.0,-7004.0,-1224.0,-44.0,0.0,-550.0,-3.0,-5986.0,-5974.0,-154.0,-166.0,100,39.9,48.9,1.1,7.6,8.9,1.1,34.9,27.5,0.7,0.6,1.2,0.0,85.9,89.5,14.1,10.5,96,17.0,13.0,4.0,6.0,7.0,,29.0,21.0,6.0,,,0.0,62,47,22.0,40.7,36.4,60.1,21.1,40.7,35.5,60.1,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101123,2010-11-23,124603,CBT,0,124,101333,42522,48001,1128,7338,7580,1411,33544,30596,1024,750,1263,0,87717,91003,13616,10330,5724.0,4417.0,1274.0,45.0,90.0,-936.0,326.0,156.0,4294.0,364.0,200.0,110.0,0.0,5598.0,5477.0,126.0,247.0,100,42.0,47.4,1.1,7.2,7.5,1.4,33.1,30.2,1.0,0.7,1.2,0.0,86.6,89.8,13.4,10.2,97,18.0,14.0,4.0,6.0,7.0,,28.0,20.0,7.0,,,0.0,62,49,22.5,40.0,36.3,58.3,21.7,40.0,35.6,58.3,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101130,2010-11-30,124603,CBT,0,124,97188,44024,47441,1001,6565,7870,717,29498,25599,854,1030,1680,16,83705,85178,13483,12010,-4145.0,1502.0,-560.0,-127.0,-773.0,290.0,-694.0,-4046.0,-4997.0,-170.0,280.0,417.0,16.0,-4012.0,-5825.0,-133.0,1680.0,100,45.3,48.8,1.0,6.8,8.1,0.7,30.4,26.3,0.9,1.1,1.7,0.0,86.1,87.6,13.9,12.4,95,17.0,14.0,,4.0,7.0,,29.0,18.0,12.0,,,,62,52,25.0,39.2,38.6,58.3,24.1,39.2,37.7,58.3,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101207,2010-12-07,124603,CBT,0,124,96378,36586,51060,1821,7185,6407,725,34521,23535,1618,770,734,2,83228,85902,13150,10476,-810.0,-7438.0,3619.0,820.0,620.0,-1463.0,8.0,5023.0,-2064.0,764.0,-260.0,-946.0,-14.0,-477.0,724.0,-333.0,-1534.0,100,38.0,53.0,1.9,7.5,6.6,0.8,35.8,24.4,1.7,0.8,0.8,0.0,86.4,89.1,13.6,10.9,97,14.0,18.0,,6.0,7.0,,34.0,13.0,11.0,,,,64,51,25.7,37.1,40.3,56.0,24.9,37.1,39.5,56.0,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101214,2010-12-14,124603,CBT,0,124,95265,34574,43760,5474,7248,5922,891,28468,22758,2364,1074,1136,0,80093,82305,15172,12960,-1113.0,-2012.0,-7300.0,3653.0,63.0,-485.0,166.0,-6053.0,-777.0,746.0,304.0,402.0,-2.0,-3135.0,-3597.0,2022.0,2484.0,100,36.3,45.9,5.7,7.6,6.2,0.9,29.9,23.9,2.5,1.1,1.2,0.0,84.1,86.4,15.9,13.6,98,15.0,16.0,10.0,6.0,6.0,,36.0,13.0,14.0,4.0,,0.0,71,54,23.1,35.6,37.1,54.1,22.2,33.3,35.4,51.8,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101221,2010-12-21,124603,CBT,0,124,73760,28372,40592,1133,6465,7074,1077,23831,15871,133,405,1313,0,61416,67193,12344,6567,-21505.0,-6202.0,-3168.0,-4341.0,-783.0,1152.0,186.0,-4637.0,-6887.0,-2231.0,-669.0,177.0,0.0,-18677.0,-15112.0,-2828.0,-6393.0,100,38.5,55.0,1.5,8.8,9.6,1.5,32.3,21.5,0.2,0.5,1.8,0.0,83.3,91.1,16.7,8.9,83,12.0,16.0,,5.0,6.0,,26.0,14.0,,,,0.0,49,41,28.1,43.7,42.0,60.4,27.7,43.7,41.7,60.4,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,101228,2010-12-28,124603,CBT,0,124,73092,28725,39745,1124,6593,6758,810,23030,15271,93,300,1381,0,60675,65182,12417,7910,-668.0,353.0,-847.0,-9.0,128.0,-316.0,-267.0,-801.0,-600.0,-40.0,-105.0,68.0,0.0,-741.0,-2011.0,73.0,1343.0,100,39.3,54.4,1.5,9.0,9.2,1.1,31.5,20.9,0.1,0.4,1.9,0.0,83.0,89.2,17.0,10.8,78,13.0,17.0,,5.0,4.0,,24.0,11.0,,,,0.0,45,38,27.9,43.1,41.4,59.9,27.5,43.1,41.0,59.9,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,110104,2011-01-04,124603,CBT,0,124,80039,28454,44109,967,6956,6465,945,29014,18069,374,600,1153,0,67310,72082,12729,7957,6947.0,-271.0,4364.0,-157.0,363.0,-293.0,135.0,5984.0,2798.0,281.0,300.0,-228.0,0.0,6635.0,6900.0,312.0,47.0,100,35.6,55.1,1.2,8.7,8.1,1.2,36.2,22.6,0.5,0.7,1.4,0.0,84.1,90.1,15.9,9.9,90,14.0,17.0,,5.0,5.0,,30.0,14.0,,,,0.0,54,41,26.4,41.0,40.5,57.0,26.1,41.0,40.2,57.0,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,110111,2011-01-11,124603,CBT,0,124,85224,28953,52586,1363,6981,6711,1014,33230,14918,44,490,1118,0,72075,77754,13149,7470,5185.0,499.0,8477.0,396.0,25.0,246.0,69.0,4216.0,-3151.0,-330.0,-110.0,-35.0,0.0,4765.0,5672.0,420.0,-487.0,100,34.0,61.7,1.6,8.2,7.9,1.2,39.0,17.5,0.1,0.6,1.3,0.0,84.6,91.2,15.4,8.8,92,14.0,19.0,,6.0,5.0,,28.0,15.0,,,,0.0,52,45,29.3,43.0,44.1,59.7,28.9,43.0,43.6,59.7,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,110118,2011-01-18,124603,CBT,0,124,90837,29977,48626,1587,7166,6923,946,36079,20073,52,707,2839,0,76514,81046,14323,9791,5613.0,1024.0,-3960.0,224.0,185.0,212.0,-68.0,2849.0,5155.0,8.0,217.0,1721.0,0.0,4439.0,3292.0,1174.0,2321.0,100,33.0,53.5,1.7,7.9,7.6,1.0,39.7,22.1,0.1,0.8,3.1,0.0,84.2,89.2,15.8,10.8,100,14.0,19.0,,5.0,5.0,,33.0,17.0,,,4.0,0.0,56,51,28.6,37.0,40.1,52.9,28.3,37.0,39.8,52.9,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,110125,2011-01-25,124603,CBT,0,124,99563,32169,50418,1951,6608,6900,1261,42258,24661,504,467,3394,0,85218,89089,14345,10474,8726.0,2192.0,1792.0,364.0,-558.0,-23.0,315.0,6179.0,4588.0,452.0,-240.0,555.0,0.0,8704.0,8043.0,22.0,683.0,100,32.3,50.6,2.0,6.6,6.9,1.3,42.4,24.8,0.5,0.5,3.4,0.0,85.6,89.5,14.4,10.5,99,16.0,20.0,,5.0,5.0,,30.0,18.0,,,,0.0,54,51,27.4,37.1,42.4,51.9,27.1,37.1,42.1,51.9,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,110201,2011-02-01,124603,CBT,0,124,99908,34578,49738,2566,6315,5292,1635,41692,27496,0,217,3597,0,87003,90324,12905,9584,345.0,2409.0,-680.0,615.0,-293.0,-1608.0,374.0,-566.0,2835.0,-504.0,-250.0,203.0,0.0,1785.0,1235.0,-1440.0,-890.0,100,34.6,49.8,2.6,6.3,5.3,1.6,41.7,27.5,0.0,0.2,3.6,0.0,87.1,90.4,12.9,9.6,107,20.0,17.0,,6.0,5.0,,37.0,18.0,0.0,,,0.0,65,47,30.7,36.7,44.1,53.1,30.4,36.7,43.8,53.0,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,110208,2011-02-08,124603,CBT,0,124,89715,34909,36866,2395,6487,5186,1395,29933,26996,702,217,4269,0,76038,77809,13677,11906,-10193.0,331.0,-12872.0,-171.0,172.0,-106.0,-240.0,-11759.0,-500.0,702.0,0.0,672.0,0.0,-10965.0,-12515.0,772.0,2322.0,100,38.9,41.1,2.7,7.2,5.8,1.6,33.4,30.1,0.8,0.2,4.8,0.0,84.8,86.7,15.2,13.3,99,18.0,17.0,,5.0,6.0,,30.0,19.0,,,,0.0,58,48,30.6,31.1,45.3,45.8,30.2,31.1,44.9,45.8,($5 X DJIA INDEX),F20,FutOnly
DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,110215,2011-02-15,124603,CBT,0,124,93349,34041,44676,2540,7672,4793,614,32485,23697,346,1137,4399,0,78835,81065,14514,12284,3634.0,-868.0,7810.0,145.0,1185.0,-393.0,-781.0,2552.0,-3299.0,-356.0,920.0,130.0,0.0,2797.0,3256.0,837.0,378.0,100,36.5,47.9,2.7,8.2,5.1,0.7,34.8,25.4,0.4,1.2,4.7,0.0,84.5,86.8,15.5,13.2,97,18.0,16.0,,6.0,5.0,,30.0,16.0,,,4.0,0.0,58,46,29.8,34.5,42.0,51.6,29.4,34.5,41.7,51.5,($5 X DJIA INDEX),F20,FutOnly
