Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,100316,2010-03-16,85692,CMX,1,85,130126,42288,23284,15727,59740,76903,117755,115914,12371,14212,130126,42288,23284,15727,59740,76903,117755,115914,12371,14212,0,0,0,0,0,0,0,0,0,0,2513.0,375.0,-351.0,642.0,-280.0,-81.0,737.0,210.0,1776.0,2303.0,100,32.5,17.9,12.1,45.9,59.1,90.5,89.1,9.5,10.9,100,32.5,17.9,12.1,45.9,59.1,90.5,89.1,9.5,10.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,50,58,36,42,43,121,118,174,50,58,36,42,43,121,118,0,0,0,0,0,0,0,0,28.7,38.5,44.4,48.8,28.7,37.4,43.2,46.1,28.7,38.5,44.4,48.8,28.7,37.4,43.2,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)"
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,100323,2010-03-23,85692,CMX,1,85,132494,42636,24585,17370,60683,76396,120689,118351,11805,14143,132494,42636,24585,17370,60683,76396,120689,118351,11805,14143,0,0,0,0,0,0,0,0,0,0,2368.0,348.0,1301.0,1643.0,943.0,-507.0,2934.0,2437.0,-566.0,-69.0,100,32.2,18.6,13.1,45.8,57.7,91.1,89.3,8.9,10.7,100,32.2,18.6,13.1,45.8,57.7,91.1,89.3,8.9,10.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,52,62,41,42,44,126,127,184,52,62,41,42,44,126,127,0,0,0,0,0,0,0,0,28.2,36.6,44.2,47.2,28.2,35.4,42.5,44.1,28.2,36.6,44.2,47.2,28.2,35.4,42.5,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)"
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,100330,2010-03-30,85692,CMX,1,85,141517,47203,25546,18360,63203,84127,128766,128033,12751,13484,141517,47203,25546,18360,63203,84127,128766,128033,12751,13484,0,0,0,0,0,0,0,0,0,0,9023.0,4567.0,961.0,990.0,2520.0,7731.0,8077.0,9682.0,946.0,-659.0,100,33.4,18.1,13.0,44.7,59.4,91.0,90.5,9.0,9.5,100,33.4,18.1,13.0,44.7,59.4,91.0,90.5,9.0,9.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,57,66,39,37,40,124,127,188,57,66,39,37,40,124,127,0,0,0,0,0,0,0,0,26.6,38.8,41.7,48.4,26.6,35.4,40.2,43.7,26.6,38.8,41.7,48.4,26.6,35.4,40.2,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)"
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,100406,2010-04-06,85692,CMX,1,85,151388,50530,27584,20609,65746,90314,136885,138507,14503,12881,151388,50530,27584,20609,65746,90314,136885,138507,14503,12881,0,0,0,0,0,0,0,0,0,0,9871.0,3327.0,2038.0,2249.0,2543.0,6187.0,8119.0,10474.0,1752.0,-603.0,100,33.4,18.2,13.6,43.4,59.7,90.4,91.5,9.6,8.5,100,33.4,18.2,13.6,43.4,59.7,90.4,91.5,9.6,8.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,56,66,44,40,40,131,127,189,56,66,44,40,40,131,127,0,0,0,0,0,0,0,0,25.2,38.1,40.4,47.9,25.2,34.6,38.2,43.3,25.2,38.1,40.4,47.9,25.2,34.6,38.2,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)"
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,100413,2010-04-13,85692,CMX,1,85,150306,53458,29990,20492,64259,88040,138209,138522,12097,11784,150306,53458,29990,20492,64259,88040,138209,138522,12097,11784,0,0,0,0,0,0,0,0,0,0,-1082.0,2928.0,2406.0,-117.0,-1487.0,-2274.0,1324.0,15.0,-2406.0,-1097.0,100,35.6,20.0,13.6,42.8,58.6,92.0,92.2,8.0,7.8,100,35.6,20.0,13.6,42.8,58.6,92.0,92.2,8.0,7.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,66,59,45,39,43,140,128,196,66,59,45,39,43,140,128,0,0,0,0,0,0,0,0,25.4,37.6,39.7,47.1,25.4,33.9,38.3,43.1,25.4,37.6,39.7,47.1,25.4,33.9,38.3,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)"
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,100420,2010-04-20,85692,CMX,1,85,153954,50461,29547,22265,66810,88011,139536,139823,14418,14131,153954,50461,29547,22265,66810,88011,139536,139823,14418,14131,0,0,0,0,0,0,0,0,0,0,3648.0,-2997.0,-443.0,1773.0,2551.0,-29.0,1327.0,1301.0,2321.0,2347.0,100,32.8,19.2,14.5,43.4,57.2,90.6,90.8,9.4,9.2,100,32.8,19.2,14.5,43.4,57.2,90.6,90.8,9.4,9.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,60,58,47,39,40,135,124,186,60,58,47,39,40,135,124,0,0,0,0,0,0,0,0,25.5,35.9,40.3,44.6,24.8,32.5,37.4,41.3,25.5,35.9,40.3,44.6,24.8,32.5,37.4,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)"
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,100427,2010-04-27,85692,CMX,1,85,151824,47952,28142,24261,65474,85645,137687,138048,14137,13776,151824,47952,28142,24261,65474,85645,137687,138048,14137,13776,0,0,0,0,0,0,0,0,0,0,-2130.0,-2509.0,-1405.0,1996.0,-1336.0,-2366.0,-1849.0,-1775.0,-281.0,-355.0,100,31.6,18.5,16.0,43.1,56.4,90.7,90.9,9.3,9.1,100,31.6,18.5,16.0,43.1,56.4,90.7,90.9,9.3,9.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,56,57,46,40,41,130,124,181,56,57,46,40,41,130,124,0,0,0,0,0,0,0,0,25.7,35.1,41.2,44.7,24.8,33.4,37.6,41.9,25.7,35.1,41.2,44.7,24.8,33.4,37.6,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)"
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,100504,2010-05-04,85692,CMX,1,85,142318,42642,29152,23214,62278,75616,128134,127982,14184,14336,142318,42642,29152,23214,62278,75616,128134,127982,14184,14336,0,0,0,0,0,0,0,0,0,0,-9506.0,-5310.0,1010.0,-1047.0,-3196.0,-10029.0,-9553.0,-10066.0,47.0,560.0,100,30.0,20.5,16.3,43.8,53.1,90.0,89.9,10.0,10.1,100,30.0,20.5,16.3,43.8,53.1,90.0,89.9,10.0,10.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,53,55,48,38,38,124,121,174,53,55,48,38,38,124,121,0,0,0,0,0,0,0,0,27.6,34.2,43.7,45.0,27.1,33.4,40.6,43.0,27.6,34.2,43.7,45.0,27.1,33.4,40.6,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)"
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,100511,2010-05-11,85692,CMX,1,85,130991,36092,25494,20005,62451,70969,118548,116468,12443,14523,130991,36092,25494,20005,62451,70969,118548,116468,12443,14523,0,0,0,0,0,0,0,0,0,0,-11327.0,-6550.0,-3658.0,-3209.0,173.0,-4647.0,-9586.0,-11514.0,-1741.0,187.0,100,27.6,19.5,15.3,47.7,54.2,90.5,88.9,9.5,11.1,100,27.6,19.5,15.3,47.7,54.2,90.5,88.9,9.5,11.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,41,56,48,37,40,114,125,168,41,56,48,37,40,114,125,0,0,0,0,0,0,0,0,30.7,34.0,48.1,45.2,29.3,33.2,43.9,42.1,30.7,34.0,48.1,45.2,29.3,33.2,43.9,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)"
COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,100518,2010-05-18,85692,CMX,1,85,128554,35258,28033,19658,62602,66681,117518,114372,11036,14182,128554,35258,28033,19658,62602,66681,117518,114372,11036,14182,0,0,0,0,0,0,0,0,0,0,-2437.0,-834.0,2539.0,-347.0,151.0,-4288.0,-1030.0,-2096.0,-1407.0,-341.0,100,27.4,21.8,15.3,48.7,51.9,91.4,89.0,8.6,11.0,100,27.4,21.8,15.3,48.7,51.9,91.4,89.0,8.6,11.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,35,66,50,38,39,112,135,172,35,66,50,38,39,112,135,0,0,0,0,0,0,0,0,30.8,32.2,48.4,42.6,29.7,31.4,44.7,39.9,30.8,32.2,48.4,42.6,29.7,31.4,44.7,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 25,000 POUNDS)"
