Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100928,2010-09-28,90741,CME,0,90,101260,1129,59942,1302,9149,9472,288,41681,9809,1024,6567,6453,0,61140,88290,40120,12970,-264.0,618.0,5961.0,242.0,-39.0,-192.0,30.0,-4467.0,-5657.0,10.0,212.0,441.0,0.0,-3394.0,835.0,3130.0,-1099.0,100,1.1,59.2,1.3,9.0,9.4,0.3,41.2,9.7,1.0,6.5,6.4,0.0,60.4,87.2,39.6,12.8,79,,15.0,4.0,,,,33.0,11.0,5.0,11.0,,0.0,55,36,30.0,43.0,36.8,65.3,30.0,43.0,36.6,65.1,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101005,2010-10-05,90741,CME,0,90,120045,593,71787,935,10053,9813,306,59219,13476,1021,7727,8487,0,79854,105825,40191,14220,18785.0,-536.0,11845.0,-367.0,904.0,341.0,18.0,17538.0,3667.0,-3.0,1160.0,2034.0,0.0,18714.0,17535.0,71.0,1250.0,100,0.5,59.8,0.8,8.4,8.2,0.3,49.3,11.2,0.9,6.4,7.1,0.0,66.5,88.2,33.5,11.8,94,,17.0,4.0,,4.0,,43.0,14.0,4.0,12.0,,0.0,65,40,28.4,39.1,37.6,62.1,28.3,39.0,37.4,62.0,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101012,2010-10-12,90741,CME,0,90,123851,3988,74295,979,10632,9419,228,58566,13466,1073,7904,9576,0,83370,109036,40481,14815,3806.0,3395.0,2508.0,44.0,579.0,-394.0,-78.0,-653.0,-10.0,52.0,177.0,1089.0,0.0,3516.0,3211.0,290.0,595.0,100,3.2,60.0,0.8,8.6,7.6,0.2,47.3,10.9,0.9,6.4,7.7,0.0,67.3,88.0,32.7,12.0,88,5.0,15.0,4.0,,,,41.0,8.0,4.0,11.0,,0.0,67,32,26.5,39.4,35.9,63.2,26.5,39.3,35.8,63.0,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101019,2010-10-19,90741,CME,0,90,112791,4666,67108,1757,9953,9118,168,44059,11034,1117,9262,7066,0,70982,97368,41809,15423,-11060.0,678.0,-7187.0,778.0,-679.0,-301.0,-60.0,-14507.0,-2432.0,44.0,1358.0,-2510.0,0.0,-12388.0,-11668.0,1328.0,608.0,100,4.1,59.5,1.6,8.8,8.1,0.1,39.1,9.8,1.0,8.2,6.3,0.0,62.9,86.3,37.1,13.7,84,5.0,16.0,4.0,,,,36.0,8.0,5.0,12.0,,0.0,63,32,22.3,40.0,31.6,61.5,22.3,39.9,31.6,61.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101026,2010-10-26,90741,CME,0,90,102269,4564,56342,1785,9033,9654,417,36390,10891,1315,8108,7056,0,61612,87460,40657,14809,-10522.0,-102.0,-10766.0,28.0,-920.0,536.0,249.0,-7669.0,-143.0,198.0,-1154.0,-10.0,0.0,-9370.0,-9908.0,-1152.0,-614.0,100,4.5,55.1,1.7,8.8,9.4,0.4,35.6,10.6,1.3,7.9,6.9,0.0,60.2,85.5,39.8,14.5,79,5.0,15.0,4.0,,,,31.0,10.0,5.0,11.0,,0.0,58,33,20.7,40.2,31.1,59.8,20.5,40.2,30.8,58.5,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101102,2010-11-02,90741,CME,0,90,104809,4275,56535,1727,9380,9896,67,38600,12496,1639,8273,6529,0,63961,88889,40848,15920,2540.0,-289.0,193.0,-58.0,347.0,242.0,-350.0,2210.0,1605.0,324.0,165.0,-527.0,0.0,2349.0,1429.0,191.0,1111.0,100,4.1,53.9,1.6,8.9,9.4,0.1,36.8,11.9,1.6,7.9,6.2,0.0,61.0,84.8,39.0,15.2,83,6.0,15.0,4.0,,,,32.0,11.0,4.0,12.0,,0.0,60,33,22.4,38.6,31.8,57.7,22.4,38.6,31.8,56.1,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101109,2010-11-09,90741,CME,0,90,128710,6765,69592,1570,10113,10747,67,58055,12762,1632,7641,15071,0,85843,111441,42867,17269,23901.0,2490.0,13057.0,-157.0,733.0,851.0,0.0,19455.0,266.0,-7.0,-632.0,8542.0,0.0,21882.0,22552.0,2019.0,1349.0,100,5.3,54.1,1.2,7.9,8.3,0.1,45.1,9.9,1.3,5.9,11.7,0.0,66.7,86.6,33.3,13.4,84,7.0,15.0,4.0,,,,34.0,9.0,5.0,10.0,,0.0,62,33,27.6,38.6,38.7,58.8,27.6,38.6,38.7,57.6,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101116,2010-11-16,90741,CME,0,90,124587,7669,71861,1918,10850,10849,152,53436,10353,1835,8034,10645,0,83894,107613,40693,16974,-4123.0,904.0,2269.0,348.0,737.0,102.0,85.0,-4619.0,-2409.0,203.0,393.0,-4426.0,0.0,-1949.0,-3828.0,-2174.0,-295.0,100,6.2,57.7,1.5,8.7,8.7,0.1,42.9,8.3,1.5,6.4,8.5,0.0,67.3,86.4,32.7,13.6,85,7.0,15.0,5.0,4.0,,,33.0,8.0,4.0,12.0,,0.0,64,32,25.3,38.4,35.4,58.1,25.3,38.3,35.4,56.8,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101123,2010-11-23,90741,CME,0,90,105442,10515,58274,2223,10831,11438,236,34812,10119,1108,7473,3987,0,67198,87385,38244,18057,-19145.0,2846.0,-13587.0,305.0,-19.0,589.0,84.0,-18624.0,-234.0,-727.0,-561.0,-6658.0,0.0,-16696.0,-20228.0,-2449.0,1083.0,100,10.0,55.3,2.1,10.3,10.8,0.2,33.0,9.6,1.1,7.1,3.8,0.0,63.7,82.9,36.3,17.1,80,8.0,14.0,6.0,4.0,,,30.0,9.0,4.0,11.0,,0.0,62,31,19.8,39.0,29.8,55.8,19.7,38.7,29.8,54.0,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101130,2010-11-30,90741,CME,0,90,100245,9431,56174,1781,11101,11025,42,28978,8009,2706,7179,3987,0,61218,83724,39027,16521,-5197.0,-1084.0,-2100.0,-442.0,270.0,-413.0,-194.0,-5834.0,-2110.0,1598.0,-294.0,0.0,0.0,-5980.0,-3661.0,783.0,-1536.0,100,9.4,56.0,1.8,11.1,11.0,0.0,28.9,8.0,2.7,7.2,4.0,0.0,61.1,83.5,38.9,16.5,80,8.0,13.0,5.0,4.0,,,30.0,11.0,6.0,10.0,,0.0,61,32,19.7,40.5,27.9,58.2,19.7,40.4,27.9,56.6,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101207,2010-12-07,90741,CME,0,90,114999,9438,64527,3977,11557,10078,43,40063,11263,2917,7158,6004,0,75153,98809,39846,16190,14754.0,7.0,8353.0,2196.0,456.0,-947.0,1.0,11085.0,3254.0,211.0,-21.0,2017.0,0.0,13935.0,15085.0,819.0,-331.0,100,8.2,56.1,3.5,10.0,8.8,0.0,34.8,9.8,2.5,6.2,5.2,0.0,65.4,85.9,34.6,14.1,77,6.0,16.0,6.0,4.0,,,28.0,9.0,,10.0,,0.0,55,33,23.8,38.1,35.2,54.3,23.6,37.4,34.8,53.0,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101214,2010-12-14,90741,CME,0,90,142291,9368,70907,20571,10868,11448,43,37124,5243,12973,9433,7482,0,100380,128667,41911,13624,27292.0,-70.0,6380.0,16594.0,-689.0,1370.0,0.0,-2939.0,-6020.0,10056.0,2275.0,1478.0,0.0,25227.0,29858.0,2065.0,-2566.0,100,6.6,49.8,14.5,7.6,8.0,0.0,26.1,3.7,9.1,6.6,5.3,0.0,70.5,90.4,29.5,9.6,82,6.0,16.0,8.0,4.0,4.0,,30.0,7.0,5.0,13.0,,0.0,62,35,24.8,37.0,37.0,61.0,15.1,31.1,22.6,47.1,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101221,2010-12-21,90741,CME,0,90,91294,1733,53399,10,10223,7216,104,31293,6500,1315,7963,10000,0,52641,78544,38653,12750,-50997.0,-7635.0,-17508.0,-20561.0,-645.0,-4232.0,61.0,-5831.0,1257.0,-11658.0,-1470.0,2518.0,0.0,-47739.0,-50123.0,-3258.0,-874.0,100,1.9,58.5,0.0,11.2,7.9,0.1,34.3,7.1,1.4,8.7,11.0,0.0,57.7,86.0,42.3,14.0,72,,17.0,,4.0,4.0,,22.0,10.0,,11.0,,0.0,45,33,23.9,46.6,31.1,62.9,23.9,46.5,31.1,62.8,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101228,2010-12-28,90741,CME,0,90,113223,1677,62614,30,10209,7138,107,49605,11222,1352,8652,15981,0,71632,98444,41591,14779,21929.0,-56.0,9215.0,20.0,-14.0,-78.0,3.0,18312.0,4722.0,37.0,689.0,5981.0,0.0,18991.0,19900.0,2938.0,2029.0,100,1.5,55.3,0.0,9.0,6.3,0.1,43.8,9.9,1.2,7.6,14.1,0.0,63.3,86.9,36.7,13.1,84,,17.0,,4.0,4.0,,29.0,13.0,,11.0,,0.0,52,39,23.7,44.0,32.4,61.7,23.7,44.0,32.4,61.7,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110104,2011-01-04,90741,CME,0,90,120758,1458,68296,10,10126,6417,107,56501,9587,1459,8712,19400,6,78379,105282,42379,15476,7535.0,-219.0,5682.0,-20.0,-83.0,-721.0,0.0,6896.0,-1635.0,107.0,60.0,3419.0,6.0,6747.0,6838.0,788.0,697.0,100,1.2,56.6,0.0,8.4,5.3,0.1,46.8,7.9,1.2,7.2,16.1,0.0,64.9,87.2,35.1,12.8,87,,18.0,,4.0,,,36.0,9.0,4.0,12.0,,,61,35,21.3,47.2,33.1,62.2,21.3,47.2,33.1,62.2,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110111,2011-01-11,90741,CME,0,90,129480,1963,77660,577,10090,6729,107,61280,6597,1494,7934,19400,0,83445,112564,46035,16916,8722.0,505.0,9364.0,567.0,-36.0,312.0,0.0,4779.0,-2990.0,35.0,-778.0,0.0,-6.0,5066.0,7282.0,3656.0,1440.0,100,1.5,60.0,0.4,7.8,5.2,0.1,47.3,5.1,1.2,6.1,15.0,0.0,64.4,86.9,35.6,13.1,83,,19.0,,4.0,,,34.0,7.0,4.0,11.0,,0.0,58,33,19.8,45.3,32.5,60.6,19.8,45.3,32.5,60.6,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110118,2011-01-18,90741,CME,0,90,128185,2157,77932,544,10513,7272,140,58422,5848,1624,8059,19400,32,81491,112792,46694,15393,-1295.0,194.0,272.0,-33.0,423.0,543.0,33.0,-2858.0,-749.0,130.0,125.0,0.0,32.0,-1954.0,228.0,659.0,-1523.0,100,1.7,60.8,0.4,8.2,5.7,0.1,45.6,4.6,1.3,6.3,15.1,0.0,63.6,88.0,36.4,12.0,90,,19.0,,4.0,4.0,,38.0,9.0,5.0,11.0,,,62,38,19.2,45.9,30.9,61.8,19.2,45.7,30.9,61.3,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110125,2011-01-25,90741,CME,0,90,117899,2337,68040,1526,10429,6958,132,46667,6275,2227,7860,19000,32,71210,104190,46689,13709,-10286.0,180.0,-9892.0,982.0,-84.0,-314.0,-8.0,-11755.0,427.0,603.0,-199.0,-400.0,0.0,-10281.0,-8602.0,-5.0,-1684.0,100,2.0,57.7,1.3,8.8,5.9,0.1,39.6,5.3,1.9,6.7,16.1,0.0,60.4,88.4,39.6,11.6,84,,17.0,,4.0,4.0,,34.0,11.0,6.0,10.0,,,58,38,19.3,47.5,28.8,62.4,19.3,47.4,28.8,61.9,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110201,2011-02-01,90741,CME,0,90,119488,2237,66852,1539,10337,7121,142,45909,6069,2805,8612,19476,34,71615,104038,47873,15450,1589.0,-100.0,-1188.0,13.0,-92.0,163.0,10.0,-758.0,-206.0,578.0,752.0,476.0,2.0,405.0,-152.0,1184.0,1741.0,100,1.9,55.9,1.3,8.7,6.0,0.1,38.4,5.1,2.3,7.2,16.3,0.0,59.9,87.1,40.1,12.9,82,,17.0,,4.0,4.0,,30.0,11.0,6.0,11.0,,,56,39,18.0,46.3,27.5,61.4,18.0,46.2,27.5,61.0,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110208,2011-02-08,90741,CME,0,90,141604,3415,78714,2278,9611,7121,143,63582,8498,2693,9155,28000,14,90891,127461,50713,14143,22116.0,1178.0,11862.0,739.0,-726.0,0.0,1.0,17673.0,2429.0,-112.0,543.0,8524.0,-20.0,19276.0,23423.0,2840.0,-1307.0,100,2.4,55.6,1.6,6.8,5.0,0.1,44.9,6.0,1.9,6.5,19.8,0.0,64.2,90.0,35.8,10.0,83,,17.0,,4.0,4.0,,29.0,14.0,5.0,12.0,,,54,40,21.5,48.5,32.6,64.1,21.5,48.4,32.6,63.2,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110215,2011-02-15,90741,CME,0,90,140822,4207,77724,1842,9511,7025,143,67888,7362,2310,8769,28000,37,94707,124443,46115,16379,-782.0,792.0,-990.0,-436.0,-100.0,-96.0,0.0,4306.0,-1136.0,-383.0,-386.0,0.0,23.0,3816.0,-3018.0,-4598.0,2236.0,100,3.0,55.2,1.3,6.8,5.0,0.1,48.2,5.2,1.6,6.2,19.9,0.0,67.3,88.4,32.7,11.6,87,4.0,17.0,5.0,4.0,4.0,,33.0,13.0,4.0,11.0,,,59,40,19.1,48.4,31.5,63.8,19.1,48.1,31.5,62.6,"(CONTRACTS OF CAD 100,000)",F10,FutOnly
