Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
SOYBEAN MEAL - CHICAGO BOARD OF TRADE,100316,2010-03-16,26603,CBT,0,26,207243,50174,44552,34053,92345,98695,176572,177300,30671,29943,159252,44416,33078,22710,67348,77750,134474,133538,24778,25714,47991,11141,16857,5960,24997,20945,42098,43762,5893,4229,4215.0,2367.0,2811.0,4968.0,-3005.0,-4592.0,4330.0,3187.0,-115.0,1028.0,100,24.2,21.5,16.4,44.6,47.6,85.2,85.6,14.8,14.4,100,27.9,20.8,14.3,42.3,48.8,84.4,83.9,15.6,16.1,100,23.2,35.1,12.4,52.1,43.6,87.7,91.2,12.3,8.8,186,46,52,64,60,46,150,137,181,54,52,52,60,42,144,122,101,22,27,22,40,21,77,59,15.7,31.1,24.8,41.1,14.9,25.9,23.9,34.1,15.7,35.3,26.9,44.5,15.3,31.4,26.6,40.0,24.9,41.9,42.4,57.9,24.6,41.0,41.0,56.9,(CONTRACTS OF 100 TONS)
SOYBEAN MEAL - CHICAGO BOARD OF TRADE,100323,2010-03-23,26603,CBT,0,26,198307,47116,36043,30877,88923,103321,166916,170241,31391,28066,150821,41724,23249,20037,63989,84322,125750,127608,25071,23213,47486,9972,17374,6260,24934,18999,41166,42633,6320,4853,-8936.0,-3058.0,-8509.0,-3176.0,-3422.0,4626.0,-9656.0,-7059.0,720.0,-1877.0,100,23.8,18.2,15.6,44.8,52.1,84.2,85.8,15.8,14.2,100,27.7,15.4,13.3,42.4,55.9,83.4,84.6,16.6,15.4,100,21.0,36.6,13.2,52.5,40.0,86.7,89.8,13.3,10.2,174,37,51,61,58,46,144,127,170,44,50,54,58,42,138,118,98,22,25,19,38,22,73,56,15.8,33.9,25.2,43.7,14.9,29.5,24.2,37.7,16.1,36.6,27.4,45.2,15.7,33.1,27.1,41.4,24.7,41.7,38.8,56.7,24.7,40.0,38.5,54.5,(CONTRACTS OF 100 TONS)
SOYBEAN MEAL - CHICAGO BOARD OF TRADE,100330,2010-03-30,26603,CBT,0,26,195862,50144,34691,28434,85311,106932,163889,170057,31973,25805,142405,43533,20935,14998,58799,84429,117330,120362,25075,22043,53457,9378,16523,10669,26512,22503,46559,49695,6898,3762,-2445.0,3028.0,-1352.0,-2443.0,-3612.0,3611.0,-3027.0,-184.0,582.0,-2261.0,100,25.6,17.7,14.5,43.6,54.6,83.7,86.8,16.3,13.2,100,30.6,14.7,10.5,41.3,59.3,82.4,84.5,17.6,15.5,100,17.5,30.9,20.0,49.6,42.1,87.1,93.0,12.9,7.0,182,48,47,55,59,55,150,128,178,52,45,48,59,52,144,120,101,18,27,22,40,23,75,60,15.3,35.5,24.6,46.9,14.7,31.2,23.9,40.4,15.8,38.4,27.4,46.4,15.6,36.0,27.2,43.3,22.5,40.7,38.4,60.3,22.1,34.1,35.7,50.4,(CONTRACTS OF 100 TONS)
SOYBEAN MEAL - CHICAGO BOARD OF TRADE,100406,2010-04-06,26603,CBT,0,26,188093,48992,39461,25764,83611,97681,158367,162906,29726,25187,133015,41889,26203,11038,57408,74722,110335,111963,22680,21052,55078,9311,15466,12518,26203,22959,48032,50943,7046,4135,-7769.0,-1152.0,4770.0,-2670.0,-1700.0,-9251.0,-5522.0,-7151.0,-2247.0,-618.0,100,26.0,21.0,13.7,44.5,51.9,84.2,86.6,15.8,13.4,100,31.5,19.7,8.3,43.2,56.2,82.9,84.2,17.1,15.8,100,16.9,28.1,22.7,47.6,41.7,87.2,92.5,12.8,7.5,181,49,48,54,61,55,149,128,177,46,51,48,61,52,144,120,104,19,28,23,42,24,78,62,15.6,32.2,25.5,44.3,15.3,28.4,25.1,38.2,16.2,34.3,28.3,43.2,16.0,32.6,28.1,41.0,23.6,40.7,40.9,61.3,21.4,35.2,34.7,50.7,(CONTRACTS OF 100 TONS)
SOYBEAN MEAL - CHICAGO BOARD OF TRADE,100413,2010-04-13,26603,CBT,0,26,192951,49713,40083,28319,84165,100324,162197,168726,30754,24225,134477,43840,25446,11830,55397,76124,111067,113400,23410,21077,58474,9479,18243,12883,28768,24200,51130,55326,7344,3148,4858.0,721.0,622.0,2555.0,554.0,2643.0,3830.0,5820.0,1028.0,-962.0,100,25.8,20.8,14.7,43.6,52.0,84.1,87.4,15.9,12.6,100,32.6,18.9,8.8,41.2,56.6,82.6,84.3,17.4,15.7,100,16.2,31.2,22.0,49.2,41.4,87.4,94.6,12.6,5.4,184,52,47,54,60,57,150,131,179,51,48,45,60,54,144,120,109,17,33,22,41,27,75,70,14.7,33.9,24.5,44.7,14.2,29.4,24.0,38.0,15.1,35.3,26.8,44.4,14.5,33.4,26.2,42.0,23.1,44.0,41.0,63.0,20.5,35.3,34.3,48.9,(CONTRACTS OF 100 TONS)
SOYBEAN MEAL - CHICAGO BOARD OF TRADE,100420,2010-04-20,26603,CBT,0,26,209502,55390,34963,32546,87797,116673,175733,184182,33769,25320,150997,53760,25246,13124,57634,91990,124518,130360,26479,20637,58505,9306,17393,11746,30163,24683,51215,53822,7290,4683,16551.0,5677.0,-5120.0,4227.0,3632.0,16349.0,13536.0,15456.0,3015.0,1095.0,100,26.4,16.7,15.5,41.9,55.7,83.9,87.9,16.1,12.1,100,35.6,16.7,8.7,38.2,60.9,82.5,86.3,17.5,13.7,100,15.9,29.7,20.1,51.6,42.2,87.5,92.0,12.5,8.0,197,56,47,57,61,64,160,142,193,58,51,42,60,58,149,128,112,21,31,24,41,28,80,70,13.5,35.6,22.7,46.3,13.5,31.4,21.8,40.0,12.8,39.1,23.2,48.2,12.8,36.1,22.7,44.7,24.0,40.7,41.8,59.4,23.2,34.5,36.9,51.0,(CONTRACTS OF 100 TONS)
SOYBEAN MEAL - CHICAGO BOARD OF TRADE,100427,2010-04-27,26603,CBT,0,26,196807,61052,25023,23574,78469,123114,163095,171711,33712,25096,144930,58040,19257,11070,49707,94568,118817,124895,26113,20035,51877,10010,12764,5506,28762,28546,44278,46816,7599,5061,-12695.0,5662.0,-9940.0,-8972.0,-9328.0,6441.0,-12638.0,-12471.0,-57.0,-224.0,100,31.0,12.7,12.0,39.9,62.6,82.9,87.2,17.1,12.8,100,40.0,13.3,7.6,34.3,65.3,82.0,86.2,18.0,13.8,100,19.3,24.6,10.6,55.4,55.0,85.4,90.2,14.6,9.8,197,59,45,52,65,68,164,137,194,63,45,39,63,61,153,124,113,21,29,19,43,33,80,69,12.7,40.7,21.3,49.5,12.7,38.2,21.2,46.1,11.9,40.5,22.0,49.5,11.8,39.0,21.7,46.9,26.0,44.6,43.0,58.3,26.0,43.4,43.0,54.1,(CONTRACTS OF 100 TONS)
SOYBEAN MEAL - CHICAGO BOARD OF TRADE,100504,2010-05-04,26603,CBT,0,26,190267,65214,29163,20473,68881,116313,154568,165949,35699,24318,137922,61855,24787,7998,41319,85867,111172,118652,26750,19270,52345,10574,11591,5260,27562,30446,43396,47297,8949,5048,-6540.0,4162.0,4140.0,-3101.0,-9588.0,-6801.0,-8527.0,-5762.0,1987.0,-778.0,100,34.3,15.3,10.8,36.2,61.1,81.2,87.2,18.8,12.8,100,44.8,18.0,5.8,30.0,62.3,80.6,86.0,19.4,14.0,100,20.2,22.1,10.0,52.7,58.2,82.9,90.4,17.1,9.6,197,62,51,51,58,60,161,132,195,65,52,37,55,55,148,121,107,25,29,24,39,27,82,65,12.6,41.3,21.8,49.4,12.6,40.3,21.4,46.7,13.3,40.1,23.3,48.2,12.9,39.5,22.8,46.6,23.9,48.6,40.3,60.3,23.9,48.2,40.3,57.9,(CONTRACTS OF 100 TONS)
SOYBEAN MEAL - CHICAGO BOARD OF TRADE,100511,2010-05-11,26603,CBT,0,26,182333,57357,27178,21065,70226,111167,148648,159410,33685,22923,128364,53764,22701,8155,41670,79749,103589,110605,24775,17759,53969,10844,11728,5659,28556,31418,45059,48805,8910,5164,-7934.0,-7857.0,-1985.0,592.0,1345.0,-5146.0,-5920.0,-6539.0,-2014.0,-1395.0,100,31.5,14.9,11.6,38.5,61.0,81.5,87.4,18.5,12.6,100,41.9,17.7,6.4,32.5,62.1,80.7,86.2,19.3,13.8,100,20.1,21.7,10.5,52.9,58.2,83.5,90.4,16.5,9.6,195,59,49,52,63,59,159,135,190,60,50,38,60,53,147,119,112,28,29,22,40,28,82,68,13.0,41.4,22.3,49.4,13.0,39.4,21.9,45.9,13.7,40.9,23.7,49.8,13.3,39.5,23.1,47.3,23.7,46.0,40.1,56.4,23.7,45.3,40.1,52.2,(CONTRACTS OF 100 TONS)
SOYBEAN MEAL - CHICAGO BOARD OF TRADE,100518,2010-05-18,26603,CBT,0,26,176145,50929,22944,19960,73723,109722,144612,152626,31533,23519,120515,47273,19803,7097,44094,75445,98464,102345,22051,18170,55630,11171,10656,5348,29629,34277,46148,50281,9482,5349,-6188.0,-6428.0,-4234.0,-1105.0,3497.0,-1445.0,-4036.0,-6784.0,-2152.0,596.0,100,28.9,13.0,11.3,41.9,62.3,82.1,86.6,17.9,13.4,100,39.2,16.4,5.9,36.6,62.6,81.7,84.9,18.3,15.1,100,20.1,19.2,9.6,53.3,61.6,83.0,90.4,17.0,9.6,180,52,44,48,59,58,148,123,175,55,43,32,56,49,134,105,106,27,24,20,38,30,78,65,13.0,39.2,22.5,47.8,13.0,37.0,21.7,43.5,14.2,38.6,24.4,47.7,13.6,36.9,23.2,44.2,24.2,46.2,40.5,57.9,24.1,45.1,40.4,54.0,(CONTRACTS OF 100 TONS)
