Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100316,2010-03-16,13874A,CME,0,138,3578829,701546,532280,51529,2412454,2430102,3165529,3013911,413300,564918,3578829,701546,532280,51529,2412454,2430102,3165529,3013911,413300,564918,0,0,0,0,0,0,0,0,0,0,606885.0,-3826.0,30043.0,14941.0,386573.0,304041.0,397688.0,349025.0,209197.0,257860.0,100,19.6,14.9,1.4,67.4,67.9,88.5,84.2,11.5,15.8,100,19.6,14.9,1.4,67.4,67.9,88.5,84.2,11.5,15.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,102,105,60,177,191,307,330,467,102,105,60,177,191,307,330,0,0,0,0,0,0,0,0,25.2,16.9,35.5,23.8,21.6,12.7,29.0,19.1,25.2,16.9,35.5,23.8,21.6,12.7,29.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX)
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100323,2010-03-23,13874A,CME,0,138,2348917,351567,375215,25940,1644247,1710373,2021754,2111528,327163,237389,2348917,351567,375215,25940,1644247,1710373,2021754,2111528,327163,237389,0,0,0,0,0,0,0,0,0,0,-1229912.0,-349979.0,-157065.0,-25589.0,-768207.0,-719729.0,-1143775.0,-902383.0,-86137.0,-327529.0,100,15.0,16.0,1.1,70.0,72.8,86.1,89.9,13.9,10.1,100,15.0,16.0,1.1,70.0,72.8,86.1,89.9,13.9,10.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,103,100,31,136,172,253,289,451,103,100,31,136,172,253,289,0,0,0,0,0,0,0,0,22.1,14.2,33.5,22.8,21.3,10.9,29.9,18.1,22.1,14.2,33.5,22.8,21.3,10.9,29.9,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX)
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100330,2010-03-30,13874A,CME,0,138,2419469,296557,306195,39298,1765846,1856916,2101701,2202409,317768,217060,2419469,296557,306195,39298,1765846,1856916,2101701,2202409,317768,217060,0,0,0,0,0,0,0,0,0,0,70552.0,-55010.0,-69020.0,13358.0,121599.0,146543.0,79947.0,90881.0,-9395.0,-20329.0,100,12.3,12.7,1.6,73.0,76.7,86.9,91.0,13.1,9.0,100,12.3,12.7,1.6,73.0,76.7,86.9,91.0,13.1,9.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459,97,104,32,143,177,254,299,459,97,104,32,143,177,254,299,0,0,0,0,0,0,0,0,21.3,13.6,32.4,21.8,20.4,10.4,29.0,17.5,21.3,13.6,32.4,21.8,20.4,10.4,29.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX)
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100406,2010-04-06,13874A,CME,0,138,2408236,298248,309286,40448,1765619,1830060,2104315,2179794,303921,228442,2408236,298248,309286,40448,1765619,1830060,2104315,2179794,303921,228442,0,0,0,0,0,0,0,0,0,0,-11233.0,1691.0,3091.0,1150.0,-227.0,-26856.0,2614.0,-22615.0,-13847.0,11382.0,100,12.4,12.8,1.7,73.3,76.0,87.4,90.5,12.6,9.5,100,12.4,12.8,1.7,73.3,76.0,87.4,90.5,12.6,9.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,97,103,35,153,176,267,297,464,97,103,35,153,176,267,297,0,0,0,0,0,0,0,0,20.8,13.7,32.1,22.2,20.0,10.1,28.2,17.8,20.8,13.7,32.1,22.2,20.0,10.1,28.2,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX)
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100413,2010-04-13,13874A,CME,0,138,2426056,294221,336297,25554,1790849,1838725,2110624,2200576,315432,225480,2426056,294221,336297,25554,1790849,1838725,2110624,2200576,315432,225480,0,0,0,0,0,0,0,0,0,0,17820.0,-4027.0,27011.0,-14894.0,25230.0,8665.0,6309.0,20782.0,11511.0,-2962.0,100,12.1,13.9,1.1,73.8,75.8,87.0,90.7,13.0,9.3,100,12.1,13.9,1.1,73.8,75.8,87.0,90.7,13.0,9.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472,95,107,34,154,183,266,307,472,95,107,34,154,183,266,307,0,0,0,0,0,0,0,0,21.0,13.6,31.7,22.0,19.7,9.6,27.7,17.4,21.0,13.6,31.7,22.0,19.7,9.6,27.7,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX)
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100420,2010-04-20,13874A,CME,0,138,2496089,307929,359109,25633,1858429,1864025,2191991,2248767,304098,247322,2496089,307929,359109,25633,1858429,1864025,2191991,2248767,304098,247322,0,0,0,0,0,0,0,0,0,0,70033.0,13708.0,22812.0,79.0,67580.0,25300.0,81367.0,48191.0,-11334.0,21842.0,100,12.3,14.4,1.0,74.5,74.7,87.8,90.1,12.2,9.9,100,12.3,14.4,1.0,74.5,74.7,87.8,90.1,12.2,9.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,82,107,31,157,194,257,314,464,82,107,31,157,194,257,314,0,0,0,0,0,0,0,0,20.6,13.4,31.5,21.4,19.2,9.2,27.2,16.7,20.6,13.4,31.5,21.4,19.2,9.2,27.2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX)
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100427,2010-04-27,13874A,CME,0,138,2575827,344195,393715,36782,1903344,1916129,2284321,2346626,291506,229201,2575827,344195,393715,36782,1903344,1916129,2284321,2346626,291506,229201,0,0,0,0,0,0,0,0,0,0,79738.0,36266.0,34606.0,11149.0,44915.0,52104.0,92330.0,97859.0,-12592.0,-18121.0,100,13.4,15.3,1.4,73.9,74.4,88.7,91.1,11.3,8.9,100,13.4,15.3,1.4,73.9,74.4,88.7,91.1,11.3,8.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490,90,117,31,163,199,270,330,490,90,117,31,163,199,270,330,0,0,0,0,0,0,0,0,20.2,13.0,30.9,20.6,18.4,8.9,26.3,16.3,20.2,13.0,30.9,20.6,18.4,8.9,26.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX)
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100504,2010-05-04,13874A,CME,0,138,2566615,362531,411097,41294,1851786,1857475,2255611,2309866,311004,256749,2566615,362531,411097,41294,1851786,1857475,2255611,2309866,311004,256749,0,0,0,0,0,0,0,0,0,0,-9212.0,18336.0,17382.0,4512.0,-51558.0,-58654.0,-28710.0,-36760.0,19498.0,27548.0,100,14.1,16.0,1.6,72.1,72.4,87.9,90.0,12.1,10.0,100,14.1,16.0,1.6,72.1,72.4,87.9,90.0,12.1,10.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489,88,123,36,163,190,272,328,489,88,123,36,163,190,272,328,0,0,0,0,0,0,0,0,20.8,13.7,31.2,21.5,18.6,9.3,26.6,17.1,20.8,13.7,31.2,21.5,18.6,9.3,26.6,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX)
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100511,2010-05-11,13874A,CME,0,138,2659978,363732,359302,34996,1874678,1994821,2273406,2389119,386572,270859,2659978,363732,359302,34996,1874678,1994821,2273406,2389119,386572,270859,0,0,0,0,0,0,0,0,0,0,93363.0,1201.0,-51795.0,-6298.0,22892.0,137346.0,17795.0,79253.0,75568.0,14110.0,100,13.7,13.5,1.3,70.5,75.0,85.5,89.8,14.5,10.2,100,13.7,13.5,1.3,70.5,75.0,85.5,89.8,14.5,10.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486,86,118,33,167,192,275,323,486,86,118,33,167,192,275,323,0,0,0,0,0,0,0,0,20.7,13.6,30.9,21.0,18.3,9.3,26.1,16.7,20.7,13.6,30.9,21.0,18.3,9.3,26.1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX)
E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,100518,2010-05-18,13874A,CME,0,138,2641156,329592,328425,31784,1914757,2046391,2276133,2406600,365023,234556,2641156,329592,328425,31784,1914757,2046391,2276133,2406600,365023,234556,0,0,0,0,0,0,0,0,0,0,-18822.0,-34140.0,-30877.0,-3212.0,40079.0,51570.0,2727.0,17481.0,-21549.0,-36303.0,100,12.5,12.4,1.2,72.5,77.5,86.2,91.1,13.8,8.9,100,12.5,12.4,1.2,72.5,77.5,86.2,91.1,13.8,8.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483,92,111,37,167,190,280,317,483,92,111,37,167,190,280,317,0,0,0,0,0,0,0,0,20.7,14.2,30.9,22.5,18.0,10.2,26.5,18.3,20.7,14.2,30.9,22.5,18.0,10.2,26.5,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX)
