Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
U.S. DOLLAR INDEX - ICE FUTURES U.S.,100316,2010-03-16,98662,ICUS,1,98,46920,34602,5822,2345,5455,36712,42402,44879,4518,2041,46920,34602,5822,2345,5455,36712,42402,44879,4518,2041,0,0,0,0,0,0,0,0,0,0,-11201.0,-5878.0,1287.0,-1776.0,-2486.0,-10360.0,-10140.0,-10849.0,-1061.0,-352.0,100,73.7,12.4,5.0,11.6,78.2,90.4,95.7,9.6,4.3,100,73.7,12.4,5.0,11.6,78.2,90.4,95.7,9.6,4.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,36,25,5,11,8,49,37,77,36,25,5,11,8,49,37,0,0,0,0,0,0,0,0,61.6,78.6,75.7,86.1,61.2,72.1,67.3,76.7,61.6,78.6,75.7,86.1,61.2,72.1,67.3,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(U.S. DOLLAR INDEX X $1000)
U.S. DOLLAR INDEX - ICE FUTURES U.S.,100323,2010-03-23,98662,ICUS,1,98,51403,38354,6157,2284,5577,40702,46215,49143,5188,2260,51403,38354,6157,2284,5577,40702,46215,49143,5188,2260,0,0,0,0,0,0,0,0,0,0,4483.0,3752.0,335.0,-61.0,122.0,3990.0,3813.0,4264.0,670.0,219.0,100,74.6,12.0,4.4,10.8,79.2,89.9,95.6,10.1,4.4,100,74.6,12.0,4.4,10.8,79.2,89.9,95.6,10.1,4.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,42,29,5,9,8,53,41,85,42,29,5,9,8,53,41,0,0,0,0,0,0,0,0,61.7,79.4,72.8,85.6,60.7,72.9,67.2,77.6,61.7,79.4,72.8,85.6,60.7,72.9,67.2,77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(U.S. DOLLAR INDEX X $1000)
U.S. DOLLAR INDEX - ICE FUTURES U.S.,100330,2010-03-30,98662,ICUS,1,98,60419,46012,10849,2192,6490,45801,54694,58842,5725,1577,60419,46012,10849,2192,6490,45801,54694,58842,5725,1577,0,0,0,0,0,0,0,0,0,0,9016.0,7658.0,4692.0,-92.0,913.0,5099.0,8479.0,9699.0,537.0,-683.0,100,76.2,18.0,3.6,10.7,75.8,90.5,97.4,9.5,2.6,100,76.2,18.0,3.6,10.7,75.8,90.5,97.4,9.5,2.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,48,21,3,13,7,63,31,87,48,21,3,13,7,63,31,0,0,0,0,0,0,0,0,60.0,79.2,69.9,87.7,59.8,75.8,66.1,81.9,60.0,79.2,69.9,87.7,59.8,75.8,66.1,81.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(U.S. DOLLAR INDEX X $1000)
U.S. DOLLAR INDEX - ICE FUTURES U.S.,100406,2010-04-06,98662,ICUS,1,98,50152,35246,5092,2196,6861,40067,44303,47355,5849,2797,50152,35246,5092,2196,6861,40067,44303,47355,5849,2797,0,0,0,0,0,0,0,0,0,0,-10267.0,-10766.0,-5757.0,4.0,371.0,-5734.0,-10391.0,-11487.0,124.0,1220.0,100,70.3,10.2,4.4,13.7,79.9,88.3,94.4,11.7,5.6,100,70.3,10.2,4.4,13.7,79.9,88.3,94.4,11.7,5.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,51,17,5,13,7,67,29,86,51,17,5,13,7,67,29,0,0,0,0,0,0,0,0,51.7,81.6,64.0,87.6,51.1,75.4,58.4,79.3,51.7,81.6,64.0,87.6,51.1,75.4,58.4,79.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(U.S. DOLLAR INDEX X $1000)
U.S. DOLLAR INDEX - ICE FUTURES U.S.,100413,2010-04-13,98662,ICUS,1,98,46766,33177,5501,2090,6038,36458,41305,44049,5461,2717,46766,33177,5501,2090,6038,36458,41305,44049,5461,2717,0,0,0,0,0,0,0,0,0,0,-3386.0,-2069.0,409.0,-106.0,-823.0,-3609.0,-2998.0,-3306.0,-388.0,-80.0,100,70.9,11.8,4.5,12.9,78.0,88.3,94.2,11.7,5.8,100,70.9,11.8,4.5,12.9,78.0,88.3,94.2,11.7,5.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,44,22,7,14,9,61,36,84,44,22,7,14,9,61,36,0,0,0,0,0,0,0,0,54.3,79.5,66.1,86.1,53.2,73.0,61.3,77.4,54.3,79.5,66.1,86.1,53.2,73.0,61.3,77.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(U.S. DOLLAR INDEX X $1000)
U.S. DOLLAR INDEX - ICE FUTURES U.S.,100420,2010-04-20,98662,ICUS,1,98,44558,31385,6405,2159,5908,33371,39452,41935,5106,2623,44558,31385,6405,2159,5908,33371,39452,41935,5106,2623,0,0,0,0,0,0,0,0,0,0,-2208.0,-1792.0,904.0,69.0,-130.0,-3087.0,-1853.0,-2114.0,-355.0,-94.0,100,70.4,14.4,4.8,13.3,74.9,88.5,94.1,11.5,5.9,100,70.4,14.4,4.8,13.3,74.9,88.5,94.1,11.5,5.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,37,23,7,14,9,55,38,80,37,23,7,14,9,55,38,0,0,0,0,0,0,0,0,57.4,79.0,67.3,86.1,55.6,72.8,62.3,77.3,57.4,79.0,67.3,86.1,55.6,72.8,62.3,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(U.S. DOLLAR INDEX X $1000)
U.S. DOLLAR INDEX - ICE FUTURES U.S.,100427,2010-04-27,98662,ICUS,1,98,47054,33093,7348,2173,5984,35117,41250,44638,5804,2416,47054,33093,7348,2173,5984,35117,41250,44638,5804,2416,0,0,0,0,0,0,0,0,0,0,2496.0,1708.0,943.0,14.0,76.0,1746.0,1798.0,2703.0,698.0,-207.0,100,70.3,15.6,4.6,12.7,74.6,87.7,94.9,12.3,5.1,100,70.3,15.6,4.6,12.7,74.6,87.7,94.9,12.3,5.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,44,26,5,16,8,64,38,91,44,26,5,16,8,64,38,0,0,0,0,0,0,0,0,49.0,76.4,61.3,84.7,48.7,71.8,58.1,77.3,49.0,76.4,61.3,84.7,48.7,71.8,58.1,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(U.S. DOLLAR INDEX X $1000)
U.S. DOLLAR INDEX - ICE FUTURES U.S.,100504,2010-05-04,98662,ICUS,1,98,48517,35112,5443,2187,5961,38614,43260,46244,5257,2273,48517,35112,5443,2187,5961,38614,43260,46244,5257,2273,0,0,0,0,0,0,0,0,0,0,1463.0,2019.0,-1905.0,14.0,-23.0,3497.0,2010.0,1606.0,-547.0,-143.0,100,72.4,11.2,4.5,12.3,79.6,89.2,95.3,10.8,4.7,100,72.4,11.2,4.5,12.3,79.6,89.2,95.3,10.8,4.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,46,22,5,16,8,66,34,89,46,22,5,16,8,66,34,0,0,0,0,0,0,0,0,50.4,81.4,62.0,88.2,50.4,77.5,59.5,81.3,50.4,81.4,62.0,88.2,50.4,77.5,59.5,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(U.S. DOLLAR INDEX X $1000)
U.S. DOLLAR INDEX - ICE FUTURES U.S.,100511,2010-05-11,98662,ICUS,1,98,42824,29446,3361,2171,5508,34848,37125,40380,5699,2444,42824,29446,3361,2171,5508,34848,37125,40380,5699,2444,0,0,0,0,0,0,0,0,0,0,-5693.0,-5666.0,-2082.0,-16.0,-453.0,-3766.0,-6135.0,-5864.0,442.0,171.0,100,68.8,7.8,5.1,12.9,81.4,86.7,94.3,13.3,5.7,100,68.8,7.8,5.1,12.9,81.4,86.7,94.3,13.3,5.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,40,17,5,14,9,58,29,76,40,17,5,14,9,58,29,0,0,0,0,0,0,0,0,49.0,81.9,62.2,88.3,49.0,76.1,57.0,80.4,49.0,81.9,62.2,88.3,49.0,76.1,57.0,80.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(U.S. DOLLAR INDEX X $1000)
U.S. DOLLAR INDEX - ICE FUTURES U.S.,100518,2010-05-18,98662,ICUS,1,98,39545,26794,2898,2137,5433,32271,34364,37306,5181,2239,39545,26794,2898,2137,5433,32271,34364,37306,5181,2239,0,0,0,0,0,0,0,0,0,0,-3279.0,-2652.0,-463.0,-34.0,-75.0,-2577.0,-2761.0,-3074.0,-518.0,-205.0,100,67.8,7.3,5.4,13.7,81.6,86.9,94.3,13.1,5.7,100,67.8,7.3,5.4,13.7,81.6,86.9,94.3,13.1,5.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,40,18,5,14,9,58,29,77,40,18,5,14,9,58,29,0,0,0,0,0,0,0,0,47.8,81.1,60.4,88.2,45.8,74.8,55.2,79.5,47.8,81.1,60.4,88.2,45.8,74.8,55.2,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(U.S. DOLLAR INDEX X $1000)
