Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100316,2010-03-16,45601,CBT,0,45,676200,90830,78991,89284,455694,455237,635808,623512,40392,52688,676200,90830,78991,89284,455694,455237,635808,623512,40392,52688,0,0,0,0,0,0,0,0,0,0,40864.0,16676.0,-4354.0,1748.0,19336.0,39699.0,37760.0,37093.0,3104.0,3771.0,100,13.4,11.7,13.2,67.4,67.3,94.0,92.2,6.0,7.8,100,13.4,11.7,13.2,67.4,67.3,94.0,92.2,6.0,7.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,22,28,32,57,66,96,112,125,22,28,32,57,66,96,112,0,0,0,0,0,0,0,0,32.9,29.4,48.1,43.6,23.6,10.5,28.6,16.6,32.9,29.4,48.1,43.6,23.6,10.5,28.6,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $5,000,000)"
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100323,2010-03-23,45601,CBT,0,45,686462,94037,79888,93977,459714,460281,647728,634146,38734,52316,686462,94037,79888,93977,459714,460281,647728,634146,38734,52316,0,0,0,0,0,0,0,0,0,0,10262.0,3207.0,897.0,4693.0,4020.0,5044.0,11920.0,10634.0,-1658.0,-372.0,100,13.7,11.6,13.7,67.0,67.1,94.4,92.4,5.6,7.6,100,13.7,11.6,13.7,67.0,67.1,94.4,92.4,5.6,7.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,20,29,34,57,68,98,116,128,20,29,34,57,68,98,116,0,0,0,0,0,0,0,0,31.4,31.3,46.8,45.2,23.5,13.0,28.4,18.9,31.4,31.3,46.8,45.2,23.5,13.0,28.4,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $5,000,000)"
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100330,2010-03-30,45601,CBT,0,45,694137,110674,62392,94823,450170,485360,655667,642575,38470,51562,694137,110674,62392,94823,450170,485360,655667,642575,38470,51562,0,0,0,0,0,0,0,0,0,0,7675.0,16637.0,-17496.0,846.0,-9544.0,25079.0,7939.0,8429.0,-264.0,-754.0,100,15.9,9.0,13.7,64.9,69.9,94.5,92.6,5.5,7.4,100,15.9,9.0,13.7,64.9,69.9,94.5,92.6,5.5,7.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,20,26,34,60,69,101,116,129,20,26,34,60,69,101,116,0,0,0,0,0,0,0,0,31.1,32.9,45.9,46.7,23.2,15.8,29.7,21.7,31.1,32.9,45.9,46.7,23.2,15.8,29.7,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $5,000,000)"
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100406,2010-04-06,45601,CBT,0,45,649491,128764,53494,86328,392952,453090,608044,592912,41447,56579,649491,128764,53494,86328,392952,453090,608044,592912,41447,56579,0,0,0,0,0,0,0,0,0,0,-44646.0,18090.0,-8898.0,-8495.0,-57218.0,-32270.0,-47623.0,-49663.0,2977.0,5017.0,100,19.8,8.2,13.3,60.5,69.8,93.6,91.3,6.4,8.7,100,19.8,8.2,13.3,60.5,69.8,93.6,91.3,6.4,8.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,25,20,32,49,61,91,106,118,25,20,32,49,61,91,106,0,0,0,0,0,0,0,0,31.4,33.5,46.8,47.4,23.8,17.0,30.5,22.1,31.4,33.5,46.8,47.4,23.8,17.0,30.5,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $5,000,000)"
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100413,2010-04-13,45601,CBT,0,45,664230,140495,52569,85767,397804,472877,624066,611213,40164,53017,664230,140495,52569,85767,397804,472877,624066,611213,40164,53017,0,0,0,0,0,0,0,0,0,0,14739.0,11731.0,-925.0,-561.0,4852.0,19787.0,16022.0,18301.0,-1283.0,-3562.0,100,21.2,7.9,12.9,59.9,71.2,94.0,92.0,6.0,8.0,100,21.2,7.9,12.9,59.9,71.2,94.0,92.0,6.0,8.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,24,21,35,50,61,93,108,118,24,21,35,50,61,93,108,0,0,0,0,0,0,0,0,30.9,33.9,46.6,47.1,24.5,17.8,31.1,22.7,30.9,33.9,46.6,47.1,24.5,17.8,31.1,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $5,000,000)"
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100420,2010-04-20,45601,CBT,0,45,680688,148720,54213,90747,401589,483106,641056,628066,39632,52622,680688,148720,54213,90747,401589,483106,641056,628066,39632,52622,0,0,0,0,0,0,0,0,0,0,16458.0,8225.0,1644.0,4980.0,3785.0,10229.0,16990.0,16853.0,-532.0,-395.0,100,21.8,8.0,13.3,59.0,71.0,94.2,92.3,5.8,7.7,100,21.8,8.0,13.3,59.0,71.0,94.2,92.3,5.8,7.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,28,23,40,51,61,100,112,124,28,23,40,51,61,100,112,0,0,0,0,0,0,0,0,29.9,34.2,45.0,46.1,23.4,17.8,30.7,23.2,29.9,34.2,45.0,46.1,23.4,17.8,30.7,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $5,000,000)"
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100427,2010-04-27,45601,CBT,0,45,688191,130987,51616,61118,454213,520483,646318,633217,41873,54974,688191,130987,51616,61118,454213,520483,646318,633217,41873,54974,0,0,0,0,0,0,0,0,0,0,7503.0,-17733.0,-2597.0,-29629.0,52624.0,37377.0,5262.0,5151.0,2241.0,2352.0,100,19.0,7.5,8.9,66.0,75.6,93.9,92.0,6.1,8.0,100,19.0,7.5,8.9,66.0,75.6,93.9,92.0,6.1,8.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,25,22,30,58,63,97,104,120,25,22,30,58,63,97,104,0,0,0,0,0,0,0,0,27.9,35.3,44.1,46.8,23.5,19.7,31.5,25.2,27.9,35.3,44.1,46.8,23.5,19.7,31.5,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $5,000,000)"
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100504,2010-05-04,45601,CBT,0,45,634603,136288,21514,59040,396414,499168,591742,579722,42861,54881,634603,136288,21514,59040,396414,499168,591742,579722,42861,54881,0,0,0,0,0,0,0,0,0,0,-53588.0,5301.0,-30102.0,-2078.0,-57799.0,-21315.0,-54576.0,-53495.0,988.0,-93.0,100,21.5,3.4,9.3,62.5,78.7,93.2,91.4,6.8,8.6,100,21.5,3.4,9.3,62.5,78.7,93.2,91.4,6.8,8.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,26,18,32,55,58,95,100,114,26,18,32,55,58,95,100,0,0,0,0,0,0,0,0,27.9,38.8,44.4,50.1,23.5,21.0,31.5,28.1,27.9,38.8,44.4,50.1,23.5,21.0,31.5,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $5,000,000)"
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100511,2010-05-11,45601,CBT,0,45,618126,125349,18991,58511,386585,481749,570445,559251,47681,58875,618126,125349,18991,58511,386585,481749,570445,559251,47681,58875,0,0,0,0,0,0,0,0,0,0,-16477.0,-10939.0,-2523.0,-529.0,-9829.0,-17419.0,-21297.0,-20471.0,4820.0,3994.0,100,20.3,3.1,9.5,62.5,77.9,92.3,90.5,7.7,9.5,100,20.3,3.1,9.5,62.5,77.9,92.3,90.5,7.7,9.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,25,17,28,52,54,89,92,106,25,17,28,52,54,89,92,0,0,0,0,0,0,0,0,30.9,39.2,47.4,51.2,23.7,20.2,31.7,27.4,30.9,39.2,47.4,51.2,23.7,20.2,31.7,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $5,000,000)"
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100518,2010-05-18,45601,CBT,0,45,658369,140323,22726,59644,415231,519695,615198,602065,43171,56304,658369,140323,22726,59644,415231,519695,615198,602065,43171,56304,0,0,0,0,0,0,0,0,0,0,40243.0,14974.0,3735.0,1133.0,28646.0,37946.0,44753.0,42814.0,-4510.0,-2571.0,100,21.3,3.5,9.1,63.1,78.9,93.4,91.4,6.6,8.6,100,21.3,3.5,9.1,63.1,78.9,93.4,91.4,6.6,8.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,27,17,30,53,57,93,96,113,27,17,30,53,57,93,96,0,0,0,0,0,0,0,0,31.3,38.1,47.6,50.1,23.6,20.0,32.3,26.5,31.3,38.1,47.6,50.1,23.6,20.0,32.3,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $5,000,000)"
