Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,100928,2010-09-28,45601,CBT,0,45,622161,138537,254311,200920,17605,127,1521,147295,33177,77985,1456,2632,1267,586586,571940,35575,50221,24468.0,11396.0,21433.0,2375.0,532.0,-44.0,213.0,5145.0,576.0,3148.0,196.0,612.0,-86.0,22919.0,28227.0,1549.0,-3759.0,100,22.3,40.9,32.3,2.8,0.0,0.2,23.7,5.3,12.5,0.2,0.4,0.2,94.3,91.9,5.7,8.1,108,22.0,26.0,38.0,,,,32.0,17.0,31.0,,,,95,85,32.4,43.4,48.7,55.5,22.1,26.4,33.7,34.7,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101005,2010-10-05,45601,CBT,0,45,582320,142930,238492,181375,14692,107,1521,122602,29852,79220,4334,1406,535,547209,532508,35111,49812,-39841.0,4393.0,-15819.0,-19545.0,-2913.0,-20.0,0.0,-24693.0,-3325.0,1235.0,2878.0,-1226.0,-732.0,-39377.0,-39432.0,-464.0,-409.0,100,24.5,41.0,31.1,2.5,0.0,0.3,21.1,5.1,13.6,0.7,0.2,0.1,94.0,91.4,6.0,8.6,104,23.0,26.0,36.0,,,,25.0,18.0,29.0,,,,89,82,33.7,42.1,50.7,54.9,23.8,25.3,34.8,34.0,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101012,2010-10-12,45601,CBT,0,45,596498,141863,244375,193494,15413,170,1858,127228,27955,79569,4453,1210,686,564564,549317,31934,47181,14178.0,-1067.0,5883.0,12119.0,721.0,63.0,337.0,4626.0,-1897.0,349.0,119.0,-196.0,151.0,17355.0,16809.0,-3177.0,-2631.0,100,23.8,41.0,32.4,2.6,0.0,0.3,21.3,4.7,13.3,0.7,0.2,0.1,94.6,92.1,5.4,7.9,106,26.0,27.0,38.0,,,,25.0,16.0,30.0,,,,92,84,33.8,42.1,50.0,54.6,23.6,25.6,34.1,34.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101019,2010-10-19,45601,CBT,0,45,607252,128630,239936,204583,14915,170,1858,136325,29454,79131,4617,741,995,571054,556868,36198,50384,10754.0,-13233.0,-4439.0,11089.0,-498.0,0.0,0.0,9097.0,1499.0,-438.0,164.0,-469.0,309.0,6490.0,7551.0,4264.0,3203.0,100,21.2,39.5,33.7,2.5,0.0,0.3,22.4,4.9,13.0,0.8,0.1,0.2,94.0,91.7,6.0,8.3,106,25.0,27.0,38.0,,,,27.0,16.0,28.0,,,,92,82,34.3,41.1,50.0,53.6,23.7,24.7,33.4,33.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101026,2010-10-26,45601,CBT,0,45,613027,132925,250291,201499,2324,170,1858,140210,28094,79539,18558,1080,942,577855,563473,35172,49554,5775.0,4295.0,10355.0,-3084.0,-12591.0,0.0,0.0,3885.0,-1360.0,408.0,13941.0,339.0,-53.0,6801.0,6605.0,-1026.0,-830.0,100,21.7,40.8,32.9,0.4,0.0,0.3,22.9,4.6,13.0,3.0,0.2,0.2,94.3,91.9,5.7,8.1,109,27.0,27.0,39.0,,,,27.0,17.0,30.0,,,,96,85,34.7,40.8,49.5,53.8,23.0,25.8,33.2,34.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101102,2010-11-02,45601,CBT,0,45,558298,120740,216024,191018,1500,1492,1353,121633,27229,71117,16536,1345,981,524878,510559,33420,47739,-54729.0,-12185.0,-34267.0,-10481.0,-824.0,1322.0,-505.0,-18577.0,-865.0,-8422.0,-2022.0,265.0,39.0,-52977.0,-52914.0,-1752.0,-1815.0,100,21.6,38.7,34.2,0.3,0.3,0.2,21.8,4.9,12.7,3.0,0.2,0.2,94.0,91.4,6.0,8.6,103,26.0,25.0,35.0,,4.0,,24.0,13.0,26.0,,,,88,78,33.3,41.0,48.8,55.2,19.4,24.4,30.0,32.9,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101109,2010-11-09,45601,CBT,0,45,593896,126335,224492,209709,3000,625,1603,121388,28863,74514,19861,1786,855,557265,542447,36631,51449,35598.0,5595.0,8468.0,18691.0,1500.0,-867.0,250.0,-245.0,1634.0,3397.0,3325.0,441.0,-126.0,32387.0,31888.0,3211.0,3710.0,100,21.3,37.8,35.3,0.5,0.1,0.3,20.4,4.9,12.5,3.3,0.3,0.1,93.8,91.3,6.2,8.7,97,26.0,24.0,37.0,,,,24.0,13.0,24.0,,,,86,74,30.0,39.9,45.0,55.0,17.1,24.1,27.9,32.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101116,2010-11-16,45601,CBT,0,45,576187,112352,219055,211792,3760,2194,1203,126555,25168,66603,16842,1497,901,540008,528413,36179,47774,-17709.0,-13983.0,-5437.0,2083.0,760.0,1569.0,-400.0,5167.0,-3695.0,-7911.0,-3019.0,-289.0,46.0,-17257.0,-14034.0,-452.0,-3675.0,100,19.5,38.0,36.8,0.7,0.4,0.2,22.0,4.4,11.6,2.9,0.3,0.2,93.7,91.7,6.3,8.3,99,27.0,25.0,35.0,,4.0,,23.0,13.0,23.0,,,,86,73,30.2,39.7,46.1,55.5,17.5,24.2,27.5,32.7,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101123,2010-11-23,45601,CBT,0,45,597916,110129,215234,225719,3000,1324,953,132809,27848,67789,16446,3533,2100,558945,544500,38971,53416,21729.0,-2223.0,-3821.0,13927.0,-760.0,-870.0,-250.0,6254.0,2680.0,1186.0,-396.0,2036.0,1199.0,18937.0,16087.0,2792.0,5642.0,100,18.4,36.0,37.8,0.5,0.2,0.2,22.2,4.7,11.3,2.8,0.6,0.4,93.5,91.1,6.5,8.9,98,31.0,21.0,38.0,,4.0,,20.0,15.0,23.0,,,,86,75,29.1,39.0,45.6,54.1,17.9,23.0,27.8,31.6,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101130,2010-11-30,45601,CBT,0,45,626706,105846,233815,230192,3000,1202,953,157327,23987,69301,20474,10438,2543,589636,572431,37070,54275,28790.0,-4283.0,18581.0,4473.0,0.0,-122.0,0.0,24518.0,-3861.0,1512.0,4028.0,6905.0,443.0,30691.0,27931.0,-1901.0,859.0,100,16.9,37.3,36.7,0.5,0.2,0.2,25.1,3.8,11.1,3.3,1.7,0.4,94.1,91.3,5.9,8.7,108,30.0,23.0,39.0,,4.0,,30.0,13.0,25.0,,,,95,79,28.7,38.6,45.4,54.3,18.3,23.3,27.3,31.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101207,2010-12-07,45601,CBT,0,45,543323,100284,206322,194729,3400,80,1303,132349,21035,54937,22593,12938,2167,511762,493511,31561,49812,-83383.0,-5562.0,-27493.0,-35463.0,400.0,-1122.0,350.0,-24978.0,-2952.0,-14364.0,2119.0,2500.0,-376.0,-77874.0,-78920.0,-5509.0,-4463.0,100,18.5,38.0,35.8,0.6,0.0,0.2,24.4,3.9,10.1,4.2,2.4,0.4,94.2,90.8,5.8,9.2,98,28.0,22.0,35.0,,,,25.0,12.0,26.0,,,,85,76,32.1,39.0,47.7,56.0,20.1,20.8,29.5,31.8,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101214,2010-12-14,45601,CBT,0,45,562535,97989,221162,200017,3821,1080,1153,141548,19061,55751,28468,13203,2749,531496,514176,31039,48359,19212.0,-2295.0,14840.0,5288.0,421.0,1000.0,-150.0,9199.0,-1974.0,814.0,5875.0,265.0,582.0,19734.0,20665.0,-522.0,-1453.0,100,17.4,39.3,35.6,0.7,0.2,0.2,25.2,3.4,9.9,5.1,2.3,0.5,94.5,91.4,5.5,8.6,98,25.0,23.0,35.0,,,,24.0,12.0,27.0,,,,83,79,31.0,38.7,47.4,54.9,21.5,20.1,32.7,30.7,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101221,2010-12-21,45601,CBT,0,45,574405,104892,231102,206467,3821,1844,1153,143930,18657,56777,26678,15703,2793,546511,534496,27894,39909,11870.0,6903.0,9940.0,6450.0,0.0,764.0,0.0,2382.0,-404.0,1026.0,-1790.0,2500.0,44.0,15015.0,20320.0,-3145.0,-8450.0,100,18.3,40.2,35.9,0.7,0.3,0.2,25.1,3.2,9.9,4.6,2.7,0.5,95.1,93.1,4.9,6.9,104,26.0,26.0,36.0,,,,23.0,14.0,27.0,,,,87,83,30.4,38.5,47.6,55.5,21.9,20.0,32.3,30.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,101228,2010-12-28,45601,CBT,0,45,575278,106544,236156,208269,3821,1724,1165,144241,15371,53900,26678,15712,4026,548644,536323,26634,38955,873.0,1652.0,5054.0,1802.0,0.0,-120.0,12.0,311.0,-3286.0,-2877.0,0.0,9.0,1233.0,2133.0,1827.0,-1260.0,-954.0,100,18.5,41.1,36.2,0.7,0.3,0.2,25.1,2.7,9.4,4.6,2.7,0.7,95.4,93.2,4.6,6.8,105,25.0,28.0,36.0,,,,23.0,14.0,26.0,,,,88,83,31.0,39.0,48.4,56.0,22.5,20.3,33.0,30.5,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,110104,2011-01-04,45601,CBT,0,45,514212,88996,167744,219741,3728,1956,1495,94022,14088,52190,23663,15703,3753,487588,476670,26624,37542,-61066.0,-17548.0,-68412.0,11472.0,-93.0,232.0,330.0,-50219.0,-1283.0,-1710.0,-3015.0,-9.0,-273.0,-61056.0,-59653.0,-10.0,-1413.0,100,17.3,32.6,42.7,0.7,0.4,0.3,18.3,2.7,10.1,4.6,3.1,0.7,94.8,92.7,5.2,7.3,96,19.0,26.0,34.0,,4.0,,21.0,12.0,26.0,5.0,,,81,78,35.9,39.3,53.6,54.2,23.6,19.6,30.5,27.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,110111,2011-01-11,45601,CBT,0,45,549865,100979,187158,226373,3000,1906,1495,101086,13847,57804,25609,14234,4238,520584,507055,29281,42810,35653.0,11983.0,19414.0,6632.0,-728.0,-50.0,0.0,7064.0,-241.0,5614.0,1946.0,-1469.0,485.0,32996.0,30385.0,2657.0,5268.0,100,18.4,34.0,41.2,0.5,0.3,0.3,18.4,2.5,10.5,4.7,2.6,0.8,94.7,92.2,5.3,7.8,99,22.0,26.0,36.0,,4.0,,17.0,17.0,29.0,5.0,,,84,84,36.6,37.8,54.7,52.0,24.8,18.5,30.9,25.5,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,110118,2011-01-18,45601,CBT,0,45,562387,114293,195440,231175,3398,1060,1701,98365,15253,57381,20666,9234,5050,532029,516294,30358,46093,12522.0,13314.0,8282.0,4802.0,398.0,-846.0,206.0,-2721.0,1406.0,-423.0,-4943.0,-5000.0,812.0,11445.0,9239.0,1077.0,3283.0,100,20.3,34.8,41.1,0.6,0.2,0.3,17.5,2.7,10.2,3.7,1.6,0.9,94.6,91.8,5.4,8.2,103,21.0,32.0,37.0,,,,20.0,13.0,30.0,4.0,,,87,86,39.3,36.9,55.5,51.7,23.8,18.9,29.5,25.5,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,110125,2011-01-25,45601,CBT,0,45,582416,117992,202742,244446,3060,1193,4525,103896,17553,51254,21091,10444,5100,551364,537257,31052,45159,20029.0,3699.0,7302.0,13271.0,-338.0,133.0,2824.0,5531.0,2300.0,-6127.0,425.0,1210.0,50.0,19335.0,20963.0,694.0,-934.0,100,20.3,34.8,42.0,0.5,0.2,0.8,17.8,3.0,8.8,3.6,1.8,0.9,94.7,92.2,5.3,7.8,104,21.0,32.0,40.0,,,,21.0,13.0,28.0,4.0,,,88,89,38.3,38.3,55.3,52.2,24.6,18.3,29.9,24.8,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,110201,2011-02-01,45601,CBT,0,45,544417,112503,180682,230195,3588,1114,4211,88964,17117,52700,19424,9948,6615,518200,502582,26217,41835,-37999.0,-5489.0,-22060.0,-14251.0,528.0,-79.0,-314.0,-14932.0,-436.0,1446.0,-1667.0,-496.0,1515.0,-33164.0,-34675.0,-4835.0,-3324.0,100,20.7,33.2,42.3,0.7,0.2,0.8,16.3,3.1,9.7,3.6,1.8,1.2,95.2,92.3,4.8,7.7,110,23.0,29.0,39.0,,,,22.0,14.0,28.0,5.0,4.0,4.0,92,92,39.2,37.8,52.3,52.3,22.1,18.1,27.0,25.8,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,110208,2011-02-08,45601,CBT,0,45,570809,119047,201627,232994,9155,1400,3642,99953,22796,54599,18399,10121,4452,542241,531631,28568,39178,26392.0,6544.0,20945.0,2799.0,5567.0,286.0,-569.0,10989.0,5679.0,1899.0,-1025.0,173.0,-2163.0,24041.0,29049.0,2351.0,-2657.0,100,20.9,35.3,40.8,1.6,0.2,0.6,17.5,4.0,9.6,3.2,1.8,0.8,95.0,93.1,5.0,6.9,111,26.0,27.0,41.0,4.0,,,26.0,11.0,30.0,4.0,4.0,,96,92,37.5,39.0,50.2,53.1,22.5,18.6,27.9,27.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,110215,2011-02-15,45601,CBT,0,45,598736,129984,207717,238359,9408,1400,3642,95678,24506,63610,17658,12198,3998,562337,555430,36399,43306,27927.0,10937.0,6090.0,5365.0,253.0,0.0,0.0,-4275.0,1710.0,9011.0,-741.0,2077.0,-454.0,20096.0,23799.0,7831.0,4128.0,100,21.7,34.7,39.8,1.6,0.2,0.6,16.0,4.1,10.6,2.9,2.0,0.7,93.9,92.8,6.1,7.2,111,25.0,30.0,42.0,4.0,,,24.0,14.0,30.0,4.0,4.0,,95,93,36.8,37.2,49.8,51.2,23.0,18.1,28.2,26.5,"(CONTRACTS OF $5,000,000)",F33,FutOnly
