Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,100928,2010-09-28,97741,CME,0,97,118274,8860,69586,523,40430,5796,1020,37174,12355,118,2640,4553,0,90765,93951,27509,24323,4925.0,-1173.0,2425.0,110.0,158.0,8.0,-1.0,3851.0,-885.0,15.0,797.0,1914.0,0.0,3757.0,3586.0,1168.0,1339.0,100,7.5,58.8,0.4,34.2,4.9,0.9,31.4,10.4,0.1,2.2,3.8,0.0,76.7,79.4,23.3,20.6,100,9.0,15.0,,10.0,8.0,4.0,26.0,21.0,,5.0,6.0,0.0,56,52,38.3,49.3,49.1,57.7,38.0,49.0,48.8,57.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101005,2010-10-05,97741,CME,0,97,142488,7015,85280,713,41856,5619,1300,59143,14359,147,1682,7043,0,111856,114461,30632,28027,24214.0,-1845.0,15694.0,190.0,1426.0,-177.0,280.0,21969.0,2004.0,29.0,-958.0,2490.0,0.0,21091.0,20510.0,3123.0,3704.0,100,4.9,59.9,0.5,29.4,3.9,0.9,41.5,10.1,0.1,1.2,4.9,0.0,78.5,80.3,21.5,19.7,106,6.0,16.0,,13.0,7.0,4.0,33.0,20.0,,4.0,7.0,0.0,62,54,38.5,49.3,49.6,58.2,38.5,49.0,49.3,57.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101012,2010-10-12,97741,CME,0,97,146581,10792,89364,2092,40817,5577,1286,57852,11709,277,1830,6247,0,114946,116552,31635,30029,4093.0,3777.0,4084.0,1379.0,-1039.0,-42.0,-14.0,-1291.0,-2650.0,130.0,148.0,-796.0,0.0,3090.0,2091.0,1003.0,2002.0,100,7.4,61.0,1.4,27.8,3.8,0.9,39.5,8.0,0.2,1.2,4.3,0.0,78.4,79.5,21.6,20.5,109,8.0,18.0,,11.0,7.0,4.0,37.0,18.0,4.0,,7.0,0.0,65,54,33.3,49.6,43.2,56.9,33.0,48.2,42.9,55.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101019,2010-10-19,97741,CME,0,97,139496,10626,83740,2060,40068,5114,1272,52791,11247,301,3010,5009,0,110128,108743,29368,30753,-7085.0,-166.0,-5624.0,-32.0,-749.0,-463.0,-14.0,-5061.0,-462.0,24.0,1180.0,-1238.0,0.0,-4818.0,-7809.0,-2267.0,724.0,100,7.6,60.0,1.5,28.7,3.7,0.9,37.8,8.1,0.2,2.2,3.6,0.0,78.9,78.0,21.1,22.0,111,8.0,17.0,,11.0,7.0,4.0,33.0,24.0,,6.0,5.0,0.0,63,56,33.9,50.0,45.1,57.1,33.9,48.5,44.7,55.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101026,2010-10-26,97741,CME,0,97,139850,10681,84041,1898,40593,5131,1285,49876,12371,670,5302,4459,0,110305,109855,29545,29995,354.0,55.0,301.0,-162.0,525.0,17.0,13.0,-2915.0,1124.0,369.0,2292.0,-550.0,0.0,177.0,1112.0,177.0,-758.0,100,7.6,60.1,1.4,29.0,3.7,0.9,35.7,8.8,0.5,3.8,3.2,0.0,78.9,78.6,21.1,21.4,111,8.0,18.0,,13.0,7.0,4.0,31.0,24.0,6.0,5.0,5.0,0.0,64,60,31.3,49.1,42.2,56.3,31.3,47.9,41.8,55.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101102,2010-11-02,97741,CME,0,97,140062,10939,89363,2293,37626,5034,1150,51119,11044,777,5567,3427,0,109471,113088,30591,26974,212.0,258.0,5322.0,395.0,-2967.0,-97.0,-135.0,1243.0,-1327.0,107.0,265.0,-1032.0,0.0,-834.0,3233.0,1046.0,-3021.0,100,7.8,63.8,1.6,26.9,3.6,0.8,36.5,7.9,0.6,4.0,2.4,0.0,78.2,80.7,21.8,19.3,113,8.0,18.0,4.0,13.0,7.0,4.0,32.0,25.0,8.0,5.0,5.0,0.0,65,64,29.5,52.4,40.2,60.4,29.4,51.0,40.0,58.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101109,2010-11-09,97741,CME,0,97,140515,13283,79046,3928,35743,4568,1086,37340,10628,731,14219,3779,0,106330,103766,34185,36749,453.0,2344.0,-10317.0,1635.0,-1883.0,-466.0,-64.0,-13779.0,-416.0,-46.0,8652.0,352.0,0.0,-3141.0,-9322.0,3594.0,9775.0,100,9.5,56.3,2.8,25.4,3.3,0.8,26.6,7.6,0.5,10.1,2.7,0.0,75.7,73.8,24.3,26.2,101,8.0,17.0,5.0,12.0,6.0,4.0,29.0,20.0,6.0,5.0,4.0,0.0,64,52,30.2,46.5,40.3,53.9,30.0,44.0,40.1,51.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101116,2010-11-16,97741,CME,0,97,131701,16348,65592,4851,33548,6205,1194,32996,17655,110,13351,2820,0,102398,98427,29303,33274,-8814.0,3065.0,-13454.0,923.0,-2195.0,1637.0,108.0,-4344.0,7027.0,-621.0,-868.0,-959.0,0.0,-3932.0,-5339.0,-4882.0,-3475.0,100,12.4,49.8,3.7,25.5,4.7,0.9,25.1,13.4,0.1,10.1,2.1,0.0,77.8,74.7,22.2,25.3,100,10.0,17.0,5.0,11.0,7.0,4.0,24.0,25.0,5.0,,,0.0,56,58,30.9,41.4,43.6,49.3,30.9,38.0,43.3,45.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101123,2010-11-23,97741,CME,0,97,129620,17060,65010,4803,33178,5501,1236,29210,18566,1061,16851,3289,0,103399,99466,26221,30154,-2081.0,712.0,-582.0,-48.0,-370.0,-704.0,42.0,-3786.0,911.0,951.0,3500.0,469.0,0.0,1001.0,1039.0,-3082.0,-3120.0,100,13.2,50.2,3.7,25.6,4.2,1.0,22.5,14.3,0.8,13.0,2.5,0.0,79.8,76.7,20.2,23.3,99,11.0,16.0,,11.0,6.0,4.0,24.0,24.0,7.0,,4.0,0.0,57,56,32.7,42.8,44.1,50.8,32.7,39.3,43.8,47.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101130,2010-11-30,97741,CME,0,97,133069,16145,66213,4780,34651,5536,1087,31861,20030,1034,18851,3788,0,108409,102468,24660,30601,3449.0,-915.0,1203.0,-23.0,1473.0,35.0,-149.0,2651.0,1464.0,-27.0,2000.0,499.0,0.0,5010.0,3002.0,-1561.0,447.0,100,12.1,49.8,3.6,26.0,4.2,0.8,23.9,15.1,0.8,14.2,2.8,0.0,81.5,77.0,18.5,23.0,102,12.0,15.0,8.0,11.0,6.0,4.0,25.0,24.0,7.0,,6.0,0.0,64,57,34.9,41.2,45.4,49.0,34.7,38.2,45.2,46.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101207,2010-12-07,97741,CME,0,97,132233,16265,61091,7515,34325,5954,1389,24070,18531,1443,18758,3377,0,103765,99300,28468,32933,-836.0,120.0,-5122.0,2735.0,-326.0,418.0,302.0,-7791.0,-1499.0,409.0,-93.0,-411.0,0.0,-4644.0,-3168.0,3808.0,2332.0,100,12.3,46.2,5.7,26.0,4.5,1.1,18.2,14.0,1.1,14.2,2.6,0.0,78.5,75.1,21.5,24.9,93,11.0,16.0,7.0,11.0,6.0,5.0,22.0,19.0,4.0,,6.0,0.0,54,55,35.4,40.6,46.4,48.5,35.2,36.3,46.2,44.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101214,2010-12-14,97741,CME,0,97,96110,6772,37518,309,36065,5368,1374,30175,16807,0,1320,4775,0,76015,66151,20095,29959,-36123.0,-9493.0,-23573.0,-7206.0,1740.0,-586.0,-15.0,6105.0,-1724.0,-1443.0,-17438.0,1398.0,0.0,-27750.0,-33149.0,-8373.0,-2974.0,100,7.0,39.0,0.3,37.5,5.6,1.4,31.4,17.5,0.0,1.4,5.0,0.0,79.1,68.8,20.9,31.2,88,8.0,13.0,,10.0,5.0,5.0,21.0,21.0,0.0,,8.0,0.0,45,50,34.7,32.1,50.0,41.6,34.7,31.8,49.7,41.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101221,2010-12-21,97741,CME,0,97,90072,6595,30802,913,32396,5757,1478,26660,18025,143,2900,3807,0,71085,60925,18987,29147,-6038.0,-177.0,-6716.0,604.0,-3669.0,389.0,104.0,-3515.0,1218.0,143.0,1580.0,-968.0,0.0,-4930.0,-5226.0,-1108.0,-812.0,100,7.3,34.2,1.0,36.0,6.4,1.6,29.6,20.0,0.2,3.2,4.2,0.0,78.9,67.6,21.1,32.4,88,7.0,14.0,,10.0,6.0,5.0,18.0,24.0,,,7.0,0.0,44,54,30.9,29.2,44.8,38.2,30.5,28.3,44.4,37.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,101228,2010-12-28,97741,CME,0,97,109343,6492,50314,872,31827,5335,1463,43230,15361,94,1386,6133,0,85364,79572,23979,29771,19271.0,-103.0,19512.0,-41.0,-569.0,-422.0,-15.0,16570.0,-2664.0,-49.0,-1514.0,2326.0,0.0,14279.0,18647.0,4992.0,624.0,100,5.9,46.0,0.8,29.1,4.9,1.3,39.5,14.0,0.1,1.3,5.6,0.0,78.1,72.8,21.9,27.2,93,6.0,15.0,,10.0,5.0,5.0,22.0,23.0,,,10.0,0.0,46,56,30.8,33.5,47.0,44.2,30.8,32.9,46.6,43.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110104,2011-01-04,97741,CME,0,97,128483,6453,66023,678,33598,4166,1153,58969,15446,189,900,13993,0,101940,101648,26543,26835,19140.0,-39.0,15709.0,-194.0,1771.0,-1169.0,-310.0,15739.0,85.0,95.0,-486.0,7860.0,0.0,16576.0,22076.0,2564.0,-2936.0,100,5.0,51.4,0.5,26.1,3.2,0.9,45.9,12.0,0.1,0.7,10.9,0.0,79.3,79.1,20.7,20.9,105,5.0,18.0,,12.0,4.0,4.0,30.0,24.0,7.0,,11.0,0.0,57,62,27.6,38.4,44.2,53.6,27.6,38.0,44.0,53.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110111,2011-01-11,97741,CME,0,97,107132,7286,51451,945,33555,4224,1107,38108,15428,270,2810,3745,0,84081,77170,23051,29962,-21351.0,833.0,-14572.0,267.0,-43.0,58.0,-46.0,-20861.0,-18.0,81.0,1910.0,-10248.0,0.0,-17859.0,-24478.0,-3492.0,3127.0,100,6.8,48.0,0.9,31.3,3.9,1.0,35.6,14.4,0.3,2.6,3.5,0.0,78.5,72.0,21.5,28.0,91,6.0,16.0,,12.0,4.0,4.0,18.0,25.0,6.0,,7.0,0.0,48,56,31.2,38.6,45.9,47.1,31.2,37.8,45.6,46.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110118,2011-01-18,97741,CME,0,97,110405,7253,47230,1075,33495,5063,939,38457,19862,319,3900,4828,0,85438,79316,24967,31089,3273.0,-33.0,-4221.0,130.0,-60.0,839.0,-168.0,349.0,4434.0,49.0,1090.0,1083.0,0.0,1357.0,2146.0,1916.0,1127.0,100,6.6,42.8,1.0,30.3,4.6,0.9,34.8,18.0,0.3,3.5,4.4,0.0,77.4,71.8,22.6,28.2,97,6.0,18.0,,12.0,5.0,4.0,21.0,24.0,10.0,,9.0,0.0,53,61,31.7,34.9,45.0,43.4,31.7,34.1,44.7,42.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110125,2011-01-25,97741,CME,0,97,116661,7222,54620,1310,31537,5406,914,44866,18633,631,4900,5061,0,91380,86575,25281,30086,6256.0,-31.0,7390.0,235.0,-1958.0,343.0,-25.0,6409.0,-1229.0,312.0,1000.0,233.0,0.0,5942.0,7259.0,314.0,-1003.0,100,6.2,46.8,1.1,27.0,4.6,0.8,38.5,16.0,0.5,4.2,4.3,0.0,78.3,74.2,21.7,25.8,105,6.0,20.0,,11.0,5.0,,25.0,26.0,13.0,,9.0,0.0,59,65,29.3,36.4,44.2,45.3,29.3,35.4,44.2,44.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110201,2011-02-01,97741,CME,0,97,116384,7808,54359,1662,29986,5472,918,42962,15604,392,5656,4940,0,89384,83347,27000,33037,-277.0,586.0,-261.0,352.0,-1551.0,66.0,4.0,-1904.0,-3029.0,-239.0,756.0,-121.0,0.0,-1996.0,-3228.0,1719.0,2951.0,100,6.7,46.7,1.4,25.8,4.7,0.8,36.9,13.4,0.3,4.9,4.2,0.0,76.8,71.6,23.2,28.4,106,6.0,21.0,5.0,11.0,5.0,,26.0,23.0,9.0,4.0,10.0,0.0,60,63,26.3,34.4,40.0,44.5,26.3,33.5,40.0,43.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,110208,2011-02-08,97741,CME,0,97,117705,7775,54561,1455,27348,5728,903,47774,16880,559,5796,3733,0,91610,83819,26095,33886,1321.0,-33.0,202.0,-207.0,-2638.0,256.0,-15.0,4812.0,1276.0,167.0,140.0,-1207.0,0.0,2226.0,472.0,-905.0,849.0,100,6.6,46.4,1.2,23.2,4.9,0.8,40.6,14.3,0.5,4.9,3.2,0.0,77.8,71.2,22.2,28.8,106,6.0,19.0,6.0,11.0,5.0,,30.0,24.0,8.0,5.0,6.0,0.0,65,58,23.8,35.1,37.4,46.5,23.8,34.4,37.4,45.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly
