Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
GOLD - COMMODITY EXCHANGE INC.,110927,2011-09-27,88691,CMX,1,88,465414,181723,53922,28003,192457,359140,402183,441065,63231,24349,465414,181723,53922,28003,192457,359140,402183,441065,63231,24349,0,0,0,0,0,0,0,0,0,0,-33942.0,-31086.0,-8358.0,-2147.0,5200.0,-25745.0,-28033.0,-36250.0,-5909.0,2308.0,100,39.0,11.6,6.0,41.4,77.2,86.4,94.8,13.6,5.2,100,39.0,11.6,6.0,41.4,77.2,86.4,94.8,13.6,5.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,164,76,84,54,49,260,173,314,164,76,84,54,49,260,173,0,0,0,0,0,0,0,0,32.9,50.4,40.3,61.6,20.2,32.8,26.3,41.5,32.9,50.4,40.3,61.6,20.2,32.8,26.3,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111004,2011-10-04,88691,CMX,1,88,436920,180635,47479,22119,180289,345040,383043,414638,53877,22282,436920,180635,47479,22119,180289,345040,383043,414638,53877,22282,0,0,0,0,0,0,0,0,0,0,-28494.0,-1088.0,-6443.0,-5884.0,-12168.0,-14100.0,-19140.0,-26427.0,-9354.0,-2067.0,100,41.3,10.9,5.1,41.3,79.0,87.7,94.9,12.3,5.1,100,41.3,10.9,5.1,41.3,79.0,87.7,94.9,12.3,5.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,172,82,71,50,44,257,166,324,172,82,71,50,44,257,166,0,0,0,0,0,0,0,0,34.1,52.7,42.1,65.5,21.4,35.0,27.5,44.8,34.1,52.7,42.1,65.5,21.4,35.0,27.5,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111011,2011-10-11,88691,CMX,1,88,438090,179125,44623,22377,179749,348227,381251,415227,56839,22863,438090,179125,44623,22377,179749,348227,381251,415227,56839,22863,0,0,0,0,0,0,0,0,0,0,1170.0,-1510.0,-2856.0,258.0,-540.0,3187.0,-1792.0,589.0,2962.0,581.0,100,40.9,10.2,5.1,41.0,79.5,87.0,94.8,13.0,5.2,100,40.9,10.2,5.1,41.0,79.5,87.0,94.8,13.0,5.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,171,69,74,50,44,253,161,311,171,69,74,50,44,253,161,0,0,0,0,0,0,0,0,34.2,52.9,42.5,65.3,21.3,34.8,27.2,44.5,34.2,52.9,42.5,65.3,21.3,34.8,27.2,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111018,2011-10-18,88691,CMX,1,88,437739,175224,48246,23258,182341,341494,380823,412998,56916,24741,437739,175224,48246,23258,182341,341494,380823,412998,56916,24741,0,0,0,0,0,0,0,0,0,0,-351.0,-3901.0,3623.0,881.0,2592.0,-6733.0,-428.0,-2229.0,77.0,1878.0,100,40.0,11.0,5.3,41.7,78.0,87.0,94.3,13.0,5.7,100,40.0,11.0,5.3,41.7,78.0,87.0,94.3,13.0,5.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,170,74,84,53,49,262,173,320,170,74,84,53,49,262,173,0,0,0,0,0,0,0,0,34.5,51.5,42.7,63.0,21.5,32.3,27.5,42.1,34.5,51.5,42.7,63.0,21.5,32.3,27.5,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111025,2011-10-25,88691,CMX,1,88,443723,182146,52425,23518,175677,343791,381341,419734,62382,23989,443723,182146,52425,23518,175677,343791,381341,419734,62382,23989,0,0,0,0,0,0,0,0,0,0,5984.0,6922.0,4179.0,260.0,-6664.0,2297.0,518.0,6736.0,5466.0,-752.0,100,41.0,11.8,5.3,39.6,77.5,85.9,94.6,14.1,5.4,100,41.0,11.8,5.3,39.6,77.5,85.9,94.6,14.1,5.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,176,81,80,51,48,268,173,332,176,81,80,51,48,268,173,0,0,0,0,0,0,0,0,33.4,50.0,41.3,61.9,20.9,31.3,26.7,41.8,33.4,50.0,41.3,61.9,20.9,31.3,26.7,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111101,2011-11-01,88691,CMX,1,88,442435,183149,43204,25432,170316,352716,378897,421352,63538,21083,442435,183149,43204,25432,170316,352716,378897,421352,63538,21083,0,0,0,0,0,0,0,0,0,0,-1288.0,1003.0,-9221.0,1914.0,-5361.0,8925.0,-2444.0,1618.0,1156.0,-2906.0,100,41.4,9.8,5.7,38.5,79.7,85.6,95.2,14.4,4.8,100,41.4,9.8,5.7,38.5,79.7,85.6,95.2,14.4,4.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,179,78,80,51,44,276,161,327,179,78,80,51,44,276,161,0,0,0,0,0,0,0,0,32.3,50.3,40.2,63.1,19.8,31.6,25.5,42.5,32.3,50.3,40.2,63.1,19.8,31.6,25.5,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111108,2011-11-08,88691,CMX,1,88,464982,200186,44479,18558,170248,367183,388992,430220,75990,34762,464982,200186,44479,18558,170248,367183,388992,430220,75990,34762,0,0,0,0,0,0,0,0,0,0,22547.0,17037.0,1275.0,-6874.0,-68.0,14467.0,10095.0,8868.0,12452.0,13679.0,100,43.1,9.6,4.0,36.6,79.0,83.7,92.5,16.3,7.5,100,43.1,9.6,4.0,36.6,79.0,83.7,92.5,16.3,7.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,191,71,75,49,47,281,158,333,191,71,75,49,47,281,158,0,0,0,0,0,0,0,0,29.0,49.4,36.6,61.4,17.8,32.0,23.4,41.4,29.0,49.4,36.6,61.4,17.8,32.0,23.4,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111115,2011-11-15,88691,CMX,1,88,470490,205417,46203,26282,170594,374757,402293,447242,68197,23248,470490,205417,46203,26282,170594,374757,402293,447242,68197,23248,0,0,0,0,0,0,0,0,0,0,5508.0,5231.0,1724.0,7724.0,346.0,7574.0,13301.0,17022.0,-7793.0,-11514.0,100,43.7,9.8,5.6,36.3,79.7,85.5,95.1,14.5,4.9,100,43.7,9.8,5.6,36.3,79.7,85.5,95.1,14.5,4.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,196,77,78,49,50,285,170,345,196,77,78,49,50,285,170,0,0,0,0,0,0,0,0,28.2,49.9,35.8,62.2,16.4,31.9,22.3,41.3,28.2,49.9,35.8,62.2,16.4,31.9,22.3,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111122,2011-11-22,88691,CMX,1,88,457070,194066,33096,25222,170098,362511,389386,420829,67684,36241,457070,194066,33096,25222,170098,362511,389386,420829,67684,36241,0,0,0,0,0,0,0,0,0,0,-13420.0,-11351.0,-13107.0,-1060.0,-496.0,-12246.0,-12907.0,-26413.0,-513.0,12993.0,100,42.5,7.2,5.5,37.2,79.3,85.2,92.1,14.8,7.9,100,42.5,7.2,5.5,37.2,79.3,85.2,92.1,14.8,7.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,158,74,74,54,50,248,167,306,158,74,74,54,50,248,167,0,0,0,0,0,0,0,0,29.7,47.9,37.4,59.8,15.9,27.6,21.5,37.3,29.7,47.9,37.4,59.8,15.9,27.6,21.5,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111129,2011-11-29,88691,CMX,1,88,423176,186031,31238,22953,151929,345474,360913,399665,62263,23511,423176,186031,31238,22953,151929,345474,360913,399665,62263,23511,0,0,0,0,0,0,0,0,0,0,-33894.0,-8035.0,-1858.0,-2269.0,-18169.0,-17037.0,-28473.0,-21164.0,-5421.0,-12730.0,100,44.0,7.4,5.4,35.9,81.6,85.3,94.4,14.7,5.6,100,44.0,7.4,5.4,35.9,81.6,85.3,94.4,14.7,5.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,166,63,67,53,48,252,150,303,166,63,67,53,48,252,150,0,0,0,0,0,0,0,0,31.9,50.3,39.4,62.1,17.0,31.4,23.1,40.8,31.9,50.3,39.4,62.1,17.0,31.4,23.1,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111206,2011-12-06,88691,CMX,1,88,422956,192752,33041,23758,142443,343943,358953,400742,64003,22214,422956,192752,33041,23758,142443,343943,358953,400742,64003,22214,0,0,0,0,0,0,0,0,0,0,-220.0,6721.0,1803.0,805.0,-9486.0,-1531.0,-1960.0,1077.0,1740.0,-1297.0,100,45.6,7.8,5.6,33.7,81.3,84.9,94.7,15.1,5.3,100,45.6,7.8,5.6,33.7,81.3,84.9,94.7,15.1,5.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,174,58,70,53,49,260,149,306,174,58,70,53,49,260,149,0,0,0,0,0,0,0,0,30.2,50.5,37.9,61.5,16.9,32.6,23.1,42.5,30.2,50.5,37.9,61.5,16.9,32.6,23.1,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111213,2011-12-13,88691,CMX,1,88,427699,184468,33965,29626,152357,338574,366451,402165,61248,25534,427699,184468,33965,29626,152357,338574,366451,402165,61248,25534,0,0,0,0,0,0,0,0,0,0,4743.0,-8284.0,924.0,5868.0,9914.0,-5369.0,7498.0,1423.0,-2755.0,3320.0,100,43.1,7.9,6.9,35.6,79.2,85.7,94.0,14.3,6.0,100,43.1,7.9,6.9,35.6,79.2,85.7,94.0,14.3,6.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,156,71,72,50,50,239,166,302,156,71,72,50,50,239,166,0,0,0,0,0,0,0,0,30.4,50.3,38.8,61.2,17.5,32.0,24.3,42.0,30.4,50.3,38.8,61.2,17.5,32.0,24.3,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111220,2011-12-20,88691,CMX,1,88,423465,172973,39037,34102,159783,324337,366858,397476,56607,25989,423465,172973,39037,34102,159783,324337,366858,397476,56607,25989,0,0,0,0,0,0,0,0,0,0,-4234.0,-11495.0,5072.0,4476.0,7426.0,-14237.0,407.0,-4689.0,-4641.0,455.0,100,40.8,9.2,8.1,37.7,76.6,86.6,93.9,13.4,6.1,100,40.8,9.2,8.1,37.7,76.6,86.6,93.9,13.4,6.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,154,77,71,53,45,237,168,300,154,77,71,53,45,237,168,0,0,0,0,0,0,0,0,32.0,48.5,39.8,60.7,18.2,30.0,25.2,41.4,32.0,48.5,39.8,60.7,18.2,30.0,25.2,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,111227,2011-12-27,88691,CMX,1,88,418945,167413,36625,31683,162522,326454,361618,394762,57327,24183,418945,167413,36625,31683,162522,326454,361618,394762,57327,24183,0,0,0,0,0,0,0,0,0,0,-4520.0,-5560.0,-2412.0,-2419.0,2739.0,2117.0,-5240.0,-2714.0,720.0,-1806.0,100,40.0,8.7,7.6,38.8,77.9,86.3,94.2,13.7,5.8,100,40.0,8.7,7.6,38.8,77.9,86.3,94.2,13.7,5.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,148,77,72,51,48,236,166,300,148,77,72,51,48,236,166,0,0,0,0,0,0,0,0,32.5,49.6,40.5,61.3,18.6,30.4,25.3,41.9,32.5,49.6,40.5,61.3,18.6,30.4,25.3,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120103,2012-01-03,88691,CMX,1,88,423275,169339,38368,33357,164117,325960,366813,397685,56462,25590,423275,169339,38368,33357,164117,325960,366813,397685,56462,25590,0,0,0,0,0,0,0,0,0,0,4330.0,1926.0,1743.0,1674.0,1595.0,-494.0,5195.0,2923.0,-865.0,1407.0,100,40.0,9.1,7.9,38.8,77.0,86.7,94.0,13.3,6.0,100,40.0,9.1,7.9,38.8,77.0,86.7,94.0,13.3,6.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,142,78,73,52,51,226,176,295,142,78,73,52,51,226,176,0,0,0,0,0,0,0,0,32.6,49.0,40.8,59.5,19.2,29.9,25.4,40.2,32.6,49.0,40.8,59.5,19.2,29.9,25.4,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120110,2012-01-10,88691,CMX,1,88,417923,166262,33502,33354,160949,327523,360565,394379,57358,23544,417923,166262,33502,33354,160949,327523,360565,394379,57358,23544,0,0,0,0,0,0,0,0,0,0,-5352.0,-3077.0,-4866.0,-3.0,-3168.0,1563.0,-6248.0,-3306.0,896.0,-2046.0,100,39.8,8.0,8.0,38.5,78.4,86.3,94.4,13.7,5.6,100,39.8,8.0,8.0,38.5,78.4,86.3,94.4,13.7,5.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,161,68,79,50,51,246,172,305,161,68,79,50,51,246,172,0,0,0,0,0,0,0,0,32.1,50.3,40.4,61.3,18.4,29.9,23.9,39.7,32.1,50.3,40.4,61.3,18.4,29.9,23.9,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120117,2012-01-17,88691,CMX,1,88,432838,167373,31344,34061,172691,345667,374125,411072,58713,21766,432838,167373,31344,34061,172691,345667,374125,411072,58713,21766,0,0,0,0,0,0,0,0,0,0,14915.0,1111.0,-2158.0,707.0,11742.0,18144.0,13560.0,16693.0,1355.0,-1778.0,100,38.7,7.2,7.9,39.9,79.9,86.4,95.0,13.6,5.0,100,38.7,7.2,7.9,39.9,79.9,86.4,95.0,13.6,5.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,163,66,76,52,50,251,161,301,163,66,76,52,50,251,161,0,0,0,0,0,0,0,0,30.0,48.6,39.7,62.0,16.4,30.5,22.1,40.8,30.0,48.6,39.7,62.0,16.4,30.5,22.1,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120124,2012-01-24,88691,CMX,1,88,427032,173479,31256,29518,164048,343816,367045,404590,59987,22442,427032,173479,31256,29518,164048,343816,367045,404590,59987,22442,0,0,0,0,0,0,0,0,0,0,-5806.0,6106.0,-88.0,-4543.0,-8643.0,-1851.0,-7080.0,-6482.0,1274.0,676.0,100,40.6,7.3,6.9,38.4,80.5,86.0,94.7,14.0,5.3,100,40.6,7.3,6.9,38.4,80.5,86.0,94.7,14.0,5.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,171,59,82,52,46,263,157,304,171,59,82,52,46,263,157,0,0,0,0,0,0,0,0,29.9,49.2,38.8,61.7,16.3,30.9,22.2,42.1,29.9,49.2,38.8,61.7,16.3,30.9,22.2,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120131,2012-01-31,88691,CMX,1,88,425133,197478,26119,22607,147555,357417,367640,406143,57493,18990,425133,197478,26119,22607,147555,357417,367640,406143,57493,18990,0,0,0,0,0,0,0,0,0,0,-1899.0,23999.0,-5137.0,-6911.0,-16493.0,13601.0,595.0,1553.0,-2494.0,-3452.0,100,46.5,6.1,5.3,34.7,84.1,86.5,95.5,13.5,4.5,100,46.5,6.1,5.3,34.7,84.1,86.5,95.5,13.5,4.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,183,56,71,52,47,265,149,308,183,56,71,52,47,265,149,0,0,0,0,0,0,0,0,29.5,49.9,37.4,64.3,15.6,32.7,21.4,44.5,29.5,49.9,37.4,64.3,15.6,32.7,21.4,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120207,2012-02-07,88691,CMX,1,88,436061,207620,30113,23541,143085,364157,374246,417811,61815,18250,436061,207620,30113,23541,143085,364157,374246,417811,61815,18250,0,0,0,0,0,0,0,0,0,0,10928.0,10142.0,3994.0,934.0,-4470.0,6740.0,6606.0,11668.0,4322.0,-740.0,100,47.6,6.9,5.4,32.8,83.5,85.8,95.8,14.2,4.2,100,47.6,6.9,5.4,32.8,83.5,85.8,95.8,14.2,4.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,187,60,69,50,48,268,151,315,187,60,69,50,48,268,151,0,0,0,0,0,0,0,0,28.8,49.4,36.8,63.7,15.9,33.1,21.5,44.9,28.8,49.4,36.8,63.7,15.9,33.1,21.5,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120214,2012-02-14,88691,CMX,1,88,431164,200332,32912,24718,146818,356226,371868,413856,59296,17308,431164,200332,32912,24718,146818,356226,371868,413856,59296,17308,0,0,0,0,0,0,0,0,0,0,-4897.0,-7288.0,2799.0,1177.0,3733.0,-7931.0,-2378.0,-3955.0,-2519.0,-942.0,100,46.5,7.6,5.7,34.1,82.6,86.2,96.0,13.8,4.0,100,46.5,7.6,5.7,34.1,82.6,86.2,96.0,13.8,4.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,183,65,71,47,48,262,157,315,183,65,71,47,48,262,157,0,0,0,0,0,0,0,0,29.1,48.5,38.0,62.9,16.4,32.4,21.7,44.1,29.1,48.5,38.0,62.9,16.4,32.4,21.7,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120221,2012-02-21,88691,CMX,1,88,456676,214343,33382,29906,146004,375306,390253,438594,66423,18082,456676,214343,33382,29906,146004,375306,390253,438594,66423,18082,0,0,0,0,0,0,0,0,0,0,25512.0,14011.0,470.0,5188.0,-814.0,19080.0,18385.0,24738.0,7127.0,774.0,100,46.9,7.3,6.5,32.0,82.2,85.5,96.0,14.5,4.0,100,46.9,7.3,6.5,32.0,82.2,85.5,96.0,14.5,4.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,201,60,72,47,49,277,157,331,201,60,72,47,49,277,157,0,0,0,0,0,0,0,0,27.5,47.7,36.2,61.6,15.6,32.3,20.8,44.0,27.5,47.7,36.2,61.6,15.6,32.3,20.8,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120228,2012-02-28,88691,CMX,1,88,479044,231050,37830,32561,145061,390412,408672,460803,70372,18241,479044,231050,37830,32561,145061,390412,408672,460803,70372,18241,0,0,0,0,0,0,0,0,0,0,22368.0,16707.0,4448.0,2655.0,-943.0,15106.0,18419.0,22209.0,3949.0,159.0,100,48.2,7.9,6.8,30.3,81.5,85.3,96.2,14.7,3.8,100,48.2,7.9,6.8,30.3,81.5,85.3,96.2,14.7,3.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,200,61,71,45,52,277,157,333,200,61,71,45,52,277,157,0,0,0,0,0,0,0,0,26.2,46.8,34.6,60.9,15.2,32.1,20.5,43.8,26.2,46.8,34.6,60.9,15.2,32.1,20.5,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120306,2012-03-06,88691,CMX,1,88,443249,198112,34847,33759,152969,353177,384840,421783,58409,21466,443249,198112,34847,33759,152969,353177,384840,421783,58409,21466,0,0,0,0,0,0,0,0,0,0,-35795.0,-32938.0,-2983.0,1198.0,7908.0,-37235.0,-23832.0,-39020.0,-11963.0,3225.0,100,44.7,7.9,7.6,34.5,79.7,86.8,95.2,13.2,4.8,100,44.7,7.9,7.6,34.5,79.7,86.8,95.2,13.2,4.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,178,68,83,44,52,262,168,314,178,68,83,44,52,262,168,0,0,0,0,0,0,0,0,28.6,44.4,36.8,59.4,16.6,29.6,21.8,40.9,28.6,44.4,36.8,59.4,16.6,29.6,21.8,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
GOLD - COMMODITY EXCHANGE INC.,120313,2012-03-13,88691,CMX,1,88,442319,190477,39571,38457,151435,343123,380369,421151,61950,21168,442319,190477,39571,38457,151435,343123,380369,421151,61950,21168,0,0,0,0,0,0,0,0,0,0,-930.0,-7635.0,4724.0,4698.0,-1534.0,-10054.0,-4471.0,-632.0,3541.0,-298.0,100,43.1,8.9,8.7,34.2,77.6,86.0,95.2,14.0,4.8,100,43.1,8.9,8.7,34.2,77.6,86.0,95.2,14.0,4.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,178,72,83,46,48,263,170,316,178,72,83,46,48,263,170,0,0,0,0,0,0,0,0,28.1,44.1,36.1,58.8,15.9,29.2,21.3,40.5,28.1,44.1,36.1,58.8,15.9,29.2,21.3,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES)
