Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,100928,2010-09-28,232741,CME,0,232,137646,4726,107150,396,19620,3260,190,80417,7337,187,1130,4560,0,106666,123080,30980,14566,7933.0,-143.0,7173.0,-61.0,3355.0,-551.0,0.0,4207.0,856.0,-6.0,-128.0,-320.0,0.0,7224.0,7091.0,709.0,842.0,100,3.4,77.8,0.3,14.3,2.4,0.1,58.4,5.3,0.1,0.8,3.3,0.0,77.5,89.4,22.5,10.6,80,,18.0,,6.0,,,34.0,10.0,,,,0.0,49,37,34.8,47.9,48.2,67.8,34.8,47.7,48.2,67.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101005,2010-10-05,232741,CME,0,232,139447,5474,109902,350,21007,2885,232,78565,8182,182,1186,4300,0,106996,126033,32451,13414,1801.0,748.0,2752.0,-46.0,1387.0,-375.0,42.0,-1852.0,845.0,-5.0,56.0,-260.0,0.0,330.0,2953.0,1471.0,-1152.0,100,3.9,78.8,0.3,15.1,2.1,0.2,56.3,5.9,0.1,0.9,3.1,0.0,76.7,90.4,23.3,9.6,81,,17.0,,6.0,,,35.0,11.0,,,,0.0,51,37,35.2,50.4,49.0,69.5,35.2,50.2,48.9,69.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101012,2010-10-12,232741,CME,0,232,138537,4203,108980,1733,22337,2885,258,76583,6537,216,997,4143,0,106327,124752,32210,13785,-910.0,-1271.0,-922.0,1383.0,1330.0,0.0,26.0,-1982.0,-1645.0,34.0,-189.0,-157.0,0.0,-669.0,-1281.0,-241.0,371.0,100,3.0,78.7,1.3,16.1,2.1,0.2,55.3,4.7,0.2,0.7,3.0,0.0,76.7,90.0,23.3,10.0,77,,18.0,,6.0,,,33.0,9.0,,,4.0,0.0,47,36,35.6,53.0,49.0,68.0,35.6,52.8,48.8,66.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101019,2010-10-19,232741,CME,0,232,133257,5028,104301,1692,21352,2858,258,68678,4680,249,1164,4148,0,98421,118186,34836,15071,-5280.0,825.0,-4679.0,-41.0,-985.0,-27.0,0.0,-7905.0,-1857.0,33.0,167.0,5.0,0.0,-7906.0,-6566.0,2626.0,1286.0,100,3.8,78.3,1.3,16.0,2.1,0.2,51.5,3.5,0.2,0.9,3.1,0.0,73.9,88.7,26.1,11.3,78,,17.0,,5.0,,,35.0,8.0,4.0,,4.0,0.0,52,34,34.4,52.2,46.0,67.5,34.4,52.0,45.8,66.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101026,2010-10-26,232741,CME,0,232,128470,5927,100267,1611,21539,2855,258,64764,3716,38,1118,4140,0,95255,112885,33215,15585,-4787.0,899.0,-4034.0,-81.0,187.0,-3.0,0.0,-3914.0,-964.0,-211.0,-46.0,-8.0,0.0,-3166.0,-5301.0,-1621.0,514.0,100,4.6,78.0,1.3,16.8,2.2,0.2,50.4,2.9,0.0,0.9,3.2,0.0,74.1,87.9,25.9,12.1,71,,17.0,,5.0,,,29.0,7.0,,4.0,,0.0,45,31,34.7,52.6,47.9,68.0,34.7,52.5,47.7,67.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101102,2010-11-02,232741,CME,0,232,125968,6927,94674,1348,20977,2838,184,63359,6292,11,1156,4153,0,93962,109500,32006,16468,-2502.0,1000.0,-5593.0,-263.0,-562.0,-17.0,-74.0,-1405.0,2576.0,-27.0,38.0,13.0,0.0,-1293.0,-3385.0,-1209.0,883.0,100,5.5,75.2,1.1,16.7,2.3,0.1,50.3,5.0,0.0,0.9,3.3,0.0,74.6,86.9,25.4,13.1,73,,18.0,,5.0,,,27.0,10.0,,,4.0,0.0,41,37,36.8,51.0,49.2,66.5,36.8,50.9,49.0,66.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101109,2010-11-09,232741,CME,0,232,130206,9547,96422,2722,21313,2809,184,59538,7603,0,974,3840,12,94290,113592,35916,16614,4238.0,2620.0,1748.0,1374.0,336.0,-29.0,0.0,-3821.0,1311.0,-11.0,-182.0,-313.0,12.0,328.0,4092.0,3910.0,146.0,100,7.3,74.1,2.1,16.4,2.2,0.1,45.7,5.8,0.0,0.7,2.9,0.0,72.4,87.2,27.6,12.8,68,5.0,16.0,,4.0,,,25.0,9.0,0.0,4.0,,,41,32,33.6,52.2,47.3,67.5,33.6,51.7,47.2,67.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101116,2010-11-16,232741,CME,0,232,121110,15941,85208,3376,19878,2815,254,47837,9551,345,1890,1900,12,89533,103461,31577,17649,-9096.0,6394.0,-11214.0,654.0,-1435.0,6.0,70.0,-11701.0,1948.0,345.0,916.0,-1940.0,0.0,-4757.0,-10131.0,-4339.0,1035.0,100,13.2,70.4,2.8,16.4,2.3,0.2,39.5,7.9,0.3,1.6,1.6,0.0,73.9,85.4,26.1,14.6,70,8.0,13.0,4.0,4.0,,,23.0,11.0,,6.0,,,44,35,31.5,52.1,43.9,69.6,31.5,50.5,43.8,68.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101123,2010-11-23,232741,CME,0,232,117998,19172,81726,3345,19697,2817,254,43489,12023,6,1219,1916,13,87195,102100,30803,15898,-3112.0,3231.0,-3482.0,-31.0,-181.0,2.0,0.0,-4348.0,2472.0,-339.0,-671.0,16.0,1.0,-2338.0,-1361.0,-774.0,-1751.0,100,16.2,69.3,2.8,16.7,2.4,0.2,36.9,10.2,0.0,1.0,1.6,0.0,73.9,86.5,26.1,13.5,70,8.0,12.0,5.0,4.0,,,23.0,13.0,,4.0,,,43,36,33.3,51.5,45.5,70.7,33.3,49.3,45.2,68.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101130,2010-11-30,232741,CME,0,232,117302,21408,78101,4899,18859,2826,154,38334,12856,720,2270,1959,13,86657,101528,30645,15774,-696.0,2236.0,-3625.0,1554.0,-838.0,9.0,-100.0,-5155.0,833.0,714.0,1051.0,43.0,0.0,-538.0,-572.0,-158.0,-124.0,100,18.3,66.6,4.2,16.1,2.4,0.1,32.7,11.0,0.6,1.9,1.7,0.0,73.9,86.6,26.1,13.4,69,9.0,12.0,5.0,4.0,,,22.0,11.0,4.0,5.0,,,46,34,34.3,49.5,46.3,69.9,34.3,47.0,45.2,67.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101207,2010-12-07,232741,CME,0,232,127012,11247,86726,14427,18278,2783,154,48536,4517,2554,813,2037,0,96009,113198,31003,13814,9710.0,-10161.0,8625.0,9528.0,-581.0,-43.0,0.0,10202.0,-8339.0,1834.0,-1457.0,78.0,-13.0,9352.0,11670.0,358.0,-1960.0,100,8.9,68.3,11.4,14.4,2.2,0.1,38.2,3.6,2.0,0.6,1.6,0.0,75.6,89.1,24.4,10.9,65,8.0,14.0,8.0,4.0,,,24.0,7.0,4.0,,,0.0,44,34,31.8,51.5,45.2,69.0,30.4,47.7,40.9,63.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101214,2010-12-14,232741,CME,0,232,113584,4422,87818,411,18119,3390,154,59928,9211,0,812,1207,0,83846,102191,29738,11393,-13428.0,-6825.0,1092.0,-14016.0,-159.0,607.0,0.0,11392.0,4694.0,-2554.0,-1.0,-830.0,0.0,-12163.0,-11007.0,-1265.0,-2421.0,100,3.9,77.3,0.4,16.0,3.0,0.1,52.8,8.1,0.0,0.7,1.1,0.0,73.8,90.0,26.2,10.0,64,4.0,9.0,,5.0,4.0,,26.0,12.0,0.0,,,0.0,39,29,36.4,53.0,50.0,79.7,36.4,53.0,49.8,79.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101221,2010-12-21,232741,CME,0,232,115007,5028,86687,401,10659,3494,207,67197,7314,19,812,4801,0,84323,102923,30684,12084,1423.0,606.0,-1131.0,-10.0,-7460.0,104.0,53.0,7269.0,-1897.0,19.0,0.0,3594.0,0.0,477.0,732.0,946.0,691.0,100,4.4,75.4,0.3,9.3,3.0,0.2,58.4,6.4,0.0,0.7,4.2,0.0,73.3,89.5,26.7,10.5,66,5.0,10.0,,4.0,4.0,,27.0,11.0,,,4.0,0.0,41,30,33.8,49.9,48.6,74.2,33.8,49.9,48.6,74.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,101228,2010-12-28,232741,CME,0,232,124005,4688,91597,404,10172,3489,207,73905,10376,1,842,4798,0,90219,110872,33786,13133,8998.0,-340.0,4910.0,3.0,-487.0,-5.0,0.0,6708.0,3062.0,-18.0,30.0,-3.0,0.0,5896.0,7949.0,3102.0,1049.0,100,3.8,73.9,0.3,8.2,2.8,0.2,59.6,8.4,0.0,0.7,3.9,0.0,72.8,89.4,27.2,10.6,70,4.0,11.0,,4.0,4.0,,33.0,9.0,,,4.0,0.0,45,30,33.8,49.2,47.2,72.6,33.8,49.2,47.2,72.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110104,2011-01-04,232741,CME,0,232,121562,4629,92072,543,11340,3223,207,70650,8694,1,1347,4793,0,88717,109533,32845,12029,-2443.0,-59.0,475.0,139.0,1168.0,-266.0,0.0,-3255.0,-1682.0,0.0,505.0,-5.0,0.0,-1502.0,-1339.0,-941.0,-1104.0,100,3.8,75.7,0.4,9.3,2.7,0.2,58.1,7.2,0.0,1.1,3.9,0.0,73.0,90.1,27.0,9.9,72,4.0,12.0,,5.0,4.0,,30.0,11.0,,,4.0,0.0,44,33,33.6,49.3,47.1,74.0,33.6,49.2,47.1,73.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110111,2011-01-11,232741,CME,0,232,113920,7887,85881,913,10626,3258,207,60409,7026,0,932,4746,0,80974,102031,32946,11889,-7642.0,3258.0,-6191.0,370.0,-714.0,35.0,0.0,-10241.0,-1668.0,-1.0,-415.0,-47.0,0.0,-7743.0,-7502.0,101.0,-140.0,100,6.9,75.4,0.8,9.3,2.9,0.2,53.0,6.2,0.0,0.8,4.2,0.0,71.1,89.6,28.9,10.4,72,5.0,12.0,,5.0,4.0,,32.0,9.0,0.0,,4.0,0.0,46,30,33.9,51.7,44.4,73.9,33.9,51.3,44.4,73.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110118,2011-01-18,232741,CME,0,232,114314,8604,85326,1108,10140,3447,154,60450,6504,0,932,4752,0,81388,101291,32926,13023,394.0,717.0,-555.0,195.0,-486.0,189.0,-53.0,41.0,-522.0,0.0,0.0,6.0,0.0,414.0,-740.0,-20.0,1134.0,100,7.5,74.6,1.0,8.9,3.0,0.1,52.9,5.7,0.0,0.8,4.2,0.0,71.2,88.6,28.8,11.4,65,5.0,12.0,4.0,4.0,4.0,,29.0,6.0,0.0,,4.0,0.0,43,27,33.2,51.4,45.3,73.7,33.2,50.8,45.3,72.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110125,2011-01-25,232741,CME,0,232,113570,10124,81147,1171,10765,3486,154,59423,9029,20,1415,4742,0,83072,99749,30498,13821,-744.0,1520.0,-4179.0,63.0,625.0,39.0,0.0,-1027.0,2525.0,20.0,483.0,-10.0,0.0,1684.0,-1542.0,-2428.0,798.0,100,8.9,71.5,1.0,9.5,3.1,0.1,52.3,8.0,0.0,1.2,4.2,0.0,73.1,87.8,26.9,12.2,71,6.0,13.0,4.0,5.0,4.0,,27.0,10.0,,,4.0,0.0,45,32,31.6,50.4,43.6,70.5,31.6,49.8,43.6,69.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110201,2011-02-01,232741,CME,0,232,120991,5512,90624,1118,9430,3450,154,69445,7290,23,947,4148,0,86629,106807,34362,14184,7421.0,-4612.0,9477.0,-53.0,-1335.0,-36.0,0.0,10022.0,-1739.0,3.0,-468.0,-594.0,0.0,3557.0,7058.0,3864.0,363.0,100,4.6,74.9,0.9,7.8,2.9,0.1,57.4,6.0,0.0,0.8,3.4,0.0,71.6,88.3,28.4,11.7,69,5.0,13.0,5.0,4.0,4.0,,30.0,9.0,4.0,,,0.0,47,32,33.7,53.1,47.0,74.2,33.7,52.6,47.0,73.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110208,2011-02-08,232741,CME,0,232,135334,5303,100570,1394,8870,3304,134,84567,10839,10,1467,4601,0,101745,120852,33589,14482,14343.0,-209.0,9946.0,276.0,-560.0,-146.0,-20.0,15122.0,3549.0,-13.0,520.0,453.0,0.0,15116.0,14045.0,-773.0,298.0,100,3.9,74.3,1.0,6.6,2.4,0.1,62.5,8.0,0.0,1.1,3.4,0.0,75.2,89.3,24.8,10.7,77,4.0,14.0,6.0,4.0,4.0,,34.0,11.0,,,4.0,0.0,50,35,32.4,52.1,47.0,73.0,32.4,51.6,47.0,72.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,110215,2011-02-15,232741,CME,0,232,122473,6587,92846,1413,8582,3279,134,69283,6014,496,2131,4204,0,88626,108386,33847,14087,-12861.0,1284.0,-7724.0,19.0,-288.0,-25.0,0.0,-15284.0,-4825.0,486.0,664.0,-397.0,0.0,-13119.0,-12466.0,258.0,-395.0,100,5.4,75.8,1.2,7.0,2.7,0.1,56.6,4.9,0.4,1.7,3.4,0.0,72.4,88.5,27.6,11.5,73,5.0,13.0,7.0,4.0,4.0,,30.0,11.0,5.0,,,0.0,50,36,32.2,54.6,44.7,74.8,32.2,54.1,44.6,74.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
